종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS,날짜
114840,아이패밀리에스씨,2021-10-28,25700,105891093200,16990,436375550,4120276,4600.0,9.63,5.59,2670.0,0.71,183.0,20220330
297570,알로이스,2018-07-20,2510,87245469360,454313,1150280340,34621218,573.0,25.1,4.38,100.0,0.0,0.0,20220330
260660,알리코제약,2018-02-12,8010,122616168000,31442,251873670,15327021,5069.0,14.3,1.58,560.0,1.25,100.0,20220330
129890,앱코,2020-12-02,16850,164710823500,145792,2422104200,9833482,8225.0,6.97,2.05,2419.0,0.0,0.0,20220330
255440,야스,2017-09-29,13350,174977200000,39979,538139950,13058000,12281.0,14.85,1.09,899.0,0.75,100.0,20220330
030960,양지사,1996-10-24,9130,144938600000,6269,56927100,15980000,11857.0,95.1,0.77,96.0,0.55,50.0,20220330
038680,에스넷,2000-04-27,7890,127708239330,193606,1529302940,16145163,4568.0,31.69,1.73,249.0,1.01,80.0,20220330
042110,에스씨디,2000-07-13,2235,108983166820,1022666,2331822090,48329564,2140.0,28.66,1.04,78.0,0.89,20.0,20220330
275630,에스에스알,2018-08-06,5850,35205235650,0,0,6017989,3993.0,0.0,1.47,0.0,0.0,0.0,20220330
109610,에스와이,2015-12-29,3650,178512010000,299589,1097611940,48907400,3129.0,0.0,1.17,0.0,0.0,0.0,20220330
408920,에스케이증권7호스팩,2022-03-07,2175,7873500000,4663,10111185,3620000,0.0,0.0,0.0,0.0,0.0,0.0,20220330
069510,에스텍,2003-11-14,8090,88261900000,17089,138700170,10910000,14391.0,5.58,0.56,1449.0,4.94,400.0,20220330
050760,에스폴리텍,2002-05-16,3545,57988106900,15834,56200425,16334678,3798.0,7.1,0.93,499.0,1.41,50.0,20220330
288620,에스퓨얼셀,2018-10-15,24350,164639868200,40886,969250800,6874316,9859.0,86.4,2.47,282.0,0.41,100.0,20220330
317830,에스피시스템스,2019-08-14,13100,106301385000,499021,6554743850,8145700,3769.0,327.5,3.48,40.0,0.0,0.0,20220330
203400,에이비온,2021-09-08,10900,204723658300,36458,401865900,18781987,0.0,0.0,0.0,0.0,0.0,0.0,20220330
312610,에이에프더블류,2019-07-01,5440,109994901840,64928,350279540,20256888,3635.0,67.2,1.5,81.0,0.0,0.0,20220330
072990,에이치시티,2016-10-17,13500,93391406850,17094,229436100,6995611,8261.0,9.01,1.63,1499.0,0.37,50.0,20220330
043220,에이치엘비파워,2001-07-03,1705,155351717785,283347,482845490,91115377,448.0,243.6,3.81,7.0,0.0,0.0,20220330
357230,에이치피오,2021-05-14,12700,254211540000,67361,855506250,19938160,3626.0,11.87,3.5,1070.0,0.0,0.0,20220330
230980,에이트원,2016-03-02,1565,97384639810,919343,1428733365,62028433,469.0,0.0,3.34,0.0,0.0,0.0,20220330
089530,에이티세미콘,2011-11-11,1880,59293842430,2397477,4605084515,30962842,2403.0,0.0,0.78,0.0,0.0,0.0,20220330
383310,에코프로에이치엔,2021-05-28,54400,832588300800,83177,4541101900,15304932,0.0,0.0,0.0,0.0,0.0,0.0,20220330
038110,에코플라스틱,2000-03-23,2695,91744758450,226001,607179920,34169370,3667.0,0.0,0.73,0.0,1.11,30.0,20220330
391060,엔에이치스팩20호,2021-10-05,2090,53295000000,26973,56242035,25500000,0.0,0.0,0.0,0.0,0.0,0.0,20220330
391710,엔에이치스팩21호,2021-10-15,2305,17195300000,0,0,7460000,0.0,0.0,0.0,0.0,0.0,0.0,20220330
354200,엔젠바이오,2020-12-10,12400,154143308800,5330,65576100,12430912,3393.0,0.0,3.65,0.0,0.0,0.0,20220330
291230,엔피,2018-09-13,13300,533997436800,4409909,60393828800,39999808,0.0,0.0,0.0,0.0,0.0,0.0,20220330
048830,엔피케이,2000-10-12,2155,40256434450,293246,635459360,18723923,2073.0,0.0,1.04,0.0,1.39,30.0,20220330
066970,엘앤에프,2003-01-02,212400,7613485630400,518146,108635162900,35929616,6665.0,0.0,31.88,0.0,0.02,50.0,20220330
170920,엘티씨,2013-10-08,11050,88613961150,13583,149799600,8019363,10876.0,0.0,1.02,0.0,0.9,100.0,20220330
143540,영우디에스피,2014-10-29,2255,100795762700,1153775,2641507635,44599895,1154.0,10.49,1.95,215.0,0.0,0.0,20220330
250930,예선테크,2016-09-29,1910,63030840400,113862,215831240,33000440,1116.0,37.44,1.71,51.0,1.57,30.0,20220330
039830,오로라,2001-01-03,10350,111395911500,118296,1218564900,10762890,10226.0,13.25,1.01,781.0,0.97,100.0,20220330
065500,오리엔트정공,2002-09-19,1910,60628961920,138557,263986650,31742912,1204.0,0.0,1.59,0.0,0.0,0.0,20220330
053980,오상자이엘,2002-04-09,7560,133464072640,49320,370484840,17747882,3501.0,5.78,2.16,1307.0,0.0,0.0,20220330
039200,오스코텍,2007-01-17,28300,854844657500,103962,2954029800,30206525,1750.0,0.0,16.17,0.0,0.0,0.0,20220330
173130,오파스넷,2018-08-24,3940,46670792050,24087,94950420,11860430,1907.0,7.68,2.07,513.0,0.0,0.0,20220330
226950,올릭스,2018-07-18,26900,367929846000,75304,2020872000,13703160,3344.0,0.0,8.04,0.0,0.0,0.0,20220330
057540,옴니시스템,2007-09-19,2230,103582061650,668737,1491817625,46449355,2116.0,0.0,1.05,0.0,0.0,0.0,20220330
273640,와이엠텍,2021-09-10,35500,194646500000,68022,2364086050,5483000,5361.0,43.62,6.62,814.0,0.0,0.0,20220330
046970,우리로,2012-11-27,1910,61214800940,0,0,32049634,806.0,0.0,2.37,0.0,0.0,0.0,20220330
215360,우리산업,2015-05-06,18050,163922325850,37290,677272850,9132163,12890.0,31.45,1.4,574.0,0.66,120.0,20220330
215380,우정바이오,2015-05-18,5290,67711117360,34708,183477610,12872836,2199.0,0.0,2.41,0.0,0.0,0.0,20220330
018620,우진비앤지,2008-05-20,2150,61534194090,200272,423617225,28889293,1082.0,0.0,1.99,0.0,0.0,0.0,20220330
307280,원바이오젠,2018-12-05,1845,67258382760,83886,154892150,36454408,1803.0,0.0,1.02,0.0,0.0,0.0,20220330
032940,원익,1997-07-18,4400,79959245850,19369,85313675,18193230,10289.0,1.01,0.43,4368.0,0.0,0.0,20220330
104830,원익머트리얼즈,2011-12-28,36850,465235200000,128801,4679339350,12608000,26857.0,14.02,1.37,2628.0,0.54,200.0,20220330
014190,원익큐브,1996-04-26,3220,114341696380,294305,946087815,35399906,2370.0,37.0,1.36,87.0,0.0,0.0,20220330
131390,원익피앤이,2011-09-27,32050,475687011000,488044,15477618850,14818910,7095.0,25.4,4.52,1262.0,0.0,0.0,20220330
008290,원풍물산,1997-07-18,890,36298761668,427842,385814983,40693679,825.0,0.0,1.08,0.0,0.0,0.0,20220330
038620,위즈코프,2000-05-04,1730,115458116775,1237900,2166134180,66546465,737.0,33.9,2.35,51.0,1.16,20.0,20220330
097800,윈팩,2013-03-07,1790,88904182390,87433,157730795,49667141,1357.0,13.07,1.32,137.0,0.0,0.0,20220330
032620,유비케어,1997-05-02,7230,378429257750,419949,3070800620,52197139,2041.0,58.78,3.54,123.0,0.69,50.0,20220330
056090,유앤아이,2015-11-12,11100,140057113800,7262713,88772029350,12617758,3325.0,0.0,3.34,0.0,0.0,0.0,20220330
302430,이노메트리,2018-12-12,14250,140614874400,10148,144963750,9833208,4880.0,0.0,2.92,0.0,0.0,0.0,20220330
246960,이노테라피,2019-02-01,13100,66471810400,21543,285150500,5074184,2566.0,0.0,5.11,0.0,0.0,0.0,20220330
164060,이루다,2020-08-06,5580,97566820260,106694,600033250,17453814,1801.0,17.22,3.1,324.0,0.0,0.0,20220330
131400,이브이첨단소재,2010-12-27,1765,83059815050,8115309,14860449515,46794262,1104.0,0.0,1.6,0.0,0.0,0.0,20220330
067010,이씨에스,2007-12-18,5330,65404080000,106805,566812460,12294000,3944.0,13.36,1.35,399.0,2.44,130.0,20220330
039030,이오테크닉스,2000-08-24,111100,1368702005000,69117,7621907400,12319550,32818.0,63.7,3.39,1744.0,0.27,300.0,20220330
377330,이지트로닉스,2022-02-04,17850,142183353900,2170334,38601251400,7965454,3303.0,21.9,5.4,815.0,0.0,0.0,20220330
035810,이지홀딩스,1999-11-23,4195,272635361325,291299,1212065645,65145845,8129.0,2.57,0.52,1634.0,1.19,50.0,20220330
352940,인바이오,2020-12-11,6230,67705957900,26660,166743560,10867730,3664.0,0.0,1.7,0.0,0.0,0.0,20220330
119610,인터로조,2010-07-28,29850,387069337950,42947,1276729500,12967147,11035.0,30.4,2.71,982.0,1.01,300.0,20220330
051370,인터플렉스,2003-01-22,16450,383736914400,186191,3084513200,23327472,7286.0,0.0,2.26,0.0,0.0,0.0,20220330
043910,자연과환경,2005-11-18,2180,175594970880,46852277,102831801390,81293968,652.0,0.0,3.34,0.0,0.0,0.0,20220330
095700,제넥신,2009-09-15,46400,1157597355000,131939,6115466500,25029132,21686.0,40.38,2.14,1149.0,0.0,0.0,20220330
090470,제이스텍,2007-01-10,6970,102184656000,26744,188308990,14597808,7883.0,0.0,0.88,0.0,0.72,50.0,20220330
216080,제테마,2019-11-14,20650,365978755400,79910,1672590900,17765959,2366.0,0.0,8.73,0.0,0.0,0.0,20220330
228760,지노믹트리,2019-03-27,11950,241897392800,42100,492798000,20327512,4766.0,0.0,2.51,0.0,0.0,0.0,20220330
144510,지씨셀,2016-06-23,74500,1170805490400,41611,3111111500,15800344,4469.0,189.1,16.67,394.0,0.13,100.0,20220330
051160,지어소프트,2002-05-28,18750,290145562500,109152,2040902900,15474430,1322.0,35.44,14.18,529.0,0.0,0.0,20220330
053050,지에스이,2001-10-11,4935,147688915225,4771174,23736376385,29987597,2409.0,31.44,2.05,157.0,0.81,40.0,20220330
007370,진양제약,2000-07-27,7810,93600000000,281373,2205035440,12000000,3859.0,23.73,2.02,329.0,1.28,100.0,20220330
085660,차바이오텍,2005-12-27,18950,1060511028200,249539,4711903600,56260532,6757.0,0.0,2.8,0.0,0.0,0.0,20220330
158310,참존글로벌,2013-04-03,1680,80373095040,0,0,47841128,0.0,0.0,0.0,0.0,0.0,0.0,20220330
284620,카이노스메드,2018-06-08,2650,292003402990,2716928,7152197570,110398262,118.0,0.0,22.45,0.0,0.0,0.0,20220330
078340,컴투스,2007-07-06,117600,1510517708000,114617,13555705800,12866420,75643.0,17.67,1.55,6655.0,1.28,1500.0,20220330
039420,케이엘넷,2002-03-12,3740,90338690200,1961526,7535748745,24154730,1629.0,18.7,2.3,200.0,1.6,60.0,20220330
225430,케이엠제약,2015-10-08,2030,56610711500,101953,207597805,27887050,1462.0,92.25,1.39,22.0,0.0,0.0,20220330
036030,케이티알파,1999-12-24,6810,333821317230,70098,471986610,49019283,5430.0,0.0,1.25,0.0,0.0,0.0,20220330
089010,켐트로닉스,2007-01-17,27050,401170239000,85234,2300369200,14858157,7619.0,22.55,3.55,1200.0,0.92,250.0,20220330
104540,코렌텍,2013-03-05,10750,128352266700,22602,243816950,11829702,3789.0,72.6,2.84,148.0,0.0,0.0,20220330
027050,코리아나,1999-12-10,4180,167200000000,368449,1541005045,40000000,1963.0,0.0,2.13,0.0,0.0,0.0,20220330
183300,코미코,2017-03-23,60000,598220685900,116388,7001362500,10020447,16223.0,24.27,3.7,2473.0,0.58,350.0,20220330
950160,코오롱티슈진,2017-11-06,8010,518607850500,0,0,64745050,,,,,,,20220330
015710,코콤,1997-09-30,6420,112370505000,24780,160335510,17530500,6987.0,14.66,0.92,438.0,2.41,155.0,20220330
317690,퀀타매트릭스,2020-12-09,8280,136284728970,17684,146209200,16479411,3917.0,0.0,2.11,0.0,0.0,0.0,20220330
066310,큐에스아이,2006-11-24,18700,174306474800,80599,1526324650,9271621,5958.0,1169.0,3.14,16.0,0.27,50.0,20220330
096240,크레버스,2008-06-27,34550,401145799000,69397,2409843350,11543764,10763.0,35.94,3.21,961.0,2.32,800.0,20220330
083790,크리스탈지노믹스,2006-01-06,5450,377393348700,310376,1684101720,69246486,3102.0,0.0,1.76,0.0,0.0,0.0,20220330
054450,텔레칩스,2004-12-10,18350,247833466850,681598,12595450500,13505911,6845.0,0.0,2.68,0.0,0.0,0.0,20220330
091440,텔레필드,2008-02-01,2915,26701796250,99236,286175385,9175875,2245.0,0.0,1.3,0.0,0.0,0.0,20220330
322180,티라유텍,2019-10-31,13300,72427812500,26870,357770750,5466250,4792.0,0.0,2.78,0.0,0.0,0.0,20220330
081150,티플랙스,2009-04-23,5870,142940887780,2179413,12846966450,24268402,4176.0,37.62,1.41,156.0,0.43,25.0,20220330
058530,파나케이아,2002-02-05,1620,29287053360,0,0,18078428,4500.0,0.0,0.36,0.0,0.0,0.0,20220330
037030,파워넷,2018-06-07,5190,91930307400,149168,775626640,17611170,4519.0,346.0,1.15,15.0,0.0,0.0,20220330
170790,파이오링크,2013-08-01,15900,108672830500,50367,800439500,6856330,7590.0,9.54,2.09,1667.0,0.94,150.0,20220330
049120,파인디앤씨,2001-07-26,2505,70586193105,62941,158174260,28178121,1299.0,0.0,1.93,0.0,0.0,0.0,20220330
009520,포스코엠텍,1997-11-10,7600,316900969830,384161,2918477890,41642703,2315.0,33.62,3.28,226.0,1.05,80.0,20220330
189690,포시에스,2015-02-11,8670,75287203880,12911,111757730,8673641,7310.0,16.3,1.19,532.0,1.15,100.0,20220330
094940,푸른기술,2007-09-14,11300,94065592500,930408,10108519350,8361386,3547.0,88.25,3.19,128.0,0.0,0.0,20220330
035200,프럼파스트,2002-01-15,6670,65194953000,1304683,9030406070,9730590,3601.0,39.0,1.85,171.0,0.75,50.0,20220330
334970,프레스티지바이오로직스,2021-03-11,8600,404558753730,963957,8559068740,47206389,0.0,0.0,0.0,0.0,0.0,0.0,20220330
