종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS
000210,DL,1976-02-02,59700,1251066274800,35608.0,2123255900.0,20955884.0,67178.0,4.57,0.89,13077.0,2.18,1300.0
004840,DRB동일,1976-05-21,4935,98354550000,34128.0,169062055.0,19930000.0,17702.0,40.78,0.28,121.0,1.01,50.0
155660,DSR,2013-05-15,5240,83840000000,62327.0,332109060.0,16000000.0,10087.0,9.39,0.52,558.0,0.95,50.0
078930,GS,2004-08-05,40800,3790947422400,248625.0,10089216400.0,92915378.0,88213.0,0.0,0.46,0.0,4.66,1900.0
001250,GS글로벌,1976-06-26,2470,203858397080,8421178.0,20140391800.0,82533764.0,3465.0,0.0,0.71,0.0,0.0,0.0
039570,HDC랩스,2015-09-24,10300,267363290300,22114.0,228168350.0,25957601.0,9958.0,10.18,1.03,1012.0,3.88,400.0
011200,HMM,1995-10-05,30550,14940156602800,9810637.0,302541344150.0,489039496.0,5164.0,296.5,5.92,103.0,0.0,0.0
092220,KEC,2006-10-16,2875,416150905375,3008409.0,8816682605.0,144748141.0,1394.0,0.0,2.06,0.0,0.0,0.0
016380,KG동부제철,1986-02-03,10100,1010089859700,153423.0,1567823500.0,100008897.0,9715.0,15.12,1.04,668.0,0.99,100.0
001390,KG케미칼,1989-08-25,28150,390330602400,106710.0,2943566600.0,13866096.0,29370.0,8.38,0.96,3358.0,1.42,400.0
058860,KTis,2010-12-17,2215,77086430000,143414.0,320623510.0,34802000.0,4810.0,9.93,0.46,223.0,3.61,80.0
373220,LG에너지솔루션,2022-01-27,416500,97461000000000,876771.0,371698667000.0,234000000.0,34398.0,0.0,12.11,0.0,0.0,0.0
011070,LG이노텍,2008-07-24,323000,7644475561000,422974.0,138420475500.0,23667107.0,102576.0,32.38,3.15,9978.0,0.22,700.0
037560,LG헬로비전,2012-11-09,4960,384136450400,378411.0,1883528470.0,77446865.0,8149.0,0.0,0.61,0.0,1.51,75.0
108670,LX하우시스,2009-04-20,50700,454660869000,68343.0,3519198500.0,8967670.0,83775.0,0.0,0.61,0.0,0.59,300.0
010060,OCI,1985-07-09,96700,2306234175700,342300.0,33486607800.0,23849371.0,98159.0,0.0,0.99,0.0,0.0,0.0
402340,SK스퀘어,2021-11-29,55300,7823156676300,1224688.0,68549493300.0,141467571.0,0.0,0.0,0.0,0.0,0.0,0.0
096770,SK이노베이션,2007-07-25,195500,18077017762000,624460.0,122577237000.0,92465564.0,155153.0,0.0,1.26,0.0,0.0,0.0
011810,STX,1990-09-12,4070,116489317780,961207.0,4052768170.0,28621454.0,1314.0,0.0,3.1,0.0,0.0,0.0
024070,WISCOM,1996-11-22,2935,44983095530,66439.0,197519980.0,15326438.0,7616.0,0.0,0.39,0.0,1.7,50.0
011420,갤럭시아에스엠,1989-11-14,2265,62399943660,443528.0,1032875885.0,27549644.0,752.0,62.9,3.01,36.0,0.0,0.0
002100,경농,1977-06-30,12600,245984445000,174002.0,2176027550.0,19522575.0,8886.0,17.84,1.42,706.0,1.98,250.0
012320,경동인베스트,1997-03-07,34300,81120288900,53069.0,1898197800.0,2365023.0,178373.0,4.93,0.19,6956.0,1.46,500.0
