종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,R2Y,DT
005710,0.89,6.75,-0.35,10.92,6.36,-18.36,-2.07,20230113
006345,0.21,2.54,-2.22,7.8,-4.16,-16.7,-13.57,20230113
024890,-0.82,4.31,-1.63,-13.73,-19.47,-37.95,36.72,20230113
000300,0.26,-0.51,-9.85,-5.12,-9.64,-41.5,-1.64,20230113
120240,0.0,2.76,-6.69,-7.46,-6.94,-20.62,-53.28,20230113
003310,0.0,3.59,-8.7,-23.89,-21.56,18.16,4.52,20230113
114920,0.0,-8.49,0.25,8.72,14.66,63.52,88.21,20230113
078600,-0.97,3.28,2.25,0.12,24.66,-14.15,65.45,20230113
012800,0.79,7.63,-1.93,8.09,-6.96,-35.2,-20.63,20230113
096350,0.61,5.77,-4.35,13.4,-18.72,-34.0,-33.87,20230113
140520,0.68,4.23,-4.21,14.07,-6.77,-13.45,9.43,20230113
131220,0.0,3.47,-9.02,6.71,-12.58,-30.15,-68.46,20230113
054670,0.33,4.47,-3.8,8.84,-9.35,-17.18,-25.63,20230113
001070,0.0,0.58,1.57,1.17,5.28,8.03,29.66,20230113
023910,-0.17,-1.5,-2.79,14.48,8.61,3.13,-5.42,20230113
006650,-0.57,6.06,5.11,46.44,45.23,-8.62,-36.94,20230113
084010,-0.44,5.58,-7.35,-8.1,-24.08,-35.33,-1.3,20230113
001790,1.65,7.99,0.36,9.06,-14.11,-3.82,-86.62,20230113
001795,-0.2,3.58,-0.4,7.89,-19.74,-17.45,-83.6,20230113
001130,0.69,6.99,6.2,12.36,6.2,-5.83,-7.91,20230113
003495,1.79,2.12,-1.11,20.38,-1.11,-14.25,-28.54,20230113
005880,4.56,5.83,1.87,8.73,-4.39,-13.15,-36.99,20230113
003830,0.87,3.1,-6.05,20.23,12.56,-11.07,8.37,20230113
016090,-0.66,2.48,-4.22,11.27,12.66,4.13,22.04,20230113
067080,-1.3,-1.3,-16.8,-12.82,23.44,0.33,-44.79,20230113
298540,-2.18,-2.5,-9.32,16.8,-1.35,2.1,-29.3,20230113
192080,1.22,10.53,0.81,6.75,21.59,-8.7,-19.6,20230113
299170,-1.54,3.51,-1.03,18.94,-10.93,-26.91,-36.48,20230113
012510,-0.56,-3.65,-8.35,23.78,3.78,-46.55,-69.4,20230113
302920,0.0,-3.12,0.81,-3.12,-35.42,-28.74,-38.0,20230113
213420,-1.14,-6.34,-15.37,-4.14,10.16,-34.77,0.14,20230113
317330,0.0,2.85,-9.69,-9.4,-4.3,-51.35,-26.09,20230113
004830,-0.76,-0.38,-2.62,8.54,-14.59,-66.71,-35.92,20230113
004835,0.17,0.84,-5.06,-5.06,-14.65,-64.39,-54.55,20230113
090410,1.55,3.98,-7.33,26.05,-2.49,-18.5,19.88,20230113
024900,-0.95,2.34,4.8,19.36,5.22,-31.95,2.34,20230113
263600,-0.69,3.45,-3.36,17.46,13.39,-25.54,-7.46,20230113
348840,0.0,0.0,-18.04,-5.0,-0.48,-16.06,-19.62,20230113
261200,-1.22,0.75,2.8,15.26,-7.34,-16.36,365.71,20230113
145720,-0.83,8.54,9.04,14.27,22.81,41.82,121.89,20230113
002150,-0.57,3.78,-0.68,5.28,3.29,10.03,3.17,20230113
006620,-0.49,1.68,-5.6,9.17,-9.0,-22.58,-75.62,20230113
100130,-0.91,10.88,-5.96,-3.74,-9.28,-22.26,-38.1,20230113
005160,-1.37,6.17,-5.61,-10.52,42.27,13.65,17.71,20230113
075970,0.72,4.48,-8.85,-23.41,-3.71,-19.17,-0.57,20230113
001230,2.3,14.1,8.1,17.62,10.33,-25.21,47.35,20230113
086450,0.0,1.87,-6.3,2.83,-15.72,-25.17,-44.39,20230113
023450,0.0,-0.77,-4.07,-3.72,-10.69,-18.43,8.6,20230113
004140,2.29,4.29,-3.78,30.81,-2.19,-30.34,-47.34,20230113
099410,0.56,6.57,-2.19,7.0,-9.17,-27.41,-13.43,20230113
007590,-0.31,2.72,-2.58,3.38,-7.08,-8.79,1.74,20230113
005965,0.61,4.27,6.11,42.24,33.06,-11.88,42.86,20230113
026960,0.0,5.6,-7.26,-1.0,-21.12,-33.89,-40.18,20230113
002210,0.15,-0.15,-7.0,-4.41,-16.22,-22.32,-54.48,20230113
102260,0.22,0.67,-8.14,-3.73,11.9,-6.71,-6.91,20230113
025950,4.44,9.68,3.38,1.66,-26.79,-58.65,-64.67,20230113
088130,-1.03,3.22,-1.75,10.15,-3.17,-33.37,-22.11,20230113
282690,0.44,2.23,-8.4,0.0,-0.87,-2.55,6.51,20230113
041930,-1.49,4.76,-6.48,23.2,18.01,-22.03,-25.78,20230113
001520,0.0,4.71,-2.34,8.97,-7.11,-26.92,-12.55,20230113
001527,0.77,3.54,-1.5,2.73,6.05,-12.33,2.73,20230113
084670,1.47,2.97,-7.05,1.84,-7.67,-19.94,-42.65,20230113
082640,0.87,-2.21,-17.44,-5.98,-15.17,-30.33,7.66,20230113
060380,0.0,9.07,-0.71,1.45,-15.46,-44.16,-31.32,20230113
001525,0.77,1.08,-0.31,-4.25,4.82,-16.28,-5.77,20230113
079960,0.34,2.75,1.7,25.63,10.33,-17.17,-34.14,20230113
008970,-2.83,10.16,-0.96,0.0,-0.48,-17.27,-11.59,20230113
228340,-2.95,4.55,-4.96,-1.71,0.0,-31.27,-4.17,20230113
092780,-2.91,4.6,-4.94,20.05,4.71,-21.38,-24.13,20230113
088910,-0.37,-0.75,-3.27,1.14,-1.3,-15.69,-20.83,20230113
049770,0.96,3.63,7.17,15.44,0.96,-18.44,-15.14,20230113
013120,1.18,-0.58,-3.64,-4.84,-18.87,-38.02,-31.61,20230113
018500,0.99,3.98,-2.86,18.6,18.33,5.92,24.85,20230113
030720,0.66,3.84,-2.34,8.88,-1.81,-6.22,0.0,20230113
163560,2.1,3.77,-7.99,7.65,-9.44,-14.34,-39.71,20230113
109860,3.46,15.98,1.27,3.46,31.59,68.66,112.89,20230113
004890,0.26,1.56,3.99,9.22,16.02,31.21,151.61,20230113
002690,-0.9,4.75,-5.77,-0.45,-27.94,-29.33,-12.5,20230113
005290,-0.47,-1.85,-4.07,9.45,-1.85,-22.6,-12.14,20230113
000020,-0.74,-0.85,-5.47,7.86,-14.79,-33.83,-48.17,20230113
000150,2.13,8.82,7.29,16.16,41.55,-18.48,81.87,20230113
000157,1.68,4.69,-1.62,6.94,-7.93,-15.03,32.92,20230113
241560,2.13,8.13,-1.1,20.47,23.79,-16.61,8.13,20230113
000155,0.2,2.34,-1.95,1.82,11.28,-38.51,26.07,20230113
131970,0.0,-1.89,3.32,33.76,8.55,-35.68,-42.94,20230113
336260,-0.89,10.96,0.6,32.02,15.57,-20.95,-38.94,20230113
33626K,-1.46,8.56,1.6,18.02,11.05,-26.18,-30.72,20230113
33626L,0.4,7.17,-1.55,17.05,5.39,-22.09,-35.37,20230113
016740,1.79,7.81,-4.49,10.85,-9.4,-38.43,-35.07,20230113
073190,0.25,0.0,-10.74,3.64,-19.07,-28.62,-47.84,20230113
203650,-0.51,2.46,0.17,17.74,-11.11,-31.05,-24.94,20230113
060570,0.9,2.55,-4.1,2.93,-13.0,-50.44,-47.08,20230113
187870,-0.68,0.68,-2.0,-2.65,-12.24,-47.69,-69.85,20230113
066670,-0.11,3.97,-6.15,-4.58,-22.64,-45.54,17.74,20230113
092200,-1.21,4.39,-6.11,-13.29,-10.77,-37.54,-23.23,20230113
110990,-0.16,5.14,4.42,3.54,-14.48,-37.6,-32.45,20230113
263690,-1.86,0.48,-1.4,15.17,17.75,-5.8,-35.67,20230113
377190,0.53,4.13,8.78,13.34,-11.68,-28.81,,20230113
263720,2.89,11.95,29.61,111.9,21.09,-29.92,-30.56,20230113
109740,-1.59,3.72,6.7,-11.16,5.09,-28.5,-13.64,20230113
066900,1.25,4.4,-3.72,12.23,-20.08,-35.19,-38.08,20230113
180400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20230113
092070,-0.7,1.43,-2.74,14.52,1.79,-32.7,-38.92,20230113
013570,2.55,6.03,-2.43,3.49,-17.21,-18.99,9.96,20230113
210540,0.42,4.8,-3.23,18.81,4.8,-12.73,-7.34,20230113
104460,0.12,-0.48,-0.96,0.49,8.15,-6.9,112.11,20230113
113810,0.1,3.57,-7.85,-3.33,-2.38,11.41,37.9,20230113
043360,0.32,1.63,-3.57,0.48,-6.75,-4.45,21.72,20230113
033130,-2.32,-1.56,8.12,20.48,15.53,-13.06,-12.76,20230113
263020,0.68,2.42,-12.17,6.09,0.0,-35.51,-72.72,20230113
290550,-0.47,6.73,-1.75,-8.79,-6.67,-46.15,-64.03,20230113
131180,0.34,4.96,-8.07,12.55,-7.5,-32.57,-1.66,20230113
042510,-0.42,2.15,1.28,1.5,-13.79,-41.07,-31.16,20230113
171120,-0.13,4.32,-11.16,-8.33,-2.98,-15.0,1.08,20230113
069540,-3.51,-0.72,-10.88,-8.5,-26.41,-39.27,-49.35,20230113
285770,0.0,0.0,0.0,0.0,0.0,-11.18,-52.64,20230113
403360,-5.96,-6.36,4.74,-2.21,-7.92,12.53,,20230113
217500,3.41,8.21,0.66,7.45,-11.01,-34.56,7.07,20230113
092590,-0.99,-2.59,-32.51,-10.15,-26.76,-64.21,-2.59,20230113
038390,0.0,2.19,-2.86,-5.08,3.31,-9.88,-6.73,20230113
294140,0.0,0.41,-6.07,2.11,-28.3,-33.3,-63.83,20230113
228850,0.43,3.07,5.86,24.08,19.41,-2.49,3.98,20230113
281740,-1.18,6.26,3.51,-4.02,7.97,-2.15,82.85,20230113
215100,1.88,0.29,13.57,22.47,-2.23,-4.87,46.76,20230113
090360,4.18,5.21,5.47,24.71,16.16,-22.91,2.42,20230113
067730,-0.24,6.73,-5.28,-1.9,-15.73,-53.6,-11.48,20230113
071280,-0.52,0.65,-9.4,13.38,28.29,28.07,25.77,20230113
089860,-0.55,3.23,-4.73,-7.17,-26.29,-26.29,,20230113
330590,0.12,0.62,-2.76,-7.74,-20.74,-25.28,-22.41,20230113
000400,0.0,3.44,-0.33,4.88,-7.1,-10.15,-21.61,20230113
023530,-0.51,3.5,8.33,9.67,8.21,10.92,-19.09,20230113
004000,0.54,5.05,-6.95,-4.42,-14.2,-24.36,-0.71,20230113
286940,1.91,10.56,16.34,16.09,1.33,-31.54,-35.35,20230113
004990,0.15,6.7,-0.91,-15.85,-0.91,12.2,-10.55,20230113
005300,0.0,-3.92,-3.04,15.58,-7.27,14.75,31.82,20230113
005305,0.83,1.39,-2.41,7.67,3.4,4.29,16.99,20230113
011170,-2.98,0.28,1.99,11.53,5.6,-19.37,-42.07,20230113
071840,1.99,4.92,-1.54,4.07,-22.19,-46.89,-65.41,20230113
038060,-2.87,-0.49,-9.38,-6.45,-13.25,-18.8,-65.48,20230113
253610,8.29,19.77,-10.68,16.11,-15.21,5.56,-74.67,20230113
060240,-0.16,-3.96,-4.27,8.02,-40.0,-62.36,-34.13,20230113
058470,-1.18,-0.5,-2.02,11.37,27.15,-13.58,9.53,20230113
016100,1.72,5.0,5.34,21.23,16.04,2.52,-10.33,20230113
012700,0.52,5.75,-4.33,-14.87,-4.45,-12.16,15.72,20230113
302550,0.0,2.32,5.16,20.45,-1.49,-46.36,-55.08,20230113
377450,-5.88,4.35,20.15,28.69,-12.73,-31.43,,20230113
042500,1.4,1.87,-0.8,16.62,-6.55,-42.84,-37.5,20230113
219420,5.55,9.36,13.07,25.66,18.09,-26.08,-17.47,20230113
027740,-0.8,3.33,-1.59,1.64,-17.61,0.4,79.71,20230113
098120,1.18,5.82,1.01,22.32,-0.83,-59.46,1.35,20230113
147760,2.3,7.02,-0.97,31.7,8.84,-39.17,-20.16,20230113
038290,0.0,2.23,-0.72,15.69,-20.88,-28.67,-21.63,20230113
001080,3.75,13.82,-8.34,30.08,57.27,44.77,63.98,20230113
267980,0.4,2.94,-1.17,6.74,-13.33,-25.77,-29.78,20230113
005990,0.11,9.95,2.99,25.53,-1.21,-4.89,7.44,20230113
093520,0.0,2.48,-3.44,48.8,11.41,2.24,71.4,20230113
088980,0.88,1.33,1.33,-0.44,-2.98,-17.39,9.09,20230113
094800,0.73,0.98,-1.43,0.85,-7.09,-11.18,5.63,20230113
067280,-0.66,2.17,6.36,12.89,-1.95,-22.21,13.4,20230113
072870,0.0,1.41,-6.49,-2.7,-4.0,-16.6,-3.57,20230113
215200,0.77,-2.23,-2.11,6.34,2.07,5.07,81.99,20230113
133750,-0.85,0.86,-1.18,9.35,7.73,-31.58,-21.27,20230113
200580,0.77,-1.13,-4.03,-11.19,-1.5,27.18,39.66,20230113
041920,0.0,2.63,-3.36,32.45,5.6,-11.35,-63.89,20230113
233250,0.0,-3.18,1.76,-9.39,-10.65,-17.17,-49.12,20230113
014100,0.63,4.08,-0.78,10.98,-17.91,-48.63,-24.08,20230113
078160,-0.68,-4.61,-3.97,3.94,-25.64,-28.04,-62.24,20230113
241770,0.45,-1.34,-2.64,10.5,9.41,-17.23,-19.05,20230113
059210,-2.64,-2.64,0.0,11.63,3.0,-20.53,-15.34,20230113
058110,-3.43,-2.05,13.35,67.57,-8.42,-30.88,-83.2,20230113
017180,-0.69,-2.7,-7.09,21.73,-13.62,-36.38,-62.39,20230113
009900,-0.95,5.74,-7.12,-5.15,-10.32,-46.03,-65.3,20230113
267060,0.0,0.0,0.0,0.0,0.0,-42.9,-88.32,20230113
012690,0.68,4.04,-4.66,4.77,-11.49,-25.5,-37.25,20230113
005360,0.3,5.35,-0.89,7.37,-6.29,-26.86,-40.18,20230113
080420,-0.31,4.33,-2.11,9.06,-1.81,-37.98,-12.4,20230113
080160,3.32,1.08,11.68,15.12,22.7,-14.84,-18.91,20230113
204210,-0.85,-1.27,-25.59,-17.88,-25.43,-26.76,16.14,20230113
101330,-1.56,14.19,4.69,38.4,18.49,-20.46,-18.97,20230113
250060,2.32,6.01,-5.11,3.52,-23.92,-23.09,-29.68,20230113
033200,0.17,4.27,-3.93,-1.35,5.21,-47.44,-47.68,20230113
009680,-0.25,1.51,-5.82,7.87,-5.16,-18.61,-43.03,20230113
006920,0.63,7.4,-3.51,14.82,2.84,-20.2,-16.18,20230113
009580,0.35,2.13,-5.89,6.94,11.79,-3.36,4.73,20230113
001810,0.55,5.54,-3.16,16.7,4.55,-16.87,-12.24,20230113
009200,0.2,5.36,-2.48,4.5,2.2,0.59,-6.41,20230113
135160,-0.21,-2.47,1.94,-5.2,-8.85,1.94,-5.01,20230113
033920,0.82,3.06,-5.05,2.3,-25.91,-42.47,-30.24,20230113
008420,0.29,4.89,-2.69,-9.25,-2.28,-14.76,-7.29,20230113
279600,-0.78,3.25,-14.48,17.59,27.64,-8.96,27.64,20230113
095500,-0.64,4.75,-4.04,3.34,160.54,64.89,312.55,20230113
025560,7.06,15.66,12.94,42.57,33.33,2.13,360.06,20230113
396690,-0.38,-0.89,2.37,1.57,-14.88,-27.83,,20230113
353490,0.0,0.0,0.0,-3.33,-5.13,-4.01,-4.24,20230113
357250,1.75,4.71,6.93,7.39,-8.03,-22.38,-19.57,20230113
085620,3.75,8.72,8.35,19.55,4.26,-24.01,-19.7,20230113
00680K,1.24,1.66,-3.43,-0.95,-2.66,-20.84,-19.45,20230113
006805,0.71,1.32,-1.4,4.05,-0.35,-23.56,-15.47,20230113
208890,0.0,0.0,0.0,-20.29,-21.15,-42.11,-45.0,20230113
268280,-1.41,-3.11,-11.39,-18.37,-27.84,-35.03,30.84,20230113
107590,0.5,-2.4,-9.38,-20.08,-23.11,-31.65,27.03,20230113
134380,-0.3,1.21,-1.9,12.21,1.05,-14.41,4.03,20230113
003650,0.14,2.08,-0.14,-0.81,-7.18,-6.35,13.04,20230113
059090,-0.12,3.82,-8.94,-4.23,0.99,-41.16,-49.38,20230113
201490,2.34,4.93,-6.53,-6.74,-7.16,-36.25,-32.96,20230113
950190,0.4,2.42,-9.93,-6.96,-23.03,-38.94,-49.4,20230113
155900,0.17,0.51,-1.33,-9.34,-11.38,-1.33,30.4,20230113
206640,-1.51,22.54,24.88,35.51,-9.06,-18.44,-42.0,20230113
035620,0.94,3.38,-17.69,33.25,-4.46,-28.19,-25.69,20230113
053030,0.0,-0.45,-9.43,-0.9,-28.01,-22.73,-57.17,20230113
064550,-1.56,-0.35,-18.18,14.55,-22.54,-38.64,52.83,20230113
314930,-1.58,0.2,22.3,39.0,-12.91,-27.68,,20230113
038460,0.83,4.27,0.69,15.64,-20.61,-34.29,-47.26,20230113
281310,0.0,0.0,0.0,0.0,0.0,-5.0,12.43,20230113
266470,-5.63,1.82,-9.05,-31.86,-44.17,-57.14,-57.51,20230113
086040,-0.86,-0.62,-0.37,7.89,-5.94,1.64,-43.76,20230113
222160,0.37,5.44,2.45,28.07,-12.56,-47.28,4.42,20230113
043150,-1.04,5.35,4.37,11.87,12.82,-2.62,36.53,20230113
323990,-0.14,2.68,-8.07,-6.42,-13.21,-8.07,-79.5,20230113
003610,0.52,12.98,-27.03,0.87,101.03,113.16,190.77,20230113
267790,1.34,12.16,15.28,50.91,10.23,1.84,-6.95,20230113
001340,1.7,3.7,0.45,12.14,16.36,-15.15,1.59,20230113
046310,-1.53,4.71,-6.11,42.07,22.16,-23.94,1.74,20230113
002410,-0.54,1.39,-6.39,16.38,-14.49,-41.81,-31.59,20230113
019010,0.0,0.47,-2.29,-2.51,4.4,-7.17,17.63,20230113
322190,-14.49,-27.16,-58.6,-76.73,-83.5,-90.13,-92.39,20230113
299910,0.0,0.0,0.0,0.0,0.0,-18.95,-78.83,20230113
096300,8.61,44.59,-4.62,-22.53,10.73,35.12,-4.22,20230113
007210,0.0,3.34,0.46,7.18,-15.43,-43.91,-19.07,20230113
225530,2.87,4.46,-3.94,11.74,0.5,-10.18,14.04,20230113
250000,0.44,6.98,4.55,13.86,-0.43,-11.54,-35.21,20230113
002760,-0.54,-8.62,2.77,34.91,10.42,-11.03,-22.22,20230113
003850,-0.32,3.76,-16.53,-2.8,-8.83,-31.96,-59.08,20230113
006910,3.2,14.31,0.84,6.07,-19.17,5.93,112.41,20230113
226340,0.57,4.14,2.33,32.83,4.14,-20.18,-36.69,20230113
003000,-1.1,-0.44,-3.63,25.63,4.88,-24.2,-64.28,20230113
001270,1.62,3.29,-4.56,-12.93,-10.66,-21.46,-11.5,20230113
001275,0.27,1.1,-5.15,-5.15,-8.46,-17.12,-5.64,20230113
026940,1.18,4.91,-2.43,10.86,-2.84,-21.56,-19.72,20230113
014470,-1.07,8.22,4.77,53.16,2.9,-8.53,-12.19,20230113
011390,1.16,5.68,-6.35,25.52,-5.9,-22.57,-32.88,20230113
008470,1.2,5.44,-1.95,-2.51,-1.18,-11.42,-8.2,20230113
100120,0.48,3.44,0.96,-1.41,-11.0,-27.97,-1.1,20230113
064480,2.52,18.42,18.0,22.58,0.1,-19.79,36.45,20230113
018290,0.0,4.09,1.13,6.79,2.88,-22.35,-37.5,20230113
044480,0.0,-0.65,6.99,29.11,-32.6,-59.95,-51.27,20230113
033560,-0.78,2.54,-4.71,-2.54,-60.82,-67.46,-25.58,20230113
191600,13.57,-15.04,-34.49,-5.83,35.65,-1.74,39.85,20230113
318410,1.11,4.48,-5.8,5.57,-14.15,-34.53,-52.36,20230113
002070,7.04,12.02,-3.67,12.89,-13.73,-51.99,-70.39,20230113
100220,0.17,2.54,-0.82,3.42,-0.82,-21.33,-6.64,20230113
200780,-2.43,1.08,-7.05,26.73,-24.98,-40.77,-61.2,20230113
141000,-0.23,-0.11,-1.24,12.56,3.29,-17.94,-20.54,20230113
083650,1.47,20.03,8.25,20.79,10.77,79.06,186.09,20230113
215050,0.0,0.0,0.0,0.0,0.0,-31.69,-38.38,20230113
065170,1.94,9.46,-9.42,-12.77,-27.72,-47.05,-56.36,20230113
086220,0.0,-3.81,14.56,4.58,-10.78,-1.84,-14.29,20230113
138580,0.26,6.77,5.14,9.87,-3.81,-41.09,-56.87,20230113
082920,3.99,13.41,17.67,32.07,51.21,10.6,-2.8,20230113
042370,0.4,12.71,11.69,43.27,12.03,-20.74,-23.75,20230113
050090,1.46,0.48,-9.72,-3.46,-17.06,-48.77,-61.3,20230113
357880,8.14,27.32,18.67,33.83,-21.93,-49.86,,20230113
032850,-0.94,0.48,-1.1,21.77,-8.41,-31.23,-37.11,20230113
238200,2.6,6.95,-1.73,53.64,11.27,-11.84,-63.46,20230113
093190,-1.32,6.54,2.74,0.54,25.88,10.15,62.47,20230113
065450,-0.35,-2.08,6.59,-10.16,10.12,-4.55,-23.2,20230113
005180,-0.25,1.8,-2.46,5.6,-14.19,-25.42,-30.65,20230113
072950,0.34,3.12,-3.1,2.59,-15.38,-26.21,-8.47,20230113
266170,0.67,0.11,2.27,9.22,-15.49,-59.28,0.11,20230113
003960,-2.21,6.67,7.46,14.74,23.87,0.17,69.41,20230113
008040,0.42,4.9,-6.41,-9.48,-33.29,-13.54,-3.41,20230113
007160,-0.68,0.46,-3.96,4.81,-3.0,-7.23,30.34,20230113
014710,-0.4,8.52,2.86,10.43,0.8,-12.98,-17.13,20230113
006090,-0.12,4.58,2.37,9.75,-7.33,-15.17,-16.97,20230113
122350,0.82,4.8,-4.38,13.8,19.1,-35.03,-36.03,20230113
014970,-2.36,8.56,-0.19,16.92,-3.41,-21.08,-42.23,20230113
018310,1.76,1.46,-1.98,9.81,-0.57,20.49,99.43,20230113
009620,1.09,5.09,-8.92,-11.52,-15.55,-40.64,-56.99,20230113
023600,-0.95,-0.48,-1.89,7.55,11.11,-33.97,-18.43,20230113
006400,0.32,7.68,-5.4,4.64,16.64,-5.26,-16.31,20230113
006405,0.34,6.32,-2.48,3.15,5.75,-13.13,-37.27,20230113
006660,0.6,2.25,-4.95,4.28,-6.73,-41.98,9.91,20230113
380320,-1.78,3.43,-7.0,4.08,-27.75,3.43,,20230113
028260,0.85,3.06,-2.48,6.79,4.42,1.29,-19.18,20230113
02826K,0.48,1.94,-4.11,5.42,2.44,-0.47,-23.36,20230113
032830,1.56,-0.83,-2.45,9.45,24.22,6.21,-14.11,20230113
377630,0.19,4.14,-5.67,-7.03,-23.44,10.73,,20230113
018260,2.47,0.4,-4.23,7.79,-4.6,-18.63,-39.56,20230113
028050,2.52,3.6,5.39,-1.01,28.68,0.41,73.4,20230113
009150,-0.35,0.35,1.05,21.01,9.09,-21.31,-29.24,20230113
009155,-0.43,0.15,-1.01,10.79,-6.27,-30.29,-36.59,20230113
005930,0.5,3.05,0.5,7.99,5.74,-21.95,-32.22,20230113
005935,0.18,2.42,0.92,7.0,2.8,-24.24,-30.03,20230113
001360,-0.36,1.67,-9.72,1.29,-19.17,-41.26,-69.96,20230113
010140,0.98,2.8,-0.96,-0.19,-2.65,-10.45,-26.88,20230113
010145,1.78,-3.15,18.69,6.38,-10.91,2.56,-40.48,20230113
016360,2.67,3.28,-1.7,9.31,10.35,-20.07,-20.62,20230113
068290,-0.6,0.61,-5.51,5.07,-2.55,-30.39,4.63,20230113
029780,0.83,0.17,-7.89,0.33,1.17,-3.8,-6.76,20230113
000810,0.0,-1.47,-5.41,4.42,2.03,-7.16,6.91,20230113
000815,0.32,0.65,-6.33,0.0,-0.32,-4.31,11.87,20230113
006110,0.0,2.72,15.77,57.97,136.72,36.72,229.05,20230113
009300,-0.61,-3.54,-10.16,10.47,9.36,-9.92,1.24,20230113
145990,-2.03,2.89,-1.09,16.17,1.99,-34.58,-34.27,20230113
145995,0.33,2.18,-0.65,1.0,-9.12,-22.74,-29.3,20230113
003230,-2.89,1.73,-0.84,11.9,10.85,26.75,17.5,20230113
002170,0.59,-0.39,-3.04,0.99,-1.73,-11.9,-23.73,20230113
000070,-0.43,0.43,-2.25,9.09,-4.79,-27.12,-9.61,20230113
000075,-0.53,-0.18,-1.75,-2.1,-6.04,-18.96,14.29,20230113
002810,-0.38,1.57,-1.52,2.78,-3.36,-9.76,-7.17,20230113
361670,-1.38,1.68,-2.36,30.13,11.17,-38.11,,20230113
054540,0.26,1.72,-6.77,-1.03,-23.36,-18.67,-25.72,20230113
065570,1.49,3.02,-4.98,-34.21,-10.0,-37.81,-35.71,20230113
005680,-0.21,1.41,-1.27,-1.58,-7.43,-17.26,-11.79,20230113
003720,-1.54,1.59,-1.92,8.02,2.81,-16.48,-20.0,20230113
023000,-0.57,0.97,-7.65,4.22,1.17,-17.88,-0.95,20230113
004380,-0.4,5.46,-0.4,10.09,5.46,-9.06,8.66,20230113
002450,0.39,3.23,-5.19,10.34,-8.57,-28.49,-10.8,20230113
032280,0.25,1.79,-0.25,7.28,-6.13,-30.66,-9.55,20230113
002290,0.0,2.57,-8.34,-10.51,1.74,-12.67,-13.27,20230113
004440,0.52,3.6,-7.7,-5.74,-20.14,-43.63,-53.25,20230113
009770,0.2,0.6,-3.98,1.4,-2.32,-15.24,-17.72,20230113
037460,0.12,2.4,-4.89,7.01,-12.76,-29.05,-35.71,20230113
054090,-0.72,4.55,-3.33,14.76,-12.24,-21.26,-35.89,20230113
005500,0.0,-0.61,-12.3,3.14,1.23,-1.8,-7.17,20230113
000250,-3.62,1.92,-4.84,54.0,38.02,13.85,-36.16,20230113
004690,0.9,4.93,16.41,64.04,140.32,383.77,436.61,20230113
024950,0.13,1.56,0.64,16.2,8.01,-32.88,-14.91,20230113
038500,0.57,4.63,-9.31,6.05,-8.72,-35.81,-10.24,20230113
017480,0.0,5.53,-0.71,3.51,-7.69,-19.45,18.8,20230113
010960,0.0,2.93,-7.09,3.62,-1.15,-23.62,-9.06,20230113
046390,0.45,-5.63,-2.61,42.16,-2.89,8.75,60.91,20230113
004450,-0.48,-1.32,5.66,24.77,12.47,-2.96,6.76,20230113
009470,0.33,2.74,-3.85,4.17,-17.58,-51.77,-39.02,20230113
001820,-2.12,-2.5,9.96,21.31,-10.19,-45.27,-51.76,20230113
000390,0.34,1.04,-7.58,0.0,-16.9,-37.5,-53.57,20230113
038540,1.16,0.0,-4.09,-11.74,-28.86,-25.0,-14.1,20230113
101000,0.9,3.9,-4.76,-3.28,-24.22,-46.67,-39.06,20230113
041650,0.75,5.99,-4.82,29.98,2.75,-18.15,-8.7,20230113
263810,0.16,3.23,-2.59,5.1,-6.58,-26.89,-34.6,20230113
089980,0.16,6.92,7.29,28.22,6.74,-34.04,-37.26,20230113
042600,0.0,4.62,-8.91,-8.38,-21.14,-33.82,20.08,20230113
075180,-0.8,0.81,-2.36,2.05,2.05,-11.09,-19.58,20230113
252990,1.43,3.89,3.52,11.34,-11.87,-36.93,,20230113
007540,-0.1,2.94,0.62,-2.97,-6.13,14.09,-0.51,20230113
248170,-0.29,2.11,1.35,13.02,-5.71,-26.01,-39.77,20230113
294630,2.62,6.16,-8.3,-6.91,-18.22,-40.55,-39.97,20230113
079650,-0.26,1.84,-2.76,7.48,-3.48,-24.95,-20.49,20230113
100660,0.0,8.2,-4.91,14.6,-9.49,6.9,-3.73,20230113
007860,-0.27,3.99,-6.89,38.52,1.25,-41.13,-26.49,20230113
200880,3.5,9.63,-2.31,33.94,1.14,27.22,0.91,20230113
019770,1.27,7.32,-3.08,4.76,-26.3,-38.8,-51.65,20230113
017390,-0.67,0.45,8.32,47.99,81.72,166.57,392.21,20230113
092190,0.0,6.64,-4.04,4.8,-20.64,-60.72,-72.7,20230113
046890,-0.93,1.44,-4.5,6.0,0.47,-34.77,-50.0,20230113
004415,0.0,0.37,-5.21,-11.65,-14.02,-29.73,-45.4,20230113
027040,0.5,1.69,-3.23,1.69,-6.25,-21.57,-33.85,20230113
021050,1.59,8.05,-1.92,10.87,-6.25,-37.35,-49.4,20230113
093920,0.35,1.23,-6.67,2.14,2.68,-11.96,-34.02,20230113
189860,3.82,14.48,5.59,10.03,-24.44,-10.76,113.17,20230113
140070,-0.13,1.45,-1.28,59.75,15.44,-6.1,14.75,20230113
011370,0.86,2.62,-3.69,15.76,-8.56,-28.79,-24.92,20230113
