종목코드,종목명,섹터,DT
066620,국보디자인,건설,20230112
021320,KCC건설,건설,20230112
013700,까뮤이앤씨,건설,20230112
013360,일성건설,건설,20230112
008250,이건산업,건설,20230112
091590,남화토건,건설,20230112
009410,태영건설,건설,20230112
051980,중앙디앤엠,건설,20230112
000910,유니온,건설,20230112
017000,신원종합개발,건설,20230112
006050,국영지앤엠,건설,20230112
016250,SGC이테크건설,건설,20230112
001840,이화공영,건설,20230112
004910,조광페인트,건설,20230112
042940,상지카일룸,건설,20230112
171120,라이온켐텍,건설,20230112
309930,오하임아이엔티,건설,20230112
046940,우원개발,건설,20230112
000320,노루홀딩스,건설,20230112
037350,성도이엔지,건설,20230112
034300,신세계건설,건설,20230112
226360,KH 건설,건설,20230112
011390,부산산업,건설,20230112
038010,제일테크노스,건설,20230112
011560,세보엠이씨,건설,20230112
001260,남광토건,건설,20230112
022220,TKG애강,건설,20230112
039020,이건홀딩스,건설,20230112
198440,고려시멘트,건설,20230112
025950,동신건설,건설,20230112
255220,SG,건설,20230112
005750,대림B&Co,건설,20230112
023350,한국종합기술,건설,20230112
004870,티웨이홀딩스,건설,20230112
011090,에넥스,건설,20230112
006920,모헨즈,건설,20230112
023960,에쓰씨엔지니어링,건설,20230112
228340,동양파일,건설,20230112
002290,삼일기업공사,건설,20230112
004440,삼일씨엔에스,건설,20230112
035200,프럼파스트,건설,20230112
060260,뉴보텍,건설,20230112
134790,시디즈,건설,20230112
071950,코아스,건설,20230112
010400,우진아이엔에스,건설,20230112
192390,윈하이텍,건설,20230112
044180,KD,건설,20230112
079000,와토스코리아,건설,20230112
007680,대원,건설,20230112
079650,서산,건설,20230112
006570,대림통상,건설,20230112
073190,듀오백,건설,20230112
034020,두산에너빌리티,기계,20230112
064350,현대로템,기계,20230112
241560,두산밥캣,기계,20230112
006260,LS,기계,20230112
042670,현대두산인프라코어,기계,20230112
017800,현대엘리베이,기계,20230112
010120,LS ELECTRIC,기계,20230112
267260,현대일렉트릭,기계,20230112
056190,에스에프에이,기계,20230112
267270,현대건설기계,기계,20230112
001440,대한전선,기계,20230112
068240,다원시스,기계,20230112
090710,휴림로봇,기계,20230112
298040,효성중공업,기계,20230112
007460,에이프로젠,기계,20230112
277810,레인보우로보틱스,기계,20230112
074610,이엔플러스,기계,20230112
002900,TYM,기계,20230112
023160,태광,기계,20230112
014620,성광벤드,기계,20230112
011700,한신기계,기계,20230112
000490,대동,기계,20230112
282880,코윈테크,기계,20230112
013030,하이록코리아,기계,20230112
006910,보성파워텍,기계,20230112
104460,디와이피엔에프,기계,20230112
108490,로보티즈,기계,20230112
036890,진성티이씨,기계,20230112
073640,테라사이언스,기계,20230112
090360,로보스타,기계,20230112
126340,비나텍,기계,20230112
019210,와이지-원,기계,20230112
114190,강원에너지,기계,20230112
195990,에이비프로바이오,기계,20230112
348340,뉴로메카,기계,20230112
095190,이엠코리아,기계,20230112
009160,SIMPAC,기계,20230112
297090,씨에스베어링,기계,20230112
382900,범한퓨얼셀,기계,20230112
033100,제룡전기,기계,20230112
105840,우진,기계,20230112
015230,대창단조,기계,20230112
060310,3S,기계,20230112
388720,유일로보틱스,기계,20230112
388050,지투파워,기계,20230112
036560,영풍정밀,기계,20230112
203650,드림시큐리티,기계,20230112
007820,에스엠코어,기계,20230112
277880,티에스아이,기계,20230112
043220,티에스넥스젠,기계,20230112
210540,디와이파워,기계,20230112
013570,디와이,기계,20230112
044060,조광ILI,기계,20230112
004380,삼익THK,기계,20230112
103590,일진전기,기계,20230112
140670,알에스오토메이션,기계,20230112
015860,일진홀딩스,기계,20230112
019990,에너토크,기계,20230112
053590,한국테크놀로지,기계,20230112
084180,수성샐바시온,기계,20230112
042370,비츠로테크,기계,20230112
317850,대모,기계,20230112
109860,동일금속,기계,20230112
051490,나라엠앤디,기계,20230112
017550,수산중공업,기계,20230112
229640,LS전선아시아,기계,20230112
014200,광림,기계,20230112
003010,혜인,기계,20230112
017040,광명전기,기계,20230112
041440,현대에버다임,기계,20230112
024810,이화전기,기계,20230112
159010,아스플로,기계,20230112
105740,디케이락,기계,20230112
129920,대성하이텍,기계,20230112
071670,에이테크솔루션,기계,20230112
389500,에스비비테크,기계,20230112
024880,케이피에프,기계,20230112
086670,비엠티,기계,20230112
000500,가온전선,기계,20230112
006340,대원전선,기계,20230112
049430,코메론,기계,20230112
085310,엔케이,기계,20230112
053080,원방테크,기계,20230112
099440,스맥,기계,20230112
100840,SNT에너지,기계,20230112
049800,우진플라임,기계,20230112
417970,모델솔루션,기계,20230112
096350,대창솔루션,기계,20230112
015590,큐로,기계,20230112
089140,넥스턴바이오,기계,20230112
101170,우림피티에스,기계,20230112
010660,화천기계,기계,20230112
119650,KC코트렐,기계,20230112
119850,지엔씨에너지,기계,20230112
050860,아세아텍,기계,20230112
147830,제룡산업,기계,20230112
000850,화천기공,기계,20230112
189860,서전기전,기계,20230112
009440,KC그린홀딩스,기계,20230112
010240,흥국,기계,20230112
044780,에이치케이,기계,20230112
033540,파라텍,기계,20230112
024840,KBI메탈,기계,20230112
008470,부스타,기계,20230112
039610,화성밸브,기계,20230112
092440,기신정기,기계,20230112
017510,세명전기,기계,20230112
199820,제일전기공업,기계,20230112
119500,포메탈,기계,20230112
100660,서암기계공업,기계,20230112
008830,대동기어,기계,20230112
138070,신진에스엠,기계,20230112
048770,TPC,기계,20230112
043340,에쎈테크,기계,20230112
317830,에스피시스템스,기계,20230112
237750,피앤씨테크,기계,20230112
053160,프리엠스,기계,20230112
059270,해성티피씨,기계,20230112
009540,한국조선해양,조선,20230112
010140,삼성중공업,조선,20230112
010620,현대미포조선,조선,20230112
329180,현대중공업,조선,20230112
042660,대우조선해양,조선,20230112
017960,한국카본,조선,20230112
082740,HSD엔진,조선,20230112
075580,세진중공업,조선,20230112
064820,케이프,조선,20230112
071970,STX중공업,조선,20230112
014940,오리엔탈정공,조선,20230112
101930,인화정공,조선,20230112
054180,메디콕스,조선,20230112
077970,STX엔진,조선,20230112
108380,대양전기공업,조선,20230112
092460,한라IMS,조선,20230112
054540,삼영엠텍,조선,20230112
065570,삼영이엔씨,조선,20230112
099410,동방선기,조선,20230112
073010,케이에스피,조선,20230112
333430,일승,조선,20230112
101000,상상인인더스트리,조선,20230112
028260,삼성물산,"상사,자본재",20230112
034730,SK,"상사,자본재",20230112
003550,LG,"상사,자본재",20230112
047810,한국항공우주,"상사,자본재",20230112
012450,한화에어로스페이스,"상사,자본재",20230112
012750,에스원,"상사,자본재",20230112
001040,CJ,"상사,자본재",20230112
047050,포스코인터내셔널,"상사,자본재",20230112
001120,LX인터내셔널,"상사,자본재",20230112
079550,LIG넥스원,"상사,자본재",20230112
272210,한화시스템,"상사,자본재",20230112
004800,효성,"상사,자본재",20230112
001740,SK네트웍스,"상사,자본재",20230112
000150,두산,"상사,자본재",20230112
030190,NICE평가정보,"상사,자본재",20230112
005440,현대그린푸드,"상사,자본재",20230112
383800,LX홀딩스,"상사,자본재",20230112
034310,NICE,"상사,자본재",20230112
060150,인선이엔티,"상사,자본재",20230112
099320,쎄트렉아이,"상사,자본재",20230112
032820,우리기술,"상사,자본재",20230112
122900,아이마켓코리아,"상사,자본재",20230112
143240,사람인에이치알,"상사,자본재",20230112
011760,현대코퍼레이션,"상사,자본재",20230112
029960,코엔텍,"상사,자본재",20230112
002020,코오롱,"상사,자본재",20230112
036800,나이스정보통신,"상사,자본재",20230112
090850,현대이지웰,"상사,자본재",20230112
065450,빅텍,"상사,자본재",20230112
043910,자연과환경,"상사,자본재",20230112
377450,리파인,"상사,자본재",20230112
001250,GS글로벌,"상사,자본재",20230112
274090,켄코아에어로스페이스,"상사,자본재",20230112
361390,제노코,"상사,자본재",20230112
010820,퍼스텍,"상사,자본재",20230112
067390,아스트,"상사,자본재",20230112
130580,나이스디앤비,"상사,자본재",20230112
214430,아이쓰리시스템,"상사,자본재",20230112
049720,고려신용정보,"상사,자본재",20230112
034950,한국기업평가,"상사,자본재",20230112
016880,웅진,"상사,자본재",20230112
005870,휴니드,"상사,자본재",20230112
005110,한창,"상사,자본재",20230112
092130,이크레더블,"상사,자본재",20230112
058850,KTcs,"상사,자본재",20230112
058860,KTis,"상사,자본재",20230112
036120,SCI평가정보,"상사,자본재",20230112
030960,양지사,"상사,자본재",20230112
230980,에이트원,"상사,자본재",20230112
094280,효성ITX,"상사,자본재",20230112
011810,STX,"상사,자본재",20230112
221840,하이즈항공,"상사,자본재",20230112
069140,누리플랜,"상사,자본재",20230112
033050,제이엠아이,"상사,자본재",20230112
011200,HMM,운송,20230112
003490,대한항공,운송,20230112
086280,현대글로비스,운송,20230112
180640,한진칼,운송,20230112
028670,팬오션,운송,20230112
000120,CJ대한통운,운송,20230112
020560,아시아나항공,운송,20230112
004360,세방,운송,20230112
403550,쏘카,운송,20230112
089590,제주항공,운송,20230112
089860,롯데렌탈,운송,20230112
003100,선광,운송,20230112
319400,현대무벡스,운송,20230112
272450,진에어,운송,20230112
005880,대한해운,운송,20230112
003280,흥아해운,운송,20230112
002320,한진,운송,20230112
298690,에어부산,운송,20230112
091810,티웨이항공,운송,20230112
044450,KSS해운,운송,20230112
009070,KCTC,운송,20230112
004140,동방,운송,20230112
067900,와이엔텍,운송,20230112
000700,유수홀딩스,운송,20230112
124560,태웅로직스,운송,20230112
068400,SK렌터카,운송,20230112
095570,AJ네트웍스,운송,20230112
001140,국보,운송,20230112
010600,웰바이오텍,운송,20230112
009180,한솔로지스틱스,운송,20230112
005430,한국공항,운송,20230112
065710,서호전기,운송,20230112
038390,레드캡투어,운송,20230112
014130,한익스프레스,운송,20230112
024800,유성티엔에스,운송,20230112
040610,SG&G,운송,20230112
129260,인터지스,운송,20230112
045340,토탈소프트,운송,20230112
032280,삼일,운송,20230112
084670,동양고속,운송,20230112
000650,천일고속,운송,20230112
005380,현대차,자동차,20230112
000270,기아,자동차,20230112
012330,현대모비스,자동차,20230112
161390,한국타이어앤테크놀로지,자동차,20230112
204320,HL만도,자동차,20230112
018880,한온시스템,자동차,20230112
011210,현대위아,자동차,20230112
005850,에스엘,자동차,20230112
004490,세방전지,자동차,20230112
064960,SNT모티브,자동차,20230112
025540,한국단자,자동차,20230112
271940,일진하이솔루스,자동차,20230112
000240,한국앤컴퍼니,자동차,20230112
009900,명신산업,자동차,20230112
073240,금호타이어,자동차,20230112
015750,성우하이텍,자동차,20230112
007340,DN오토모티브,자동차,20230112
060980,HL홀딩스,자동차,20230112
002350,넥센타이어,자동차,20230112
118990,모트렉스,자동차,20230112
038880,아이에이,자동차,20230112
010690,화신,자동차,20230112
214330,금호에이치티,자동차,20230112
123040,엠에스오토텍,자동차,20230112
000430,대원강업,자동차,20230112
088290,이원컴포텍,자동차,20230112
126600,BGF에코머티리얼즈,자동차,20230112
200880,서연이화,자동차,20230112
003570,SNT중공업,자동차,20230112
122350,삼기,자동차,20230112
033530,세종공업,자동차,20230112
036530,SNT홀딩스,자동차,20230112
005720,넥센,자동차,20230112
066590,우수AMS,자동차,20230112
353590,오토앤,자동차,20230112
007860,서연,자동차,20230112
105550,트루윈,자동차,20230112
215360,우리산업,자동차,20230112
013720,CBI,자동차,20230112
092200,디아이씨,자동차,20230112
041930,동아화성,자동차,20230112
234100,폴라리스세원,자동차,20230112
009680,모토닉,자동차,20230112
043370,피에이치에이,자동차,20230112
308170,센트랄모텍,자동차,20230112
013310,아진산업,자동차,20230112
067570,엔브이에이치코리아,자동차,20230112
010580,에스엠벡셀,자동차,20230112
023800,인지컨트롤스,자동차,20230112
038110,에코플라스틱,자동차,20230112
011320,유니크,자동차,20230112
053700,삼보모터스,자동차,20230112
012200,계양전기,자동차,20230112
047400,유니온머티리얼,자동차,20230112
089470,HDC현대EP,자동차,20230112
024740,한일단조,자동차,20230112
012860,모베이스전자,자동차,20230112
265560,영화테크,자동차,20230112
282690,동아타이어,자동차,20230112
024900,덕양산업,자동차,20230112
009320,대우부품,자동차,20230112
170030,현대공업,자동차,20230112
000300,대유플러스,자동차,20230112
010100,한국프랜지,자동차,20230112
104040,대성파인텍,자동차,20230112
101330,모베이스,자동차,20230112
045520,크린앤사이언스,자동차,20230112
025440,대성엘텍,자동차,20230112
123410,코리아에프티,자동차,20230112
005710,대원산업,자동차,20230112
002880,대유에이텍,자동차,20230112
006660,삼성공조,자동차,20230112
019180,티에이치엔,자동차,20230112
023000,삼원강재,자동차,20230112
002920,유성기업,자동차,20230112
007530,영신금속,자동차,20230112
013870,지엠비코리아,자동차,20230112
021820,세원정공,자동차,20230112
016740,두올,자동차,20230112
024910,경창산업,자동차,20230112
145210,다이나믹디자인,자동차,20230112
013520,화승코퍼레이션,자동차,20230112
023810,인팩,자동차,20230112
017370,우신시스템,자동차,20230112
005030,부산주공,자동차,20230112
075180,새론오토모티브,자동차,20230112
018500,동원금속,자동차,20230112
378850,화승알앤에이,자동차,20230112
123700,SJM,자동차,20230112
126640,화신정공,자동차,20230112
046070,코다코,자동차,20230112
004100,태양금속,자동차,20230112
001620,케이비아이동국실업,자동차,20230112
241690,유니테크노,자동차,20230112
154040,솔루에타,자동차,20230112
041650,상신브레이크,자동차,20230112
085910,네오티스,자동차,20230112
031510,오스템,자동차,20230112
054300,팬스타엔터프라이즈,자동차,20230112
130500,GH신소재,자동차,20230112
071850,캐스텍코리아,자동차,20230112
128540,에코캡,자동차,20230112
053270,구영테크,자동차,20230112
021650,한국큐빅,자동차,20230112
012280,영화금속,자동차,20230112
001380,SG글로벌,자동차,20230112
065500,오리엔트정공,자동차,20230112
048430,유라테크,자동차,20230112
310870,디와이씨,자동차,20230112
163560,동일고무벨트,자동차,20230112
000040,KR모터스,자동차,20230112
092780,동양피스톤,자동차,20230112
010770,평화홀딩스,자동차,20230112
080470,성창오토텍,자동차,20230112
019770,서연탑메탈,자동차,20230112
090080,평화산업,자동차,20230112
143210,핸즈코퍼레이션,자동차,20230112
093380,풍강,자동차,20230112
212560,네오오토,자동차,20230112
122690,서진오토모티브,자동차,20230112
004840,DRB동일,자동차,20230112
090150,아이윈,자동차,20230112
019540,일지테크,자동차,20230112
113810,디젠스,자동차,20230112
033250,체시스,자동차,20230112
072470,우리산업홀딩스,자동차,20230112
001420,태원물산,자동차,20230112
053060,세동,자동차,20230112
024830,세원물산,자동차,20230112
290120,대유에이피,자동차,20230112
130740,티피씨글로벌,자동차,20230112
161570,THE MIDONG,자동차,20230112
025530,SJM홀딩스,자동차,20230112
024120,KB오토시스,자동차,20230112
020400,대동금속,자동차,20230112
051900,LG생활건강,"화장품,의류",20230112
090430,아모레퍼시픽,"화장품,의류",20230112
021240,코웨이,"화장품,의류",20230112
383220,F&F,"화장품,의류",20230112
081660,휠라홀딩스,"화장품,의류",20230112
048410,현대바이오,"화장품,의류",20230112
002790,아모레G,"화장품,의류",20230112
111770,영원무역,"화장품,의류",20230112
298020,효성티앤씨,"화장품,의류",20230112
161890,한국콜마,"화장품,의류",20230112
192820,코스맥스,"화장품,의류",20230112
007700,F&F홀딩스,"화장품,의류",20230112
020000,한섬,"화장품,의류",20230112
009970,영원무역홀딩스,"화장품,의류",20230112
031430,신세계인터내셔날,"화장품,의류",20230112
093050,LF,"화장품,의류",20230112
298540,더네이쳐홀딩스,"화장품,의류",20230112
105630,한세실업,"화장품,의류",20230112
009450,경동나비엔,"화장품,의류",20230112
001530,DI동일,"화장품,의류",20230112
241590,화승엔터프라이즈,"화장품,의류",20230112
024720,한국콜마홀딩스,"화장품,의류",20230112
284740,쿠쿠홈시스,"화장품,의류",20230112
018250,애경산업,"화장품,의류",20230112
052260,현대바이오랜드,"화장품,의류",20230112
006060,화승인더,"화장품,의류",20230112
065350,신성델타테크,"화장품,의류",20230112
003610,방림,"화장품,의류",20230112
270660,에브리봇,"화장품,의류",20230112
110790,크리스에프앤씨,"화장품,의류",20230112
244460,올리패스,"화장품,의류",20230112
000050,경방,"화장품,의류",20230112
036620,감성코퍼레이션,"화장품,의류",20230112
033290,코웰패션,"화장품,의류",20230112
001070,대한방직,"화장품,의류",20230112
214260,라파스,"화장품,의류",20230112
002700,신일전자,"화장품,의류",20230112
005390,신성통상,"화장품,의류",20230112
018290,브이티지엠피,"화장품,의류",20230112
