종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
014285,0.0,2.59,-8.11,-3.25,-27.88,0.0,20221012
053260,1.11,-3.31,4.43,5.64,-10.76,53.04,20221012
008870,0.0,-5.0,-25.74,-21.4,-20.72,-12.54,20221012
002995,-0.25,-4.98,-21.53,-20.44,-35.11,-37.05,20221012
011785,0.35,3.94,-4.4,6.49,-9.0,-24.35,20221012
073240,3.29,-3.68,-24.34,-8.99,-22.18,-40.64,20221012
036190,-1.07,-5.14,-12.89,-6.26,-14.77,-10.21,20221012
049080,-1.99,-6.82,-21.66,-16.61,-42.39,-41.43,20221012
035460,-1.99,-7.87,-23.12,-21.41,-34.31,-13.07,20221012
092440,-1.18,-4.3,-9.12,-4.3,-23.74,-19.32,20221012
000270,1.19,-4.08,-15.7,-14.54,-11.2,-17.03,20221012
024110,0.81,1.64,4.97,9.37,-11.43,-6.85,20221012
013700,-0.86,-1.99,-16.3,-24.06,-27.88,-38.68,20221012
004540,0.52,0.17,-13.15,-14.81,-30.5,-35.01,20221012
004545,2.02,5.36,-6.1,-6.35,-25.16,-21.51,20221012
121600,2.92,2.29,-13.48,19.8,33.6,112.55,20221012
091970,0.0,0.0,0.0,0.0,0.0,0.0,20221012
244880,-0.18,-6.68,-2.95,-6.68,-8.36,22.32,20221012
051490,1.59,-3.32,-3.61,0.0,-24.26,-31.77,20221012
242040,1.23,1.23,-11.59,-5.75,-37.88,-34.92,20221012
293580,1.31,-0.29,-13.4,-18.27,-31.23,-29.35,20221012
130580,-2.75,-0.13,-4.13,-0.13,-24.87,-25.18,20221012
036800,-0.57,-4.36,0.57,5.84,-12.04,-19.45,20221012
267320,0.16,2.31,-18.95,-10.27,-2.82,5.08,20221012
008355,-3.05,-6.98,-9.23,-6.56,-55.3,-23.38,20221012
004270,-0.82,-6.91,-11.65,-19.47,-38.82,-50.94,20221012
003920,-0.54,-2.64,-10.01,0.55,-9.01,-5.27,20221012
003925,-0.72,-1.44,-5.5,3.0,4.04,8.71,20221012
025860,4.24,5.94,-8.18,-3.91,-25.49,-20.96,20221012
111710,-1.45,-4.89,-11.1,-7.09,-23.22,-24.58,20221012
091590,-1.33,-2.95,-16.5,-17.32,-33.63,-35.65,20221012
212560,1.98,-1.91,-12.91,7.05,-20.38,-6.31,20221012
095660,-4.15,-5.91,-5.67,40.12,46.72,64.22,20221012
042420,-1.07,-6.46,-27.54,-20.99,-48.33,-26.27,20221012
092730,-1.2,-4.62,-11.29,-17.5,-35.92,-37.62,20221012
153460,-0.13,-2.02,1.7,7.46,-11.79,6.43,20221012
033640,0.55,4.89,-6.89,-0.54,-33.88,-41.41,20221012
330860,-1.61,-0.92,-16.05,-19.06,-50.23,-52.23,20221012
005720,-5.64,-5.75,-8.33,13.74,-13.29,-22.22,20221012
005725,-2.05,-1.71,-4.49,-4.01,-19.15,-22.85,20221012
002350,7.79,6.08,-3.93,30.2,15.62,-3.43,20221012
002355,0.36,2.36,-6.15,3.48,-12.27,-14.39,20221012
251270,-8.93,-12.7,-27.89,-35.72,-56.73,-62.73,20221012
090350,1.17,-1.39,-18.96,-7.71,-34.07,-18.87,20221012
090355,5.94,8.08,-13.48,7.36,-23.39,-17.9,20221012
000320,0.91,-1.34,-25.84,1.38,-11.95,-7.53,20221012
006280,0.85,-4.05,-20.47,-35.42,-36.29,-54.68,20221012
142280,-1.69,-6.58,-21.41,-35.42,-31.64,-32.52,20221012
234690,-0.32,-6.79,-21.67,-23.7,-34.04,-32.46,20221012
005250,1.64,-3.73,-14.13,-25.12,-29.86,-45.42,20221012
005257,-1.76,-0.76,-16.88,-27.5,-9.69,-41.65,20221012
004370,-2.38,-3.69,-0.69,1.41,-8.74,-0.17,20221012
072710,0.17,-3.83,-11.19,-9.6,-17.85,-21.07,20221012
054050,0.37,-1.2,-18.81,-14.67,-35.18,-28.7,20221012
069140,-0.22,-5.52,-13.95,-16.33,-34.75,-38.96,20221012
040160,-1.41,-0.41,-18.2,-20.45,-35.36,-36.28,20221012
144960,-1.85,-2.82,-23.93,-13.75,-36.93,-52.54,20221012
085670,-7.85,-17.72,-29.11,44.86,-5.67,100.33,20221012
119860,2.38,2.38,-14.25,-14.25,-31.28,-45.67,20221012
064260,1.58,-5.1,-14.01,-19.41,-43.98,0.52,20221012
039560,-0.66,-4.2,-28.11,-33.21,-43.12,-45.19,20221012
030210,-0.28,-2.61,-18.11,-14.25,-28.79,-41.42,20221012
023590,2.05,-0.57,-4.13,0.58,-19.63,-23.52,20221012
032190,-2.49,-1.44,6.2,35.64,-0.36,5.38,20221012
323350,-0.1,1.22,2.06,-4.62,-27.06,-30.63,20221012
