종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS
000210,DL,1976-02-02,57100,1196580976400,56355.0,3214510000.0,20955884.0,67178.0,4.37,0.85,13077.0,2.28,1300.0
004840,DRB동일,1976-05-21,4970,99052100000,4725.0,23512045.0,19930000.0,17702.0,41.06,0.28,121.0,1.01,50.0
155660,DSR,2013-05-15,5560,88960000000,153979.0,873656130.0,16000000.0,10087.0,9.96,0.55,558.0,0.9,50.0
078930,GS,2004-08-05,40650,3777010115700,220206.0,9037505200.0,92915378.0,88213.0,0.0,0.46,0.0,4.67,1900.0
001250,GS글로벌,1976-06-26,2400,198081033600,1586551.0,3935104740.0,82533764.0,3465.0,0.0,0.69,0.0,0.0,0.0
039570,HDC랩스,2015-09-24,10500,272554810500,20616.0,216237500.0,25957601.0,9958.0,10.38,1.05,1012.0,3.81,400.0
011200,HMM,1995-10-05,33950,16602890889200,16449532.0,557642096800.0,489039496.0,5164.0,329.5,6.57,103.0,0.0,0.0
092220,KEC,2006-10-16,2820,408189757620,1832936.0,5193225015.0,144748141.0,1394.0,0.0,2.02,0.0,0.0,0.0
016380,KG동부제철,1986-02-03,10250,1025091194250,300291.0,3126826550.0,100008897.0,9715.0,15.34,1.06,668.0,0.98,100.0
001390,KG케미칼,1989-08-25,29200,404890003200,378346.0,11662476200.0,13866096.0,29370.0,8.7,0.99,3358.0,1.37,400.0
058860,KTis,2010-12-17,2240,77956480000,84743.0,189201635.0,34802000.0,4810.0,10.04,0.47,223.0,3.57,80.0
373220,LG에너지솔루션,2022-01-27,410500,96057000000000,389197.0,160247646000.0,234000000.0,34398.0,0.0,11.93,0.0,0.0,0.0
011070,LG이노텍,2008-07-24,346000,8188819022000,562060.0,195214991500.0,23667107.0,102576.0,34.7,3.37,9978.0,0.2,700.0
037560,LG헬로비전,2012-11-09,5000,387234325000,469188.0,2372709725.0,77446865.0,8149.0,0.0,0.61,0.0,1.5,75.0
108670,LX하우시스,2009-04-20,54800,491428316000,39991.0,2177541100.0,8967670.0,83775.0,0.0,0.65,0.0,0.55,300.0
010060,OCI,1985-07-09,106000,2528033326000,439350.0,46973348000.0,23849371.0,98159.0,0.0,1.08,0.0,0.0,0.0
402340,SK스퀘어,2021-11-29,49250,6967277871750,1378982.0,68410672700.0,141467571.0,0.0,0.0,0.0,0.0,0.0,0.0
096770,SK이노베이션,2007-07-25,202500,18724276710000,385794.0,78935916000.0,92465564.0,155153.0,0.0,1.31,0.0,0.0,0.0
011810,STX,1990-09-12,4370,125075753980,6132403.0,27613761030.0,28621454.0,1314.0,0.0,3.33,0.0,0.0,0.0
024070,WISCOM,1996-11-22,3010,46132578380,36259.0,107482705.0,15326438.0,7616.0,0.0,0.4,0.0,1.66,50.0
011420,갤럭시아에스엠,1989-11-14,2280,62813188320,418882.0,984215925.0,27549644.0,752.0,63.34,3.03,36.0,0.0,0.0
002100,경농,1977-06-30,12850,250865088750,273716.0,3615223800.0,19522575.0,8886.0,18.2,1.45,706.0,1.95,250.0
012320,경동인베스트,1997-03-07,33800,79937777400,2106.0,71955300.0,2365023.0,178373.0,4.86,0.19,6956.0,1.48,500.0
007690,국도화학,1989-08-05,57000,513605112000,67223.0,3790151100.0,9010616.0,71901.0,13.69,0.79,4165.0,2.11,1200.0
005320,국동,1996-12-24,2260,124771906080,235208.0,534842935.0,55208808.0,2309.0,4.93,0.98,458.0,2.21,50.0
014530,극동유화,1991-01-31,4275,149066770500,3807099.0,17057873105.0,34869420.0,4917.0,20.06,0.87,213.0,3.27,140.0
008350,남선알미늄,1978-05-22,2400,264429816000,1790788.0,4430040815.0,110179090.0,1716.0,25.27,1.4,95.0,0.0,0.0
353200,대덕전자,2020-05-21,23150,1144001813750,1007835.0,23597760200.0,49416925.0,12381.0,0.0,1.87,0.0,1.3,300.0
128820,대성산업,2010-07-30,4830,218487358740,1265850.0,6282066230.0,45235478.0,11151.0,3.42,0.43,1414.0,0.0,0.0
047040,대우건설,2001-03-23,6740,2801296580120,5325143.0,36232621100.0,415622638.0,6435.0,9.75,1.05,691.0,0.0,0.0
003090,대웅,1973-06-26,31400,1825658172000,98913.0,3118696650.0,58141980.0,11787.0,13.4,2.66,2343.0,0.32,100.0
145720,덴티움,2017-03-15,73200,810238356000,269610.0,19711102500.0,11068830.0,20715.0,28.0,3.53,2614.0,0.27,200.0
282690,동아타이어,2017-11-29,11900,163422878500,33345.0,397317450.0,13733015.0,26714.0,12.26,0.45,971.0,6.72,800.0
286940,롯데정보통신,2018-07-27,34750,535022502250,16936.0,589940600.0,15396331.0,26847.0,17.6,1.29,1975.0,2.01,700.0
008560,메리츠증권,1992-01-15,5620,3831325853980,1401587.0,7900667760.0,681730579.0,6178.0,6.5,0.91,865.0,5.69,320.0
017180,명문제약,2008-07-10,3870,131399866980,79346.0,309959480.0,33953454.0,2568.0,0.0,1.51,0.0,0.0,0.0
204210,모두투어리츠,2016-09-22,4565,35729410475,20852.0,95927970.0,7826815.0,,,,,,
003850,보령제약,1988-10-24,12350,848321500000,114472.0,1420191650.0,68690000.0,5367.0,27.14,2.3,455.0,0.81,100.0
001270,부국증권,1988-07-19,23450,243173826700,2894.0,68019450.0,10369886.0,41949.0,3.46,0.56,6784.0,5.12,1200.0
006400,삼성SDI,1979-02-27,497000,34175971410000,401006.0,199684510500.0,68764530.0,184387.0,57.84,2.7,8593.0,0.2,1000.0
028050,삼성엔지니어링,1996-12-24,26600,5213600000000,3793852.0,101595267450.0,196000000.0,8167.0,21.3,3.26,1249.0,0.0,0.0
068290,삼성출판사,2002-08-05,28750,287500000000,26862.0,780719700.0,10000000.0,14285.0,5.4,2.01,5322.0,0.7,200.0
003720,삼영화학공업,1976-06-30,3145,106930000000,235723.0,728620325.0,34000000.0,1297.0,524.0,2.42,6.0,0.0,0.0
010960,삼호개발,2005-05-12,4595,114875000000,32218.0,148181675.0,25000000.0,8443.0,5.73,0.54,802.0,4.13,190.0
001290,상상인증권,1988-09-23,1150,112131687250,302536.0,348103945.0,97505815.0,1799.0,42.6,0.64,27.0,0.0,0.0
136490,선진,2011-02-16,10400,247307881600,55099.0,575239350.0,23779604.0,15558.0,2.96,0.67,3516.0,0.96,100.0
004490,세방전지,1987-11-28,62300,872200000000,36450.0,2300302200.0,14000000.0,79003.0,12.67,0.79,4916.0,0.8,500.0
016590,신대양제지,1995-12-21,95500,384844181000,5413.0,516387700.0,4029782.0,112846.0,8.92,0.85,10710.0,0.65,625.0
029530,신도리코,1996-12-24,31500,317520913500,9639.0,304035900.0,10080029.0,84179.0,0.0,0.37,0.0,0.0,0.0
293940,신한알파리츠,2018-08-08,7770,406605055710,113946.0,886219890.0,52330123.0,,,,,,
055550,신한지주,2001-09-10,36400,18804223765600,1300539.0,47563830900.0,516599554.0,82515.0,5.47,0.44,6654.0,4.12,1500.0
003620,쌍용자동차,1975-05-29,2770,415056805540,0.0,0.0,149840002.0,0.0,0.0,0.0,0.0,0.0,0.0
078520,에이블씨엔씨,2011-09-07,6330,171121795470,34758.0,220685610.0,27033459.0,5784.0,0.0,1.09,0.0,0.0,0.0
012280,영화금속,1990-01-25,1295,69145883975,413465.0,540920210.0,53394505.0,1380.0,0.0,0.94,0.0,1.16,15.0
007310,오뚜기,1994-08-12,424500,1558755934500,3744.0,1598309500.0,3671981.0,381649.0,13.56,1.11,31296.0,1.88,8000.0
271560,오리온,2017-07-07,85800,3392200125600,215846.0,18309542200.0,39536132.0,46286.0,12.68,1.85,6769.0,0.87,750.0
105840,우진,2010-07-26,10000,203236140000,4748282.0,47472020810.0,20323614.0,7381.0,5.82,1.35,1719.0,1.0,100.0
008600,윌비스,1989-07-28,1185,79674706215,1400326.0,1653664335.0,67236039.0,1552.0,0.0,0.76,0.0,0.0,0.0
033270,유나이티드,2007-10-23,45500,739139401000,85343.0,3899004100.0,16244822.0,17045.0,25.36,2.67,1794.0,0.77,350.0
023800,인지컨트롤스,1997-06-23,12250,187831859250,47736.0,588152550.0,15333213.0,11640.0,0.0,1.05,0.0,0.82,100.0
129260,인터지스,2011-12-16,3110,92515888140,254723.0,800793175.0,29747874.0,6245.0,17.28,0.5,180.0,0.0,0.0
249420,일동제약,2016-08-31,46650,1157073245250,10546356.0,527004052350.0,24803285.0,10694.0,0.0,4.36,0.0,0.0,0.0
013360,일성건설,1989-12-02,2975,160724018000,2904139.0,8623251350.0,54024880.0,1673.0,60.72,1.78,49.0,0.5,15.0
081000,일진다이아,2004-12-22,25750,365726606250,28975.0,748965250.0,14202975.0,12787.0,50.38,2.01,511.0,1.17,300.0
033240,자화전자,1999-01-06,20500,366950000000,128685.0,2660267050.0,17900000.0,15221.0,0.0,1.35,0.0,0.0,0.0
271980,제일약품,2017-07-17,26500,389679108000,23410.0,626792850.0,14704872.0,11724.0,56.03,2.26,473.0,0.26,70.0
002620,제일파마홀딩스,1988-01-20,13250,211646953750,5483.0,70998500.0,15973355.0,25508.0,17.8,0.52,745.0,0.53,70.0
001550,조비,1976-12-28,21900,113710034100,908292.0,21205654400.0,5192239.0,9861.0,37.8,2.22,579.0,0.0,0.0
002600,조흥,1976-12-23,189500,113700000000,71.0,13380000.0,600000.0,222051.0,15.13,0.85,12528.0,3.17,6000.0
001630,종근당홀딩스,1976-06-30,68100,341171534100,2972.0,202637500.0,5009861.0,107821.0,4.33,0.63,15711.0,2.06,1400.0
071320,지역난방공사,2010-01-29,35750,413940098000,1492.0,53041800.0,11578744.0,155780.0,15.69,0.23,2279.0,2.7,965.0
120110,코오롱인더,2010-02-01,56400,1552076732400,215862.0,12100723100.0,27519091.0,73257.0,8.25,0.77,6834.0,1.77,1000.0
031820,콤텍시스템,1997-02-12,911,110277885526,375245.0,342889146.0,121051466.0,1163.0,0.0,0.78,0.0,0.0,0.0
020120,키다리스튜디오,1996-07-03,15100,524878959600,67566.0,1020315900.0,34760196.0,1469.0,3776.0,10.28,4.0,0.0,0.0
015890,태경산업,1996-01-30,6780,198170925000,147528.0,995301210.0,29228750.0,7968.0,36.44,0.85,186.0,3.54,240.0
004100,태양금속공업,1976-05-25,1315,48260500000,237858.0,312089200.0,36700000.0,2467.0,0.0,0.53,0.0,0.38,5.0
058430,포스코강판,2002-08-16,46700,280200000000,49065.0,2320184300.0,6000000.0,37210.0,44.22,1.26,1056.0,1.07,500.0
005430,한국공항,1976-12-28,43450,137578124750,13082.0,570455350.0,3166355.0,86072.0,0.0,0.5,0.0,0.0,0.0
168490,한국패러랠,2013-04-19,2215,177244300000,54111.0,119904365.0,80020000.0,,,,,,
009240,한샘,2002-07-16,80900,1903894775200,186832.0,15095959900.0,23533928.0,25832.0,21.48,3.13,3766.0,1.61,1300.0
009180,한솔로지스틱스,1989-11-13,3370,92598922250,212065.0,717470660.0,27477425.0,1989.0,10.66,1.69,316.0,1.48,50.0
002220,한일철강,1988-10-07,3320,88635567200,67235.0,223858950.0,26697460.0,5895.0,0.0,0.56,0.0,0.0,0.0
009460,한창제지,1987-12-23,2000,119334972000,257794.0,516963510.0,59667486.0,1587.0,11.3,1.26,177.0,1.0,20.0
088350,한화생명,2010-03-17,2780,2414513400000,1892382.0,5315683295.0,868530000.0,14584.0,15.11,0.19,184.0,1.08,30.0
000720,현대건설,1984-12-22,44200,4921924813000,756093.0,33605455350.0,111355765.0,57894.0,41.4,0.76,1067.0,1.36,600.0
042670,현대두산인프라코어,2001-02-02,6800,1342566710800,1083447.0,7414193900.0,197436281.0,7842.0,13.52,0.87,503.0,0.0,0.0
004560,현대비앤지스틸,1987-03-24,18100,272926479100,4175836.0,84203136750.0,15078811.0,28211.0,11.65,0.64,1553.0,0.55,100.0
017800,현대엘리베이터,1996-07-03,37500,1530569662500,85361.0,3208312950.0,40815191.0,24732.0,15.7,1.52,2389.0,2.13,800.0
001500,현대차증권,1990-06-09,10750,340910041500,56647.0,608312950.0,31712562.0,27500.0,3.92,0.39,2739.0,6.28,675.0
111110,호전실업,2017-02-02,9780,92847183060,184062.0,1816801560.0,9493577.0,12387.0,0.0,0.79,0.0,2.04,200.0
311690,CJ 바이오사이언스,2019-12-26,37600,220850067200,6121.0,230790850.0,5873672.0,8859.0,0.0,4.24,0.0,0.0,0.0
245620,EDGC,2018-06-26,3740,313019008280,1186410.0,4493842040.0,83694922.0,839.0,0.0,4.46,0.0,0.0,0.0
050120,ES큐브,2002-04-25,5240,71075810640,55394.0,285836710.0,13564086.0,5120.0,0.0,1.02,0.0,0.0,0.0
335870,IBKS제12호스팩,2019-12-09,2125,6630000000,1489.0,3143030.0,3120000.0,0.0,0.0,0.0,0.0,0.0,0.0
405350,IBKS제17호스팩,2022-02-18,2245,6106400000,19714.0,43984570.0,2720000.0,0.0,0.0,0.0,0.0,0.0,0.0
095340,ISC,2007-10-01,28300,492405029300,138725.0,3931880700.0,17399471.0,12209.0,62.34,2.32,454.0,0.53,150.0
067290,JW신약,2003-02-11,4195,193504598215,310006.0,1301369810.0,46127437.0,1227.0,0.0,3.42,0.0,0.0,0.0
024120,KB오토시스,1994-12-07,5860,67390000000,9993.0,57487450.0,11500000.0,8921.0,20.28,0.66,289.0,2.9,170.0
060720,KH바텍,2002-05-21,20200,478284328400,279036.0,5672245000.0,23677442.0,7447.0,0.0,2.71,0.0,0.0,0.0
024940,PN풍년,1995-01-04,4130,41300000000,112832.0,463037125.0,10000000.0,3955.0,16.12,1.04,256.0,0.61,25.0
036120,SCI평가정보,1999-12-07,3100,110050000000,38031.0,117976095.0,35500000.0,718.0,17.31,4.32,179.0,1.13,35.0
032540,TJ미디어,1997-04-16,6930,96546050370,1026250.0,6951193720.0,13931609.0,5509.0,0.0,1.26,0.0,0.0,0.0
217730,강스템바이오텍,2015-12-21,3005,114003464625,82442.0,245661490.0,37937925.0,1800.0,0.0,1.67,0.0,0.0,0.0
053950,경남제약,2001-11-06,3600,72178434000,424485.0,1537992775.0,20049565.0,2908.0,0.0,1.24,0.0,0.0,0.0
024910,경창산업,1994-12-29,3060,109606155300,116936.0,360590955.0,35819005.0,2329.0,22.67,1.31,135.0,0.0,0.0
331520,교보9호스팩,2019-10-29,2095,8128600000,20435.0,42832520.0,3880000.0,0.0,0.0,0.0,0.0,0.0,0.0
043650,국순당,2000-08-24,10100,180368870400,160245.0,1627451000.0,17858304.0,12355.0,8.55,0.82,1181.0,1.58,160.0
078130,국일제지,2004-10-22,3700,472184650100,492576.0,1830084665.0,127617473.0,548.0,0.0,6.75,0.0,0.0,0.0
204020,그리티,2018-07-23,2720,54801009600,82245.0,222459985.0,20147430.0,3573.0,55.5,0.76,49.0,1.1,30.0
019660,글로본,1992-06-04,2180,71746520640,122943.0,261966400.0,32911248.0,585.0,0.0,3.73,0.0,0.0,0.0
308100,까스텔바작,2019-06-10,9050,59700135000,12234.0,110291700.0,6596700.0,12351.0,12.45,0.73,727.0,0.0,0.0
286750,나노브릭,2019-08-19,2840,58119319160,87072.0,246561520.0,20464549.0,705.0,0.0,4.03,0.0,0.0,0.0
137080,나래나노텍,2022-02-08,12800,141560601600,274462.0,3555818400.0,11059422.0,5331.0,48.12,2.4,266.0,0.78,100.0
094860,네오리진,2007-04-16,885,88330622505,854313.0,766829210.0,99808613.0,137.0,0.0,6.46,0.0,0.0,0.0
095660,네오위즈,2007-07-02,24600,542029487400,196475.0,4846199550.0,22033719.0,17586.0,8.78,1.4,2802.0,0.0,0.0
311390,네오크레마,2019-08-22,21400,170806026000,508260.0,10769897750.0,7981590.0,5422.0,111.44,3.95,192.0,0.0,0.0
085910,네오티스,2007-10-01,5220,72185907960,200653.0,1043500660.0,13828718.0,3729.0,274.8,1.4,19.0,4.79,250.0
007390,네이처셀,1992-11-30,16400,1027085358400,353134.0,5727201550.0,62627156.0,1024.0,0.0,16.02,0.0,0.0,0.0
106520,노블엠앤비,2012-07-13,4600,102867739200,235969.0,1089079600.0,22362552.0,1105.0,0.0,4.16,0.0,0.0,0.0
054050,농우바이오,2002-04-02,11050,177137699050,256240.0,2903491900.0,16030561.0,14729.0,18.86,0.75,586.0,1.81,200.0
012340,뉴인텍,1997-02-12,3225,96893518950,262088.0,844449090.0,30044502.0,915.0,248.1,3.52,13.0,0.0,0.0
270870,뉴트리,2018-12-13,19100,175342278400,23050.0,439263950.0,9180224.0,7732.0,8.81,2.47,2168.0,1.31,250.0
340360,다보링크,2019-12-19,1585,67782778600,208510.0,333132715.0,42765160.0,0.0,0.0,0.0,0.0,0.0,0.0
078140,대봉엘에스,2005-12-23,9130,101220466270,110675.0,1014690740.0,11086579.0,9358.0,17.36,0.98,526.0,0.55,50.0
290380,대유,2018-08-10,5690,127901674940,7661716.0,45816585350.0,22478326.0,4330.0,17.34,1.31,328.0,0.0,0.0
290120,대유에이피,2018-12-07,5750,65748346250,7827.0,45189410.0,11434495.0,4593.0,10.85,1.25,530.0,3.48,200.0
003310,대주산업,1992-08-01,1900,67245465000,1422990.0,2761613995.0,35392350.0,1530.0,19.39,1.24,98.0,1.84,35.0
060900,대한그린파워,2002-09-17,1075,185745815375,1514097.0,1651251535.0,172786805.0,211.0,0.0,5.09,0.0,0.0,0.0
023910,대한약품,1994-11-23,28950,173700000000,7931.0,227522550.0,6000000.0,30321.0,9.99,0.95,2897.0,1.38,400.0
006620,동구바이오제약,2018-02-13,7280,207225141760,50229.0,362376150.0,28464992.0,3335.0,22.2,2.18,328.0,1.37,100.0
086450,동국제약,2007-05-29,20300,902538000000,38663.0,787982000.0,44460000.0,9095.0,15.95,2.23,1273.0,0.89,180.0
203650,드림시큐리티,2014-10-13,4065,205712390010,293508.0,1176761230.0,50605754.0,1356.0,41.06,3.0,99.0,0.0,0.0
196490,디에이테크놀로지,2014-11-19,5780,139037402920,190426.0,1110606570.0,24054914.0,4264.0,0.0,1.36,0.0,0.0,0.0
066900,디에이피,2004-05-14,3985,90636844455,65957.0,262463630.0,22744503.0,4604.0,14.13,0.87,282.0,0.0,0.0
127120,디엔에이링크,2011-12-26,3180,52131940560,31712.0,100239960.0,16393692.0,2361.0,0.0,1.35,0.0,0.0,0.0
033130,디지틀조선,1997-08-06,2880,106891968960,321948.0,935718390.0,37115267.0,2118.0,58.78,1.36,49.0,0.69,20.0
294140,레몬,2020-02-28,5000,185000000000,38643.0,195118210.0,37000000.0,1744.0,13.59,2.87,368.0,0.0,0.0
060240,룽투코리아,2002-01-04,6110,155372925240,463957.0,2919943650.0,25429284.0,3021.0,54.06,2.02,113.0,0.0,0.0
219420,링크제니시스,2018-02-05,7330,84071486310,45046.0,329356410.0,11469507.0,2973.0,133.2,2.47,55.0,0.0,0.0
078160,메디포스트,2005-07-29,19500,317151783000,48390.0,941522000.0,16264194.0,7462.0,0.0,2.61,0.0,0.0,0.0
250060,모비스,2016-09-08,2140,68846611960,78815.0,169467520.0,32171314.0,747.0,0.0,2.86,0.0,0.0,0.0
118990,모트렉스,2017-08-04,5670,234007562250,263118.0,1498042870.0,41271175.0,2876.0,0.0,1.97,0.0,0.0,0.0
328380,미래에셋대우스팩3호,2019-08-20,2050,13288100000,0.0,0.0,6482000.0,0.0,0.0,0.0,0.0,0.0,0.0
214610,미코바이오메드,2020-10-22,7120,130272981040,42718.0,305429220.0,18296767.0,3083.0,0.0,2.31,0.0,0.0,0.0
251120,바이오에프디엔씨,2022-02-21,19050,165653085000,306597.0,5970686550.0,8695700.0,1680.0,57.03,11.34,334.0,0.0,0.0
019010,베뉴지,1993-11-05,2110,101702000000,24601.0,51419825.0,48200000.0,5453.0,9.77,0.39,216.0,1.42,30.0
337930,브랜드엑스코퍼레이션,2020-08-13,8000,236579328000,88206.0,704080290.0,29572416.0,2202.0,28.78,3.63,278.0,1.38,110.0
365900,브이씨,2022-02-24,12250,85600550000,274035.0,3411486550.0,6987800.0,0.0,0.0,0.0,0.0,0.0,0.0
146320,비씨엔씨,2022-03-03,19800,244884875400,391376.0,7815118300.0,12367923.0,1111.0,84.6,17.81,234.0,0.0,0.0
023600,삼보판지,1996-05-29,13750,222337500000,21738.0,294984700.0,16170000.0,24231.0,6.08,0.57,2263.0,0.91,125.0
377630,삼성스팩4호,2021-05-21,3965,15939300000,26563.0,104033605.0,4020000.0,0.0,0.0,0.0,0.0,0.0,0.0
009300,삼아제약,2000-07-19,16350,104149500000,11399.0,185667800.0,6370000.0,26105.0,817.5,0.63,20.0,1.83,300.0
032280,삼일,1997-03-15,2715,44019896850,368981.0,1014795825.0,16213590.0,3709.0,0.0,0.73,0.0,1.1,30.0
252990,샘씨엔에스,2021-05-20,6240,312959999040,121405.0,758790120.0,50153846.0,61.0,40.0,102.3,156.0,0.0,0.0
086710,선진뷰티사이언스,2021-01-27,20950,128122867500,292917.0,6111850550.0,6115650.0,6402.0,33.7,3.27,622.0,0.1,20.0
080470,성창오토텍,2006-11-03,7390,53947000000,18981.0,139637720.0,7300000.0,5231.0,64.8,1.41,114.0,0.68,50.0
053450,세코닉스,2001-08-09,10500,155324431500,239088.0,2499616150.0,14792803.0,6723.0,0.0,1.56,0.0,0.0,0.0
208370,셀바스헬스케어,2014-12-17,3010,65258497640,159033.0,481759865.0,21680564.0,1148.0,86.0,2.62,35.0,0.0,0.0
192440,슈피겐코리아,2014-11-05,42550,264506245650,9952.0,426102050.0,6216363.0,54056.0,4.8,0.79,8869.0,2.82,1200.0
115570,스타플렉스,2010-01-27,4725,37726800300,40577.0,190541770.0,7984508.0,8376.0,0.0,0.56,0.0,0.0,0.0
330730,스톤브릿지벤처스,2022-02-25,8110,144997311300,6280241.0,53081799420.0,17878830.0,2751.0,9.24,2.95,878.0,1.69,137.0
013810,스페코,1997-11-03,5900,86467273000,462118.0,2798833650.0,14655470.0,2807.0,9.5,2.1,621.0,0.85,50.0
139050,시티랩스,2011-07-29,796,84454427492,368476.0,292925249.0,106098527.0,435.0,0.0,1.83,0.0,0.0,0.0
344050,신영스팩6호,2020-02-12,2100,9040500000,3763.0,7905595.0,4305000.0,0.0,0.0,0.0,0.0,0.0,0.0
010280,쌍용정보통신,2000-04-14,909,58143306906,79676.0,72280748.0,63964034.0,597.0,0.0,1.52,0.0,0.0,0.0
208640,썸에이지,2014-12-29,2155,294514717110,315003.0,680021995.0,136665762.0,176.0,0.0,12.24,0.0,0.0,0.0
900120,씨케이에이치,2010-03-31,267,32160060822,998924.0,268373762.0,120449666.0,,,,,,
339950,아이비김영,2019-12-24,2510,112816104050,345268.0,873127480.0,44946655.0,649.0,0.0,3.87,0.0,0.0,0.0
099190,아이센스,2013-01-30,27500,377774045000,19556.0,533380000.0,13737238.0,15978.0,13.93,1.72,1974.0,0.91,250.0
068940,아이씨케이,2010-10-19,4165,144441042130,2436684.0,9846788290.0,34679722.0,496.0,0.0,8.4,0.0,0.0,0.0
069920,아이에스이커머스,2007-12-05,3140,81094776680,447519.0,1400362410.0,25826362.0,1589.0,0.0,1.98,0.0,0.0,0.0
090150,아이윈,2006-10-20,2305,88735764790,2466307.0,5800872340.0,38497078.0,1663.0,31.58,1.39,73.0,5.21,120.0
031310,아이즈비전,1997-07-25,3705,60909822090,53376.0,197677340.0,16439898.0,6777.0,4.52,0.55,819.0,0.0,0.0
