종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,R2Y,DT
007720,0.73,1.09,4.53,9.49,-5.94,-14.77,-36.54,20240801
389260,3.9,-0.68,-6.11,-21.84,-13.16,-47.97,-34.7,20240801
317850,3.0,-2.52,35.29,35.59,40.02,5.08,45.45,20240801
290670,2.17,-2.17,-14.01,-18.67,-25.14,-58.03,-58.63,20240801
078140,-0.5,-14.48,10.98,52.07,83.59,26.77,86.19,20240801
065150,0.0,0.0,0.0,0.0,-28.92,-53.53,-74.38,20240801
001680,-2.05,-2.45,-8.43,9.13,28.49,38.47,10.39,20240801
001685,1.16,-1.63,-4.84,-5.86,-20.77,28.37,9.1,20240801
084690,2.99,0.73,-6.94,8.43,-1.43,43.6,14.88,20240801
084695,2.77,-1.55,-6.12,-3.26,-23.28,187.1,126.81,20240801
036480,0.49,0.49,-1.45,-5.22,-4.24,-1.07,-21.16,20240801
128820,1.48,5.92,-0.27,-0.92,-2.97,-3.09,-23.96,20240801
117580,-1.47,16.72,9.0,18.65,12.92,39.39,-10.67,20240801
027830,0.58,1.34,-20.14,-16.89,0.93,8.16,-55.06,20240801
129920,-0.24,4.14,-13.99,-21.7,-33.92,-51.63,,20240801
016710,1.18,1.91,-3.17,-6.05,-5.53,-43.37,-90.08,20240801
438220,-2.03,-1.36,-34.09,-4.4,-4.4,0.69,,20240801
442310,-0.21,-2.1,-2.1,-0.21,3.33,-5.86,,20240801
020180,1.03,0.82,-2.68,-11.39,-14.19,-9.68,-20.33,20240801
003540,1.48,3.57,2.45,10.87,10.95,24.58,12.33,20240801
003547,0.48,2.42,4.3,4.96,10.45,19.74,8.82,20240801
003545,0.39,2.12,3.99,4.98,9.23,17.67,9.47,20240801
045390,0.16,-2.8,1.3,0.48,-4.73,-1.57,-13.07,20240801
108380,1.6,7.23,2.5,-2.65,24.58,9.42,13.33,20240801
014160,1.52,2.99,-1.3,-9.42,-6.35,-7.35,-34.77,20240801
047040,-1.2,3.65,10.31,8.28,4.7,-10.14,-20.92,20240801
009320,0.27,-2.87,-10.43,-20.5,-8.67,-29.17,-42.57,20240801
003090,1.4,1.16,39.3,14.56,-6.03,62.08,-22.28,20240801
069620,3.93,1.09,25.48,15.94,16.98,21.14,-29.43,20240801
007680,0.55,-0.22,8.81,3.51,-9.15,-24.84,-48.88,20240801
000430,-0.59,1.0,-5.41,-10.9,-2.31,-26.73,61.72,20240801
048910,1.8,1.34,0.33,-11.71,-24.01,-31.95,-34.89,20240801
005710,0.32,2.29,0.81,-5.01,2.45,5.56,18.11,20240801
006345,7.51,3.62,-15.98,-33.63,98.57,106.58,83.24,20240801
024890,0.49,-1.04,-10.28,-16.05,-21.86,-40.71,-53.42,20240801
290380,0.0,0.0,0.0,0.0,0.0,0.0,-48.95,20240801
120240,0.19,1.43,-2.2,-8.25,-6.6,-16.74,-16.51,20240801
003310,0.47,1.28,-4.63,-13.27,-9.29,-23.32,-44.95,20240801
114920,-3.64,-4.68,0.57,17.78,62.08,65.73,30.22,20240801
078600,1.19,11.11,-17.19,24.48,72.21,25.93,48.01,20240801
012800,3.12,3.91,-5.44,-10.26,1.27,-16.72,-8.75,20240801
015230,0.56,2.07,-3.21,-20.99,-6.55,-27.54,1.31,20240801
096350,2.4,1.05,-7.25,-17.24,-10.49,-41.1,-10.07,20240801
140520,0.2,2.94,2.08,2.94,-1.41,-15.05,-26.17,20240801
131220,1.89,0.94,2.48,-8.66,-11.37,-17.86,-49.25,20240801
010170,-0.43,-1.7,0.0,-4.23,-7.96,-46.23,-55.28,20240801
054670,-1.03,4.35,25.82,19.25,10.34,12.28,-10.28,20240801
001070,0.5,0.17,-3.5,-6.63,-20.47,-45.45,-88.09,20240801
023910,-0.18,0.18,0.54,-1.05,-0.18,5.83,3.87,20240801
006650,2.9,2.54,-9.15,-14.89,-11.88,-14.95,-5.48,20240801
001790,0.81,2.64,1.8,-2.66,-7.04,5.08,2.31,20240801
001795,0.56,-0.18,-3.21,-7.34,-4.4,9.26,-3.89,20240801
001130,0.21,0.93,0.5,2.99,7.29,10.82,0.57,20240801
003490,-0.24,0.47,-7.22,0.0,-5.78,-11.85,-15.2,20240801
003495,0.22,0.43,-1.28,-1.69,-7.2,-14.86,-26.35,20240801
005880,4.16,14.29,-15.07,25.49,11.08,16.3,-7.2,20240801
003830,0.1,0.98,-4.46,-6.96,-13.96,2.39,-3.83,20240801
016090,0.63,0.47,-1.74,-0.36,-2.49,-7.47,-12.53,20240801
021040,0.62,0.12,2.28,-0.49,-2.66,-19.16,481.53,20240801
021045,-0.89,0.65,5.71,-3.47,-4.89,-8.58,498.46,20240801
067080,0.1,1.77,-2.73,-6.18,16.07,28.32,44.27,20240801
393890,2.31,1.67,-25.65,-33.56,-39.12,-69.18,,20240801
299170,-0.99,-2.43,-4.34,-4.95,-17.35,-6.62,-19.37,20240801
012510,0.98,-3.44,-10.3,7.67,29.02,127.21,90.15,20240801
302920,-10.17,-10.17,-18.33,-25.14,-32.63,-46.1,-45.0,20240801
213420,-1.02,-4.49,-13.8,-14.88,-11.79,-14.12,4.77,20240801
077360,-0.83,0.85,-11.59,-22.93,-15.48,-27.53,-25.62,20240801
004830,0.55,-0.41,-5.75,-15.96,6.04,-1.21,16.61,20240801
004835,-0.45,-1.85,-7.3,-18.88,-5.42,33.93,55.14,20240801
090410,0.83,0.18,7.01,-4.63,-9.48,-22.67,-22.49,20240801
024900,1.04,0.0,-4.76,-24.27,-18.58,-41.44,40.79,20240801
263600,4.09,1.38,-10.05,-25.45,-29.65,-33.73,-0.9,20240801
199150,2.92,-17.78,-13.95,-13.95,-26.15,-51.25,-64.42,20240801
206560,4.05,2.83,7.3,-12.85,-28.59,-31.75,-60.7,20240801
145720,1.07,0.0,-13.82,-26.85,-16.48,-32.81,11.66,20240801
002150,-0.13,0.13,3.86,4.55,3.03,-5.79,-11.55,20240801
006620,1.76,-10.17,6.68,12.59,31.75,38.82,11.92,20240801
100130,2.02,0.73,-2.97,-6.25,-10.48,-20.83,-59.31,20240801
005160,6.29,5.01,-13.51,-15.79,22.83,-2.72,101.99,20240801
460850,0.93,12.21,10.58,11.88,15.08,-20.02,,20240801
075970,2.52,-0.65,-4.24,-7.44,-12.1,-29.15,-29.56,20240801
460860,0.78,2.48,-4.22,-20.49,-20.56,-29.34,,20240801
086450,-0.51,-2.99,-9.54,5.98,-2.01,28.1,-7.63,20240801
023450,2.74,5.13,5.62,9.03,9.03,-4.38,-41.62,20240801
004140,2.0,7.8,10.13,53.83,45.08,65.34,17.14,20240801
007590,-0.16,0.0,-1.26,-0.32,-3.83,-5.14,-10.29,20240801
005965,-0.66,1.8,-0.44,-3.62,-9.78,-18.56,-15.67,20240801
026960,0.38,0.54,-2.6,-0.37,8.34,3.54,-24.6,20240801
002210,0.62,1.66,2.2,-6.42,-11.02,-15.04,-37.45,20240801
102260,1.51,1.75,-1.24,-6.42,-1.8,-7.02,-1.02,20240801
033500,1.25,7.93,12.34,8.35,19.98,-3.98,12.24,20240801
025950,-0.48,-1.2,-3.75,2.96,9.37,109.48,-3.29,20240801
000640,0.81,1.9,5.05,2.84,5.14,35.91,9.66,20240801
088130,2.14,1.33,-8.3,-26.02,6.72,8.24,4.81,20240801
028100,-1.42,6.02,5.38,9.1,-4.07,11.73,-20.97,20240801
282690,-1.19,6.94,8.6,7.54,10.59,17.14,10.5,20240801
041930,0.3,1.19,-5.56,-4.37,-8.86,-18.49,-23.88,20240801
001520,-0.59,2.69,-4.11,-8.89,-9.58,-13.13,-28.51,20240801
001527,-0.19,0.77,1.06,-0.76,-7.61,-0.38,-18.44,20240801
084670,2.03,-0.52,-2.15,-16.81,-21.46,-33.4,-41.41,20240801
082640,6.27,6.01,0.24,60.72,71.81,134.95,59.21,20240801
060380,-1.72,2.56,-4.75,5.8,2.51,-28.01,-24.91,20240801
001525,-1.86,2.92,-3.29,-1.86,-7.19,0.95,-17.73,20240801
079960,2.94,1.58,-2.72,-3.16,3.88,-9.7,35.3,20240801
228340,0.23,5.01,0.0,-4.97,3.77,-25.93,-37.85,20240801
092780,1.39,-1.68,-15.34,23.42,28.57,1.92,13.37,20240801
088910,0.65,0.0,-4.3,-11.39,-20.98,-13.52,-15.25,20240801
049770,-6.96,-5.83,-12.92,0.65,17.6,44.05,-75.16,20240801
013120,-0.55,2.27,5.87,0.37,-11.02,-19.37,-33.86,20240801
018500,1.78,1.78,-9.09,-10.41,-8.49,-48.2,70.09,20240801
030720,-0.47,-0.62,-3.03,5.44,-7.65,-36.0,-33.75,20240801
014820,10.44,11.87,8.92,12.8,54.55,20.05,-12.66,20240801
014825,2.11,2.98,-1.02,-1.02,3.86,-1.43,-26.78,20240801
163560,-1.31,6.97,13.39,11.85,45.66,37.07,31.3,20240801
109860,1.0,0.44,-1.08,-1.72,-2.87,-23.53,-55.02,20240801
004890,0.12,-0.23,3.28,-1.85,-6.59,-26.76,-76.23,20240801
002690,3.99,5.81,5.02,-6.52,-11.78,-14.02,-47.91,20240801
005290,-0.28,3.0,-6.36,-18.9,-6.73,-7.68,-1.5,20240801
000020,0.48,2.7,4.23,-3.68,-13.16,-16.28,-18.24,20240801
000150,-4.34,-2.67,-18.14,14.58,85.59,52.32,139.83,20240801
000157,-1.99,2.75,8.47,23.68,43.4,1.52,0.97,20240801
241560,-0.36,-7.02,-18.39,-21.06,-19.35,-26.83,31.99,20240801
034020,-0.64,-1.16,-3.21,13.39,21.18,5.77,1.41,20240801
000155,-0.3,2.79,17.2,46.97,101.01,82.23,111.7,20240801
336260,1.5,6.54,1.75,0.25,-1.69,-26.0,-37.0,20240801
33626K,0.33,3.71,-7.24,-0.81,-8.48,-25.27,-40.0,20240801
33626L,-1.45,5.8,0.1,12.69,10.14,9.55,-22.36,20240801
073190,0.2,1.81,-3.44,-8.84,4.99,8.84,-8.51,20240801
176750,-1.99,-6.31,30.01,88.03,112.94,126.56,108.13,20240801
030350,2.53,3.05,-10.18,-15.24,-29.02,-23.25,-77.63,20240801
203650,2.15,1.24,-5.15,-15.16,-18.31,-11.61,-14.65,20240801
187870,-0.07,-1.98,-10.7,-12.59,1.5,2.77,-21.38,20240801
024090,1.6,2.46,7.18,10.82,11.43,0.42,-39.55,20240801
003160,-0.98,8.97,-25.47,-5.92,201.83,130.41,172.33,20240801
092200,-0.33,-0.55,-16.48,-20.44,7.85,-15.71,2.6,20240801
110990,-1.84,0.97,-23.05,-36.07,-2.6,71.4,171.01,20240801
263690,0.37,-0.85,-4.89,-19.43,-23.21,-31.63,-12.99,20240801
377190,0.82,5.61,9.23,4.71,13.27,19.54,-19.78,20240801
376300,0.41,0.2,-4.84,-7.52,-17.45,-29.61,-30.7,20240801
066900,2.43,-1.79,-7.42,-5.51,-13.0,-19.62,-20.43,20240801
092070,3.52,1.08,-14.05,-25.87,-24.11,-35.89,1.6,20240801
039840,0.31,4.37,2.54,-5.56,0.99,-35.36,-26.81,20240801
013570,2.12,3.52,1.93,-8.32,-5.87,-10.79,-28.03,20240801
310870,0.96,-2.77,-2.62,-11.99,-21.84,-35.56,-16.08,20240801
210540,-0.5,1.47,3.75,5.34,9.68,-3.96,13.28,20240801
104460,0.07,-7.13,-26.63,-39.69,-39.96,-42.28,-64.02,20240801
113810,0.11,-1.33,-6.88,-8.88,-15.52,-22.21,-33.36,20240801
043360,0.91,1.84,-2.64,-4.53,-23.36,-24.4,-38.81,20240801
033130,0.06,-2.77,-6.22,-12.3,-16.6,-15.16,-24.81,20240801
066670,0.26,1.7,-8.24,-21.23,-24.37,-40.72,-38.76,20240801
187220,3.21,2.53,-6.32,-3.14,-27.26,-13.76,-30.91,20240801
131180,2.48,0.0,-5.28,-7.14,-19.9,-24.6,-43.11,20240801
317120,1.85,0.98,-14.35,-25.63,-9.45,-13.45,-39.23,20240801
388790,0.56,-5.56,-16.39,27.73,66.82,48.44,60.45,20240801
217500,1.36,0.9,-9.49,-17.95,-29.11,-39.62,-42.71,20240801
092590,5.8,0.11,-3.27,-1.25,59.33,-20.87,-56.21,20240801
038390,2.22,2.74,3.46,-0.62,3.93,6.68,-19.35,20240801
228850,0.0,0.63,-2.22,-7.35,-12.27,-22.39,-23.29,20240801
281740,2.96,-1.33,-12.83,-28.36,7.2,-12.41,227.4,20240801
215100,1.16,2.59,-4.71,-1.36,-11.22,-6.35,-44.87,20240801
090360,2.59,0.78,-7.55,-17.5,-13.61,-12.29,22.67,20240801
900260,-0.64,0.78,-2.39,-1.15,8.68,-5.94,126.24,20240801
223220,-0.15,-1.43,72.43,37.6,46.07,38.43,15.82,20240801
067730,2.06,-0.18,-4.88,-11.36,-16.64,-24.9,-46.99,20240801
071280,-1.03,-1.25,-24.38,16.38,69.36,119.09,114.54,20240801
089860,0.17,-2.42,-1.79,10.42,13.11,12.69,-21.25,20240801
330590,2.5,8.34,20.59,21.72,26.26,11.13,-23.63,20240801
000400,3.54,6.56,11.85,-12.82,15.84,78.9,73.59,20240801
023530,3.07,6.17,1.43,-8.61,-22.51,-11.03,-30.69,20240801
020150,2.6,5.07,-26.36,-12.83,24.88,-28.62,-46.76,20240801
280360,-3.45,-4.3,-2.8,25.91,36.51,78.5,45.8,20240801
004000,1.51,0.86,3.63,3.51,-5.23,-22.83,-30.15,20240801
004990,1.42,2.45,0.8,-7.22,-13.77,-2.91,-31.09,20240801
00499K,-0.57,-0.85,-2.11,-2.11,-5.94,-4.91,-26.32,20240801
005300,-0.07,3.8,9.98,11.27,3.64,15.8,-16.35,20240801
005305,0.44,1.48,1.48,1.33,1.94,5.72,-4.34,20240801
011170,0.89,1.99,-6.4,-4.12,-21.73,-35.21,-42.2,20240801
071840,0.0,4.13,0.89,-5.13,-10.29,-9.75,-46.8,20240801
038060,1.63,-3.93,-4.91,1.26,-7.26,-15.68,-2.26,20240801
162120,1.44,-4.4,6.2,14.49,23.23,25.84,17.1,20240801
058470,0.5,-0.98,-9.84,-22.35,1.31,21.9,53.7,20240801
016100,1.97,-6.91,0.32,-11.68,42.86,26.02,15.24,20240801
012700,0.52,-1.02,-4.25,-8.58,-16.18,-19.78,-41.91,20240801
377450,2.51,4.78,0.25,7.64,19.86,51.09,7.55,20240801
277070,-0.75,-2.04,-7.71,-25.04,-13.04,-3.66,5.51,20240801
219420,3.25,0.35,-6.23,-23.83,-23.94,-1.72,-9.21,20240801
439090,0.39,5.74,0.0,7.28,15.44,10.49,,20240801
027740,0.37,-1.2,-3.86,-6.05,-8.38,-6.7,-22.32,20240801
357430,0.19,3.21,0.98,-8.87,-6.88,-12.88,-48.29,20240801
448780,-0.63,11.21,8.18,5.31,3.93,-7.39,,20240801
098120,0.27,0.8,-13.26,-27.27,-32.92,-2.84,13.94,20240801
424980,3.17,2.28,-19.8,-52.49,-34.03,-50.55,,20240801
038290,-0.23,-4.7,13.36,4.16,1.43,0.0,-18.55,20240801
001080,0.0,0.0,0.0,0.0,0.0,13.89,90.89,20240801
267980,-0.82,1.45,0.24,3.31,4.73,1.94,-28.64,20240801
005990,0.0,-0.84,-0.6,3.62,7.24,-1.89,-6.96,20240801
093520,0.62,5.17,-3.65,-20.95,-28.16,-21.84,13.08,20240801
377030,5.37,6.08,5.51,-17.11,-43.53,-53.82,-77.95,20240801
094800,-0.11,2.55,5.99,4.0,7.93,8.46,-1.23,20240801
067280,0.94,-2.28,-1.23,-8.94,-10.21,-1.08,-19.75,20240801
072870,0.89,-0.44,-0.18,0.18,5.31,9.92,-1.31,20240801
133750,2.16,1.43,-3.18,-10.88,-19.32,3.4,-40.08,20240801
200580,-1.81,-1.63,-1.15,-5.6,-0.39,-15.94,-31.47,20240801
233250,3.77,-3.57,-3.64,12.51,-9.95,-15.69,-59.06,20240801
014100,1.66,3.38,-1.26,-18.52,-10.71,-3.51,-33.25,20240801
236340,8.21,3.78,-17.62,-34.62,-11.78,-34.1,-64.15,20240801
021880,0.29,1.15,2.33,3.24,7.34,8.0,-27.33,20240801
241770,-0.37,0.87,-9.88,-20.24,-10.38,-33.44,-28.77,20240801
090370,-2.25,15.43,29.55,9.6,-0.91,-15.07,194.84,20240801
059210,3.21,-1.17,-6.04,9.76,17.36,11.74,90.41,20240801
058110,-2.81,5.71,4.23,-3.54,-11.6,-23.15,-62.41,20240801
017180,7.0,17.65,32.86,24.11,18.18,10.87,-21.21,20240801
009900,0.92,0.15,-8.27,-10.39,-20.24,-31.43,-30.34,20240801
012690,1.95,1.95,-4.99,-16.04,10.18,16.95,-8.59,20240801
005360,0.92,0.92,-1.62,-1.44,-10.05,-12.22,-26.22,20240801
070960,0.42,2.45,-1.39,26.79,22.41,15.45,-12.35,20240801
080420,0.22,-5.05,-11.56,-17.86,-30.28,-34.96,-45.6,20240801
417970,2.92,3.87,-9.62,-21.72,-31.68,-37.02,,20240801
080160,-1.0,3.72,-13.21,-23.93,-25.26,-16.71,-14.6,20240801
087260,2.41,1.6,-11.63,-17.1,-3.42,-0.78,-24.7,20240801
101330,-0.96,0.56,-1.5,4.63,10.89,8.07,15.87,20240801
012860,0.16,-0.26,4.36,0.58,0.26,-22.2,29.32,20240801
348030,2.72,-3.99,-21.86,-29.75,-38.99,-43.84,-69.77,20240801
250060,0.62,-1.22,-5.41,-5.96,-24.42,-12.21,40.04,20240801
033200,-0.14,2.37,-3.29,-16.29,-1.34,-20.45,-55.72,20240801
009680,0.93,2.23,-1.02,5.2,5.71,-2.58,2.11,20240801
006920,0.48,1.95,1.13,-14.09,-15.93,-24.06,-31.06,20240801
009580,0.0,-0.78,0.0,2.25,1.6,-6.89,-28.33,20240801
001810,1.06,3.37,-5.35,2.94,-6.38,-16.7,-38.27,20240801
009200,0.93,2.84,-5.24,1.64,0.93,-11.07,-17.33,20240801
033920,2.76,5.33,7.67,22.01,26.78,15.96,-9.06,20240801
008420,0.91,2.6,-0.9,-2.3,-10.23,-17.22,-24.86,20240801
279600,-2.27,-4.28,-13.34,-8.44,-20.84,-1.59,11.7,20240801
095500,1.49,-0.73,-13.66,-26.32,-8.98,-46.11,50.06,20240801
254490,2.15,6.9,-11.13,-28.02,-33.35,-45.26,,20240801
007120,0.29,0.98,-3.99,-9.21,-10.39,-29.21,183.56,20240801
442900,-0.1,0.51,2.07,2.07,4.77,4.66,,20240801
412930,0.0,0.0,0.0,15.67,21.86,24.76,23.29,20240801
446190,0.21,0.0,2.18,7.32,8.82,11.14,,20240801
448830,0.0,-0.45,-0.68,-1.57,0.0,4.27,,20240801
085620,0.78,0.39,-5.12,3.18,-10.21,42.58,68.78,20240801
00680K,0.0,5.51,7.89,5.66,2.68,6.98,-0.52,20240801
006805,-0.36,3.25,5.22,2.61,5.09,9.11,-10.9,20240801
208890,-14.93,-7.27,-14.93,-14.93,-21.17,-21.48,-26.88,20240801
049950,1.94,3.19,-11.74,-29.72,-20.57,-58.56,-2.55,20240801
107590,0.6,1.21,1.83,5.83,5.7,-13.65,-36.5,20240801
134380,0.25,0.25,-0.37,11.22,15.54,17.06,21.3,20240801
003650,1.75,6.1,11.25,8.89,17.25,31.82,8.75,20240801
059090,-1.05,-0.57,-20.93,13.28,36.6,6.88,36.9,20240801
201490,2.9,2.27,6.67,-6.59,-19.09,-18.95,-45.19,20240801
206640,0.85,-5.8,4.73,11.25,6.63,24.21,35.63,20240801
018700,1.12,-3.31,-10.97,-21.54,-28.15,-36.12,-60.64,20240801
035620,1.97,-1.48,-11.72,-19.34,-31.82,-34.04,-57.93,20240801
354390,-0.37,-0.74,-15.99,-27.37,-16.12,-20.71,-4.29,20240801
053030,-3.53,0.15,18.91,42.51,91.63,98.79,39.57,20240801
064550,7.59,-6.59,10.93,14.67,34.92,-19.81,6.42,20240801
086820,1.25,1.53,-5.88,-22.42,-5.33,44.98,-5.08,20240801
251120,0.98,-1.85,11.32,14.66,31.47,9.98,-27.82,20240801
266470,6.25,4.62,-2.3,19.72,2.72,-12.82,-80.68,20240801
086040,3.17,4.61,-2.11,-13.1,-16.67,-31.05,-39.37,20240801
099430,2.53,6.29,5.01,-6.75,-14.37,-17.5,-80.91,20240801
043150,1.36,0.58,-1.33,-12.88,-18.85,-24.49,-20.34,20240801
003610,0.58,2.78,-3.72,22.22,19.68,8.84,-25.18,20240801
267790,1.82,0.9,-6.68,-9.55,-26.54,-25.96,-28.61,20240801
001340,14.13,8.88,-21.42,31.4,33.76,33.76,140.65,20240801
046310,1.69,2.84,0.18,-4.9,-5.73,-24.9,-6.7,20240801
066410,0.0,0.0,0.0,0.0,0.0,0.0,-57.53,20240801
002410,0.49,1.06,12.92,-1.32,-19.4,-45.4,-70.86,20240801
382900,0.78,0.67,-11.01,-4.1,-3.69,-24.76,-40.82,20240801
019010,0.25,-0.25,0.75,-1.7,-2.41,-10.4,-10.79,20240801
225530,0.4,1.4,0.2,-5.05,0.59,-12.41,-22.21,20240801
250000,1.2,1.57,-2.74,-0.9,2.33,-17.11,-13.04,20240801
002760,0.26,2.91,-2.99,2.1,-7.59,-20.65,-33.26,20240801
003850,4.98,4.98,13.09,-1.97,-9.56,28.3,-0.27,20240801
006910,0.61,-0.6,-6.53,0.77,7.17,-6.27,-37.92,20240801
000890,0.84,1.48,-0.41,-0.21,-11.11,-8.4,-37.58,20240801
206950,11.8,14.55,35.68,3.52,30.91,30.91,-9.84,20240801
001270,-0.94,4.55,4.76,10.92,9.54,23.94,16.81,20240801
001275,0.23,0.93,3.81,5.06,9.44,15.28,9.0,20240801
026940,1.07,1.43,-3.07,-7.64,-20.34,-13.94,-24.67,20240801
014470,2.44,2.17,-5.86,-1.64,-19.31,-9.1,-14.97,20240801
011390,-1.76,-4.66,14.77,14.34,4.07,-11.14,-28.6,20240801
005030,0.0,0.0,0.0,0.0,0.0,0.0,-39.1,20240801
008470,0.0,-2.43,-1.42,-12.2,-17.6,-19.43,-28.82,20240801
100120,0.76,0.95,-4.83,-4.66,-3.27,-15.69,-34.0,20240801
406820,13.48,19.74,1.4,-2.3,20.04,-15.45,,20240801
099390,0.29,2.1,3.18,-6.97,-10.63,-10.98,-24.25,20240801
064480,2.32,3.44,-4.47,-8.56,-14.36,-17.76,27.31,20240801
365900,0.37,-1.46,-6.47,-13.74,-9.19,-19.0,-62.67,20240801
033560,-1.36,7.04,3.48,-9.29,5.48,-8.53,-66.9,20240801
191600,0.0,0.0,-4.26,-23.66,-20.91,-14.29,2.39,20240801
121800,0.0,0.0,0.0,0.0,0.0,0.0,-70.75,20240801
318410,2.65,8.14,-22.63,-28.46,-13.08,-9.09,-16.96,20240801
002070,0.72,1.21,1.21,-17.15,-28.12,-37.24,-53.17,20240801
100220,-0.21,-0.43,-2.5,-6.77,-11.53,4.0,-29.41,20240801
419540,0.24,-0.94,-2.76,-1.17,-6.42,-14.55,,20240801
200780,0.0,1.4,2.84,-5.84,-8.66,-3.81,-44.23,20240801
141000,2.66,-1.66,-6.31,-14.7,-6.42,-26.41,-13.74,20240801
090460,-0.69,1.89,-7.51,22.17,17.82,-13.1,-27.68,20240801
445360,0.47,-0.23,0.23,1.66,1.42,4.39,,20240801
065170,2.11,6.81,2.84,16.0,38.76,-7.5,-36.47,20240801
086670,0.5,2.48,-1.64,-11.31,-8.75,-23.66,-10.11,20240801
138580,2.19,8.26,1.59,1.01,10.83,34.42,72.45,20240801
054220,0.21,-1.65,4.82,-4.59,-16.43,-15.1,-78.22,20240801
042370,0.86,3.01,-7.44,-3.98,8.03,-11.24,13.24,20240801
050090,11.82,8.88,4.75,-3.78,-9.15,-28.97,79.89,20240801
148780,3.04,-0.73,-8.13,-7.22,-17.85,14.23,-44.55,20240801
357880,10.64,23.62,52.41,-13.75,-37.99,-49.53,-65.34,20240801
032850,1.25,0.53,-0.87,-5.34,-22.86,-4.71,-21.36,20240801
238200,0.0,0.0,0.0,-16.14,-12.26,-26.22,-44.57,20240801
093190,1.2,-0.11,1.75,-14.9,-15.05,-16.73,-29.89,20240801
065450,1.52,4.15,0.5,8.19,0.4,21.84,-21.19,20240801
005180,-2.12,3.53,-3.09,23.8,67.11,89.85,84.08,20240801
072950,1.76,1.44,6.6,-10.94,-12.05,4.23,-29.84,20240801
003960,-0.88,-4.8,-14.66,80.97,104.55,166.27,166.8,20240801
008040,0.77,4.68,-1.5,4.99,15.1,3.75,-24.59,20240801
007160,0.32,6.37,6.01,27.56,11.44,17.46,7.35,20240801
014710,0.14,2.69,14.33,112.59,106.54,69.23,29.18,20240801
006090,1.81,6.15,8.96,17.71,27.53,31.61,17.71,20240801
122350,1.33,3.32,-7.49,-14.86,-16.26,-32.97,-50.98,20240801
014970,0.61,0.98,0.61,6.89,3.4,5.38,-34.24,20240801
018310,-0.24,9.74,15.43,7.05,28.76,37.11,4.75,20240801
023600,0.21,0.0,3.63,-6.73,-6.73,1.25,-3.48,20240801
028050,-0.53,10.51,19.33,9.65,27.35,-23.04,45.64,20240801
448730,-0.78,-0.78,1.0,1.0,0.8,0.0,,20240801
006400,4.54,-2.77,-4.98,-24.69,-10.34,-48.62,-41.61,20240801
006405,2.39,-0.46,-2.72,-12.09,2.39,-31.69,-27.04,20240801
006660,1.79,7.18,-20.15,54.91,65.0,48.28,37.1,20240801
207940,-1.39,6.2,14.2,19.35,10.12,17.24,6.81,20240801
032830,-2.8,2.63,5.99,10.61,35.35,34.38,58.45,20240801
425290,1.67,4.28,8.95,9.19,7.27,-9.31,-61.04,20240801
439250,0.0,0.99,1.9,1.7,3.66,3.87,,20240801
448740,0.0,1.01,2.04,2.14,5.14,3.3,,20240801
018260,-0.54,-3.04,-4.36,-7.32,-3.42,10.29,11.63,20240801
009150,-0.06,1.4,3.71,4.18,14.26,2.18,12.72,20240801
009155,0.14,0.28,1.53,-1.22,7.36,0.0,-6.9,20240801
005930,-0.95,3.36,1.59,6.54,14.31,18.88,34.68,20240801
005935,-0.15,2.37,1.25,-0.31,10.39,12.11,14.89,20240801
010140,-0.26,6.67,21.41,23.86,59.78,28.21,100.0,20240801
016360,2.01,4.94,13.56,21.73,21.25,24.9,33.87,20240801
068290,1.72,1.48,2.27,-8.19,-17.75,-5.77,-36.6,20240801
029780,-2.85,5.14,6.51,5.96,23.94,42.26,29.43,20240801
000810,0.54,7.93,1.63,24.42,41.86,54.43,90.1,20240801
000815,-1.94,6.1,2.01,16.77,45.51,60.98,77.96,20240801
006110,-0.19,-9.28,-27.14,-34.01,-41.14,-52.04,165.64,20240801
009300,-5.0,8.74,56.88,113.62,110.2,96.78,124.26,20240801
145990,0.0,3.34,-1.79,-1.59,3.12,21.92,17.44,20240801
145995,0.17,1.01,0.5,2.38,17.77,21.57,-12.23,20240801
003230,-0.16,0.33,1.15,103.64,234.96,434.72,486.67,20240801
002170,0.53,0.21,-2.78,-6.26,-7.55,-5.32,-12.03,20240801
272550,0.05,2.65,1.28,10.6,11.97,18.24,-3.11,20240801
000070,0.0,3.4,2.79,0.86,3.4,-0.85,-3.85,20240801
000075,0.0,1.31,-1.09,-1.09,3.82,2.84,-9.5,20240801
003720,1.98,6.04,-0.26,0.0,3.07,-8.85,29.1,20240801
002810,0.62,0.77,0.46,-1.59,1.01,5.93,-3.84,20240801
361670,-0.71,-2.38,-16.02,64.39,45.97,8.57,-7.8,20240801
054540,2.13,7.55,14.44,25.63,31.75,20.87,-1.31,20240801
005680,1.32,2.67,0.87,-13.73,-6.76,3.7,-12.42,20240801
023000,0.19,1.12,-1.1,-2.53,-3.91,-23.08,0.56,20240801
004380,2.3,1.83,-4.8,-20.03,7.45,-7.5,-20.14,20240801
002450,-0.36,0.91,-2.45,-13.52,8.06,-3.22,-29.56,20240801
032280,1.72,2.5,-9.76,-3.91,-11.53,-12.74,-26.54,20240801
002290,0.63,0.0,-1.86,-16.58,-15.35,-6.63,-17.34,20240801
004440,1.84,3.14,0.68,-1.88,-7.13,1.26,-42.17,20240801
