종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,R2Y,DT
009770,-0.19,-0.19,-0.56,6.0,5.37,0.0,-5.36,20240801
037460,0.69,3.06,0.34,-4.37,5.16,16.33,-16.57,20240801
054090,2.52,-0.81,8.05,6.42,-21.05,-42.97,-59.91,20240801
005500,0.68,-0.72,-2.12,-2.17,-5.0,-14.06,-19.42,20240801
004690,0.22,1.91,-0.33,-1.63,-3.92,-18.73,-52.01,20240801
024950,1.3,0.21,-6.57,-9.63,-25.67,-22.86,-39.09,20240801
038500,-0.97,18.08,15.4,22.13,17.49,6.91,-17.11,20240801
017480,0.82,0.72,-1.3,-4.18,2.07,-4.37,-13.6,20240801
010960,0.0,4.35,0.56,7.95,10.43,4.65,-11.44,20240801
046390,1.74,-0.88,-2.24,17.9,-8.51,-20.79,-51.6,20240801
004450,0.0,1.12,0.79,-4.23,-6.07,-3.94,-28.28,20240801
009470,0.2,2.66,-27.6,-20.1,202.17,152.14,164.38,20240801
001820,-0.46,2.11,8.89,-10.86,26.27,-1.36,-1.69,20240801
000390,-0.76,7.66,2.21,-0.25,29.44,28.81,11.0,20240801
027580,3.19,3.26,-6.57,-14.4,-34.69,-25.97,-6.28,20240801
038540,-1.4,-6.33,-9.65,-15.62,-18.2,-32.53,-68.6,20240801
415580,0.0,-0.24,0.24,0.48,0.96,-2.76,0.48,20240801
001290,0.49,-0.32,-2.36,-8.42,-16.67,-14.95,-41.51,20240801
041650,-0.81,2.08,2.23,-7.89,4.26,-6.25,8.25,20240801
263810,0.71,0.71,-4.95,-11.58,-21.11,-23.57,2.45,20240801
089980,4.42,-1.1,-11.44,-7.8,13.33,-11.96,-29.62,20240801
042600,0.14,-3.69,-18.8,-33.58,-42.18,-63.71,-38.38,20240801
075180,-0.52,0.0,-0.39,0.39,-5.77,-14.29,-21.47,20240801
007540,0.4,1.41,0.4,0.7,-1.38,-2.52,-7.21,20240801
248170,-0.16,4.94,-2.6,11.36,11.36,14.98,-18.75,20240801
079650,-1.89,-1.89,-3.72,-11.47,-18.12,-28.36,-44.51,20240801
100660,0.51,1.04,8.2,8.08,7.61,-5.06,-33.79,20240801
007860,-0.36,1.97,-7.38,-11.54,2.22,-1.9,20.0,20240801
200880,-0.37,0.49,-15.43,-12.66,-3.61,-27.8,86.91,20240801
019770,0.24,0.61,4.29,11.62,2.61,-2.48,-30.94,20240801
017390,0.0,0.72,-1.07,-2.11,-5.43,-21.1,-77.27,20240801
043710,0.76,1.68,-1.04,17.11,-4.05,-26.87,-31.76,20240801
046890,1.64,-0.53,1.09,-5.58,-10.92,-19.83,-15.45,20240801
004410,0.0,1.72,-1.12,2.91,-3.28,-11.06,-30.04,20240801
004415,0.14,-1.45,-11.03,-16.88,-25.04,-28.96,-56.66,20240801
063170,0.51,-1.0,0.51,-11.51,-25.49,-34.0,-62.29,20240801
027040,-2.68,2.19,-2.1,-11.86,-20.63,-35.76,-51.27,20240801
018680,2.03,-0.99,22.94,19.29,13.72,1.64,-23.57,20240801
021050,1.68,1.93,-2.84,-8.25,-1.01,-25.76,-16.03,20240801
093920,0.71,1.61,1.43,-2.24,-0.7,-4.71,-1.22,20240801
189860,3.93,4.11,10.23,12.36,37.43,11.71,-35.9,20240801
140070,1.13,1.29,-6.01,-15.86,-20.25,-16.42,-14.36,20240801
011370,-0.12,-0.59,1.93,-3.21,-7.46,-14.66,-38.39,20240801
065710,-0.1,0.62,-0.1,0.93,4.2,7.7,2.78,20240801
008490,-0.05,1.53,-7.53,-13.74,-30.52,-28.72,-46.96,20240801
035890,-0.07,1.83,1.13,-3.67,5.02,1.06,-7.97,20240801
357550,3.31,5.15,-7.06,-16.39,-1.38,-8.42,153.16,20240801
003100,0.18,0.78,-2.48,-6.01,-8.95,-17.41,-82.28,20240801
007610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20240801
067370,-1.14,-1.39,0.65,-13.53,-11.36,-18.83,-59.16,20240801
136490,0.73,1.17,-2.95,-6.23,5.01,-13.5,-36.22,20240801
086710,-2.77,-4.57,-23.58,50.34,60.84,53.1,116.02,20240801
014620,2.38,7.48,26.29,29.07,35.77,-2.79,20.58,20240801
037350,1.2,1.69,-6.65,4.73,-0.82,-3.33,-21.16,20240801
014910,1.63,2.54,-0.87,-6.1,-8.05,-20.81,-30.81,20240801
014915,-0.89,-0.71,-8.66,-10.7,-8.36,-2.27,-36.98,20240801
003080,0.18,-1.23,-4.24,-4.08,-3.92,-8.74,-21.67,20240801
004980,-0.11,5.32,7.69,4.6,13.61,-2.05,-8.45,20240801
004985,-0.72,1.14,1.22,-2.82,-0.32,-2.13,-9.49,20240801
081580,0.0,-1.32,-14.19,38.92,50.45,25.42,13.54,20240801
015750,-0.13,1.35,-11.93,-20.65,-9.28,-36.72,43.16,20240801
000180,-0.36,-0.06,-5.7,-15.61,-22.14,-17.94,-20.48,20240801
080470,-1.65,-2.52,-7.3,-16.67,-17.73,-35.84,-50.51,20240801
002420,0.17,0.33,14.29,-26.65,-5.51,-11.76,-37.89,20240801
053060,2.27,2.35,-6.7,-4.24,-25.75,-44.3,-12.44,20240801
340440,0.92,-1.85,-3.21,-7.47,-13.46,-29.86,-60.31,20240801
017510,6.86,0.0,-15.08,43.32,141.44,111.69,70.05,20240801
004360,-0.99,8.53,5.98,15.91,13.83,18.16,17.56,20240801
004365,-0.88,4.38,1.95,3.01,11.65,15.25,13.09,20240801
004490,-0.43,4.32,-0.65,-11.83,58.65,91.04,69.5,20240801
011560,0.63,5.99,-7.16,17.99,33.21,23.75,36.81,20240801
396300,0.82,-1.29,-6.13,-17.74,-19.79,-36.91,-58.82,20240801
001430,5.07,3.43,-1.97,-6.79,-9.34,-23.61,30.92,20240801
306200,1.74,-0.23,3.04,-5.56,0.08,-17.47,-19.63,20240801
003030,0.33,-2.49,-1.96,-22.46,-17.48,-13.09,17.97,20240801
019440,0.29,1.3,1.16,1.74,3.09,-9.56,1.82,20240801
058650,2.1,2.99,-0.28,-1.75,-3.0,-2.38,9.99,20240801
013000,2.19,3.08,0.85,-8.74,-3.47,0.46,-22.72,20240801
100700,0.18,3.49,0.9,3.11,2.74,8.27,-19.57,20240801
024830,0.15,-1.49,-6.38,-10.81,-3.79,-12.58,5.1,20240801
021820,0.75,-1.46,-6.7,-0.62,7.02,6.18,-0.12,20240801
067830,1.58,0.9,-4.26,-4.87,-8.55,-14.8,-23.12,20240801
039310,1.2,1.09,-5.69,-3.39,-20.22,-19.35,-36.25,20240801
075580,-3.64,-4.79,-15.96,26.67,65.22,38.73,28.53,20240801
067770,0.0,3.79,0.74,2.24,-2.49,-10.46,-28.74,20240801
053450,1.83,3.38,-8.53,-19.71,-20.34,-20.85,-25.21,20240801
252500,-0.29,5.19,-9.3,6.4,15.23,4.43,-26.52,20240801
347000,3.71,-2.57,-8.61,-11.94,-29.67,-9.39,-80.83,20240801
331920,2.11,10.54,5.72,1.57,-4.9,-14.44,-56.65,20240801
068940,0.0,0.0,0.0,0.0,0.0,0.0,-79.2,20240801
032680,1.41,0.7,-4.95,-10.7,-11.38,-25.49,-68.78,20240801
032685,-17.33,12.55,-9.23,-15.53,-18.24,-11.69,-65.57,20240801
258790,1.62,3.2,-2.13,-8.15,-13.79,-26.97,-34.03,20240801
248070,0.11,-5.09,-10.67,-31.09,-34.46,-31.48,-12.4,20240801
035610,2.11,-1.08,-0.84,-12.07,-9.96,-1.32,-2.02,20240801
357780,-0.38,2.94,-8.7,-15.19,-2.96,-3.85,12.32,20240801
036830,-0.55,-3.2,-21.04,-10.82,31.72,103.75,165.37,20240801
328380,2.51,0.88,-3.87,-18.47,-14.38,-25.63,-45.18,20240801
004430,2.11,7.54,-3.43,-14.83,-20.73,-31.14,-34.13,20240801
086980,1.49,5.2,13.68,2.75,8.41,11.64,-31.63,20240801
050960,0.1,1.36,-4.32,2.06,2.66,7.98,-2.62,20240801
126720,-1.56,3.04,-7.93,-5.16,14.66,9.16,-34.47,20240801
185190,5.43,-0.9,-0.9,-9.09,-9.92,-1.0,-75.19,20240801
236200,1.54,7.32,4.14,9.09,1.93,23.08,14.29,20240801
094840,1.07,2.01,-1.93,-3.93,-26.91,-4.35,3.94,20240801
192440,1.07,0.71,-0.7,-6.57,-18.25,-15.45,-24.93,20240801
204210,3.63,12.52,9.15,-12.77,-71.4,-16.75,-29.99,20240801
115570,-0.9,-1.6,14.73,4.34,-7.53,-28.74,-35.7,20240801
253450,0.53,0.66,-9.4,-10.47,-17.28,-25.54,-50.39,20240801
026890,1.8,6.04,7.16,17.15,58.32,56.62,22.8,20240801
013810,-1.67,4.35,-11.97,-13.5,-13.27,-19.83,-50.69,20240801
049830,0.13,-2.71,-5.87,-7.04,-20.06,-27.25,-51.1,20240801
020710,1.02,3.01,9.46,3.12,6.71,-4.3,-19.58,20240801
033170,2.01,0.78,-12.11,-36.43,-6.78,-14.42,-33.58,20240801
048870,1.52,-5.99,4.91,-4.98,-2.55,31.2,-34.4,20240801
134790,0.72,3.93,-3.47,-0.54,2.02,-20.46,-45.81,20240801
131090,1.15,0.11,4.13,-7.93,-11.71,-17.03,-18.33,20240801
016590,1.1,-0.9,-7.83,-8.14,-4.98,-2.64,-93.66,20240801
290520,1.84,-0.4,-4.41,-26.44,-38.82,-50.6,-50.3,20240801
029530,0.13,0.4,-0.66,0.94,2.6,13.62,19.02,20240801
004970,1.4,0.84,-1.55,22.23,28.93,18.75,1.21,20240801
001000,-1.11,-2.49,1.71,-6.29,-20.0,-38.63,-35.63,20240801
025870,0.73,-0.87,-2.28,-16.85,-11.02,-12.39,-40.35,20240801
065350,1.32,-4.1,-9.58,-29.12,-27.0,110.16,376.11,20240801
011930,1.3,3.02,-4.87,-12.74,-4.14,-33.71,-13.55,20240801
005390,-0.84,-3.26,3.94,29.64,28.03,27.83,-21.23,20240801
004170,2.17,4.37,-1.02,-6.06,-10.03,-21.23,-26.84,20240801
035510,2.04,2.04,-2.72,-10.39,-27.33,-27.01,-28.57,20240801
031430,0.49,1.13,-10.14,-20.1,-11.42,-14.19,-52.19,20240801
031440,-0.4,2.86,-1.31,3.43,-4.19,-7.26,-35.56,20240801
006880,0.27,3.93,-11.48,3.35,7.56,-12.11,-31.48,20240801
162300,1.16,0.83,-4.24,-8.13,-21.99,-20.05,,20240801
002800,3.55,20.07,37.74,33.94,21.26,46.44,37.22,20240801
430220,-0.21,-0.85,-2.3,-5.65,-1.27,9.6,,20240801
445970,-0.22,-0.67,-1.98,-2.41,-1.77,5.95,,20240801
005800,1.0,1.68,0.11,-1.94,-4.12,-8.65,-22.72,20240801
009270,0.98,1.06,0.53,3.4,2.69,0.68,-20.83,20240801
017000,0.75,2.29,3.27,-10.65,-7.25,-45.04,-65.66,20240801
002700,0.18,0.68,-2.91,-12.83,-11.89,-4.83,-15.62,20240801
012790,-0.13,2.64,6.14,10.51,10.51,7.02,-18.28,20240801
138070,0.76,0.19,-10.27,-27.88,-0.93,-1.66,-70.06,20240801
002870,-0.1,-0.59,14.71,16.69,21.73,7.76,-41.22,20240801
019170,1.18,1.1,-0.08,-17.47,4.35,-36.17,-56.12,20240801
019175,0.71,0.86,-0.35,-24.79,7.73,-40.51,-55.71,20240801
404990,-1.03,0.23,2.12,7.56,15.12,39.55,-10.05,20240801
293940,-0.3,2.74,8.01,6.98,3.69,8.36,-14.68,20240801
418210,-0.41,-3.42,-7.34,-6.61,0.0,11.11,11.89,20240801
056700,0.0,0.53,-0.32,-9.64,-19.66,-20.67,-60.08,20240801
187270,1.54,-0.35,-2.83,-9.98,-2.17,0.23,-28.34,20240801
004080,0.28,0.99,-1.79,-3.13,-0.77,0.07,-11.28,20240801
222800,-0.17,1.17,-14.79,-2.89,-10.5,-11.42,-24.47,20240801
036710,-0.21,-0.64,-5.28,-8.81,-18.25,-22.07,-48.45,20240801
160980,0.64,1.09,-15.78,-26.68,13.51,6.9,2.6,20240801
102280,0.0,0.0,0.0,0.0,0.0,0.0,-50.64,20240801
010280,0.77,-0.61,-6.57,-11.26,-27.09,-18.45,-40.55,20240801
217320,0.0,0.0,6.5,33.13,20.34,-46.75,-53.7,20240801
208640,0.63,1.59,-13.75,-8.57,-20.99,-28.09,-71.93,20240801
222420,0.0,-3.23,-6.35,-20.77,-37.33,-56.31,-57.14,20240801
037760,0.38,1.16,6.88,-1.57,8.58,-0.38,-16.32,20240801
049960,0.93,1.79,5.82,17.97,23.63,21.4,2.75,20240801
050890,0.57,12.29,1.15,-10.02,-12.54,6.21,-2.03,20240801
103660,0.0,0.0,0.0,-20.0,-22.22,-36.79,-76.47,20240801
352480,6.64,9.42,-5.43,50.62,78.1,178.22,485.13,20240801
245450,-0.07,-6.38,-11.32,-0.13,3.31,-6.38,-28.37,20240801
352700,0.17,0.84,-2.76,-7.56,2.74,-17.49,-48.09,20240801
297090,1.61,-1.73,-12.21,-30.9,-37.99,-54.85,-47.89,20240801
112610,6.82,3.35,9.94,-1.17,-10.86,-30.94,-11.17,20240801
115530,-1.91,5.01,41.85,41.85,69.97,29.82,-7.21,20240801
115480,1.67,0.83,5.8,0.0,-8.29,-35.57,-36.8,20240801
376290,-0.14,-5.08,2.37,3.75,-4.43,-13.62,-35.18,20240801
096530,-1.16,-1.84,1.91,-3.84,-15.81,-4.05,-45.87,20240801
060590,3.26,-4.87,-2.06,-5.82,-14.69,-20.31,-6.28,20240801
308170,1.19,-2.01,-18.05,-28.16,-39.09,-50.69,-64.16,20240801
260930,0.93,3.51,0.15,10.0,26.02,3.02,-13.47,20240801
013990,1.18,-1.6,-8.9,-14.34,-17.31,42.86,39.16,20240801
008700,0.88,0.2,-13.15,-20.59,-31.2,-25.72,-45.41,20240801
125210,1.58,-2.39,-10.74,-13.15,-15.76,-40.69,-28.45,20240801
002790,0.96,0.64,0.16,-6.55,27.64,3.46,-12.29,20240801
00279K,1.4,4.56,1.16,-4.8,25.87,1.87,-27.69,20240801
002795,1.69,2.24,2.61,-1.97,23.06,9.07,-19.01,20240801
090430,-2.15,0.34,12.32,2.54,50.68,48.66,40.0,20240801
090435,-1.16,3.43,12.13,8.11,55.93,38.09,8.11,20240801
052710,2.79,4.61,-4.53,-23.67,-23.38,-53.4,-78.23,20240801
074430,-0.29,0.65,4.69,-7.92,-3.22,-6.49,-43.63,20240801
149950,4.54,3.37,-25.33,-6.7,-5.52,-19.29,-23.02,20240801
036010,0.25,1.15,-12.62,-35.59,-33.47,-50.35,-31.69,20240801
050860,1.32,4.06,-4.55,1.32,-2.33,-12.02,-23.17,20240801
136410,0.29,6.02,4.41,-10.43,-1.15,-15.29,-52.62,20240801
159010,1.14,-1.11,-6.14,-21.16,-8.46,-33.66,-17.87,20240801
127710,-0.85,-4.0,-12.0,-13.01,-13.01,-20.48,-51.45,20240801
267850,2.78,5.45,-3.82,2.09,-16.09,38.55,18.86,20240801
020560,0.1,-0.3,-3.85,-10.32,-17.71,-10.08,-31.81,20240801
154030,4.66,10.23,6.16,2.17,-11.17,-24.96,-44.71,20240801
143160,1.98,6.45,5.85,-8.05,-17.43,-13.61,-31.27,20240801
054800,-0.41,-0.31,4.95,-6.07,-13.56,-19.42,-26.97,20240801
332370,2.09,2.4,11.04,-1.01,-3.25,-8.8,-59.48,20240801
122900,-0.12,0.47,0.0,2.13,4.73,-5.06,-17.81,20240801
339950,2.64,4.22,-0.65,-3.08,4.88,-2.3,-27.5,20240801
289010,0.68,-3.59,-8.37,-18.37,-27.66,-29.31,-49.05,20240801
214430,3.18,0.44,-16.83,-17.33,19.02,0.44,70.93,20240801
052860,-0.9,-5.14,-19.52,-34.8,-34.9,-31.55,-33.15,20240801
447690,6.7,7.22,-18.27,10.3,-13.85,-25.11,,20240801
090150,1.05,3.13,1.44,-10.97,-20.2,-32.07,-46.58,20240801
123010,1.71,0.56,-9.09,-11.0,-41.1,-50.56,40.6,20240801
059100,5.88,3.08,-5.35,-12.1,-24.68,-28.14,-31.51,20240801
149010,-0.54,-1.99,-5.01,-5.13,-11.38,-16.67,-8.64,20240801
175250,2.77,11.9,36.96,69.17,22.33,23.05,-76.4,20240801
052460,3.89,3.35,-5.63,-9.83,-23.77,-16.97,-22.15,20240801
119830,-1.08,1.24,2.37,-4.05,0.96,-27.87,-15.32,20240801
372800,1.96,24.6,19.35,12.25,-10.62,-25.21,-49.76,20240801
139990,1.74,18.03,4.27,-3.46,-14.7,-31.78,-51.57,20240801
032080,-0.37,0.0,0.0,-4.32,-12.79,-19.06,-43.51,20240801
013310,2.56,1.91,-6.83,-19.98,-22.58,-47.29,7.01,20240801
059120,2.66,-1.7,-3.74,-18.18,-0.75,3.81,-14.95,20240801
001540,1.04,-0.13,5.3,0.91,-11.93,-4.08,-9.04,20240801
053800,-0.52,-2.54,-4.16,-9.43,-20.88,-8.86,-34.99,20240801
065660,0.85,2.05,-0.13,3.9,11.15,7.67,-25.72,20240801
297570,1.21,0.09,-6.6,-15.04,-25.44,-26.99,-49.18,20240801
260660,12.98,12.6,4.31,-2.36,-9.16,-13.44,-24.39,20240801
361570,6.32,8.14,-15.69,-33.64,-32.21,-45.46,-87.31,20240801
131370,2.0,-0.15,-5.14,-9.91,-26.95,1.07,-38.4,20240801
140670,0.75,-4.77,-8.3,-33.65,-2.69,4.37,-14.57,20240801
061040,-0.57,-1.13,-9.56,-9.21,-13.04,-14.22,-35.9,20240801
148250,3.07,3.7,3.07,3.32,-13.49,-34.38,-47.17,20240801
123750,5.01,4.09,-2.04,-12.32,-45.73,-49.86,-49.79,20240801
085810,-0.24,0.85,-8.37,-16.21,-25.78,-47.44,-51.63,20240801
314140,1.91,-4.24,-5.57,-19.61,-19.78,-25.25,,20240801
291650,-0.16,13.64,10.42,10.23,4.52,-13.79,-70.93,20240801
293780,-4.23,-16.13,-7.33,75.61,54.84,1.97,-56.69,20240801
018250,4.83,3.22,3.47,-3.25,27.37,-8.35,40.88,20240801
161000,1.6,1.96,-15.4,-7.82,-9.57,-36.0,38.55,20240801
179530,1.62,21.05,9.7,37.45,12.38,1.32,-27.6,20240801
052790,2.1,1.35,-3.85,-12.7,-9.24,32.21,-11.39,20240801
290740,0.87,2.35,-2.52,-9.96,-7.57,-6.7,0.87,20240801
238090,0.12,-0.35,1.08,3.81,22.64,63.76,-42.44,20240801
092600,-0.41,0.83,-7.22,-27.9,-15.86,-22.34,-48.31,20240801
255440,-0.98,-5.37,-23.94,-31.82,-22.19,-18.92,-14.92,20240801
030960,-2.37,-6.53,10.52,0.39,-16.4,-51.18,-14.17,20240801
102120,-1.94,3.9,-16.25,-8.79,-24.57,44.08,36.43,20240801
224810,0.0,0.0,-1.62,26.76,-22.7,-33.38,-45.83,20240801
019990,-0.3,1.21,-11.17,11.71,3.25,-5.25,-36.98,20240801
011090,0.0,5.83,23.67,35.2,26.8,11.24,-57.73,20240801
121890,-0.26,1.7,6.09,-1.08,0.74,159.27,159.27,20240801
389500,2.81,0.58,-11.29,-36.3,-52.94,-59.91,,20240801
042110,0.82,0.0,-4.33,-1.66,-15.19,-0.67,-24.68,20240801
065420,5.6,21.66,42.7,13.79,-8.01,-18.27,-63.43,20240801
103230,0.68,6.83,4.94,2.41,25.99,-18.46,78.04,20240801
101490,-0.67,-12.92,-15.65,-30.72,-31.05,-42.43,46.42,20240801
095910,1.0,0.16,-3.39,-6.46,-0.27,-16.95,-60.37,20240801
275630,-0.14,0.72,0.0,-15.87,-29.22,-33.84,-35.06,20240801
031330,-1.27,4.33,4.33,-4.38,30.22,23.76,-5.29,20240801
060540,0.85,0.48,-13.01,-13.61,-20.5,-17.2,-26.81,20240801
351320,1.58,-0.77,-7.52,-19.95,-38.94,-45.42,-53.2,20240801
056190,0.2,2.22,-5.06,-1.36,-6.28,-32.13,-41.86,20240801
080000,0.71,5.22,-2.98,-17.54,-32.75,-33.28,-29.26,20240801
005850,1.08,0.67,-15.18,11.62,16.67,3.45,20.61,20240801
214310,0.0,0.0,0.0,0.0,0.0,0.0,-94.17,20240801
258540,1.36,-7.96,-16.53,46.89,31.81,30.49,-61.41,20240801
010580,-0.68,-0.38,-0.68,-17.34,-17.13,-45.92,-14.64,20240801
299670,0.0,0.0,0.0,0.0,0.0,0.0,-38.88,20240801
007820,2.62,-1.05,-6.37,-17.11,-8.74,-21.27,-32.95,20240801
109610,0.51,-4.06,5.2,3.12,20.39,20.39,40.11,20240801
012750,0.18,-3.59,-3.59,-6.31,-0.88,9.3,-9.03,20240801
306040,1.26,0.47,3.04,-9.44,-24.53,-39.62,-70.16,20240801
033530,0.78,3.82,-4.09,-13.57,-7.19,-36.92,-14.43,20240801
217910,-0.22,0.22,-8.37,-4.26,14.54,16.02,29.02,20240801
435870,-0.46,0.23,0.7,-3.57,-3.57,-3.57,,20240801
455910,0.0,-0.69,0.23,-2.49,-3.15,3.11,,20240801
069510,1.21,2.35,2.56,16.01,15.61,22.85,35.32,20240801
234300,1.22,2.89,-1.58,-8.0,-11.91,-20.19,-11.07,20240801
039440,-2.28,1.65,-26.26,-22.24,4.12,9.66,72.67,20240801
098660,-2.09,1.21,-3.56,-10.47,-5.64,-22.69,-17.56,20240801
050760,-0.13,-2.7,-6.02,-14.75,-30.71,-30.07,-57.89,20240801
288620,3.06,4.07,-3.83,-2.33,-7.74,-21.7,-36.61,20240801
058610,2.34,-2.23,-1.63,-14.39,-17.32,-22.76,49.23,20240801
298690,1.43,-1.39,-7.98,-10.79,-16.78,-16.22,79.06,20240801
187660,0.83,-3.65,1.33,-7.88,12.8,26.67,-0.65,20240801
054630,0.0,0.0,0.0,0.0,-44.95,-57.41,-54.34,20240801
140910,0.0,0.0,0.0,0.0,-2.8,-15.41,-43.6,20240801
078520,3.24,6.18,-1.0,24.9,25.07,38.88,74.76,20240801
003800,-0.19,0.78,0.39,-1.14,1.96,0.78,-39.32,20240801
241840,1.11,2.37,-6.7,-24.47,-29.35,-44.94,-69.25,20240801
311960,0.39,-3.5,-22.43,-64.79,-66.01,-77.05,,20240801
312610,-0.5,10.83,21.13,0.0,-15.29,-50.37,-45.57,20240801
234070,14.27,27.71,-6.6,-14.42,4.16,-15.5,-94.36,20240801
044990,0.0,0.0,0.51,24.47,27.71,110.86,142.8,20240801
239610,0.22,0.22,-0.65,-1.29,-8.5,-8.2,-56.42,20240801
044780,4.78,8.34,9.31,-2.07,-16.26,-22.57,-22.94,20240801
071670,2.37,1.04,-5.12,-22.74,-27.49,-29.66,-41.5,20240801
045660,0.26,-1.55,-5.16,4.6,15.02,64.22,19.53,20240801
224110,0.44,0.07,-0.43,-3.15,-0.5,5.32,6.13,20240801
021080,0.97,3.38,-3.17,-9.72,-15.86,-5.45,-21.45,20240801
200470,-1.78,-0.8,-17.55,-15.74,37.38,45.83,-5.14,20240801
207490,0.0,0.0,2.86,2.86,22.66,2.86,-10.0,20240801
244920,1.13,1.39,0.12,1.91,0.25,-4.3,-32.61,20240801
230240,1.04,-7.16,-20.29,-26.23,-31.43,-41.94,-62.83,20240801
128540,1.27,7.37,-30.19,-23.5,-27.72,-53.1,-73.2,20240801
247540,2.89,2.32,1.42,-20.56,-13.3,-51.35,47.49,20240801
383310,2.32,-1.49,-13.4,-22.85,-8.62,-38.16,3.11,20240801
073540,1.25,-1.35,-8.12,-19.88,-36.57,-41.64,-50.88,20240801
036810,6.21,8.02,-12.81,-3.21,46.87,23.39,106.86,20240801
446440,0.0,0.0,-5.0,-3.94,-12.2,-48.51,,20240801
054940,1.12,1.62,0.0,-0.49,-3.09,-23.88,-29.66,20240801
070300,-6.58,9.57,197.9,253.82,243.55,260.41,262.86,20240801
236810,1.4,-0.21,-1.26,-31.31,-38.98,-34.74,-31.91,20240801
140610,3.75,1.84,3.4,29.36,56.9,-50.89,-54.29,20240801
333620,0.84,-0.18,5.64,34.24,19.21,-24.21,-24.58,20240801
036570,1.25,-2.42,-1.33,-0.39,-10.4,-36.15,-51.57,20240801
238170,-1.18,-5.81,1.39,34.87,25.05,54.09,-25.13,20240801
224760,-15.0,-0.93,2.41,-1.05,-7.91,8.7,28.98,20240801
422040,0.0,0.0,0.0,0.23,0.23,1.66,1.66,20240801
437780,-0.22,-0.22,-0.22,2.78,1.6,1.83,,20240801
438580,-1.28,-1.28,0.0,-0.64,-5.89,-5.89,,20240801
439410,0.24,0.48,0.24,1.69,2.44,0.72,,20240801
440820,0.0,-1.16,-1.62,0.24,1.92,1.43,,20240801
451700,0.74,0.74,1.25,0.5,1.25,-0.25,,20240801
265740,-1.06,-0.94,5.51,1.08,-1.06,4.34,-23.8,20240801
419080,2.34,2.16,0.0,-13.74,-25.97,-41.58,,20240801
093510,8.35,62.86,332.67,293.57,257.58,293.57,185.27,20240801
183490,1.59,2.97,-6.56,-16.7,-3.64,10.11,-92.58,20240801
085310,1.78,2.47,-2.46,-0.98,-0.98,-12.55,-4.9,20240801
069410,4.51,4.8,-10.33,-20.91,-28.86,-23.37,-37.27,20240801
227950,-1.85,-1.85,4.66,-12.97,-2.99,-33.33,-56.9,20240801
198080,2.17,2.4,-9.96,-16.22,2.4,16.34,-7.66,20240801
048830,0.63,-0.7,-4.91,-12.87,-27.7,-31.93,-39.67,20240801
096870,0.0,1.82,-0.18,-11.43,-4.94,-17.58,-25.0,20240801
900140,2.94,1.03,-2.0,-13.27,3.16,-8.24,-15.81,20240801
290650,-1.82,-1.58,-18.45,-5.31,-15.52,-45.85,-32.16,20240801
073110,1.69,2.0,-7.41,6.43,5.58,0.61,-17.04,20240801
083310,2.28,3.1,-13.11,-35.05,-33.59,-49.36,4.34,20240801
037950,3.24,6.04,-1.22,-13.31,-8.05,-16.19,1.76,20240801
058630,1.76,2.85,-4.93,5.86,-5.25,-17.07,-23.04,20240801
058970,-0.19,-5.54,-8.24,-23.12,-21.11,-33.51,227.16,20240801
097520,2.15,0.71,-4.25,-17.69,-16.41,-23.43,-35.44,20240801
009780,0.73,1.1,-8.47,4.95,10.2,-6.61,-9.23,20240801
033160,0.43,-2.8,-12.83,-20.31,-24.54,-36.92,-21.18,20240801
033310,-0.2,-0.79,-0.79,-7.22,-13.17,-35.6,-73.46,20240801
259630,1.01,6.98,13.04,13.58,13.58,-13.96,-30.87,20240801
060850,0.83,-0.35,-3.75,-2.08,-9.41,2.67,-7.73,20240801
014440,0.42,2.16,-1.11,1.72,2.75,0.71,-6.58,20240801
143540,-2.49,-4.16,-10.51,-11.53,-27.7,-26.55,-58.35,20240801
111770,3.09,3.49,15.75,4.57,-16.39,-30.95,1.78,20240801
009970,0.86,1.24,1.36,-4.66,0.86,7.92,71.31,20240801
003520,-1.57,4.37,16.51,18.16,23.4,1.42,-28.43,20240801
000670,0.16,0.96,-6.25,-22.03,-40.34,-45.41,-41.01,20240801
036560,1.65,2.04,-6.92,-13.16,-15.68,-27.66,19.89,20240801
006740,20.22,28.14,10.27,-10.11,-27.34,-96.41,-77.51,20240801
265560,0.38,1.92,-5.9,-6.67,-10.64,-24.22,-39.32,20240801
012160,0.56,1.13,2.88,10.29,0.0,-22.54,-34.79,20240801
036000,-0.44,-0.93,-4.58,-6.65,2.03,-7.13,-5.92,20240801
250930,2.03,3.65,2.83,0.46,-10.55,-28.63,-56.03,20240801
053280,8.56,-9.85,26.53,20.78,11.82,17.47,-13.62,20240801
015360,0.35,0.0,-1.03,7.88,26.21,34.69,22.62,20240801
045060,0.35,0.17,1.22,-2.2,-6.01,-5.39,-23.61,20240801
080520,0.0,0.99,-2.63,-9.06,-14.6,-14.15,-27.54,20240801
007310,0.0,1.87,3.32,2.23,9.0,19.78,-1.8,20240801
039830,0.47,0.79,-2.29,-7.25,-9.09,-10.11,-24.26,20240801
322310,-2.58,1.11,0.67,-18.35,-20.35,-5.61,47.4,20240801
014940,3.25,14.25,16.49,32.44,73.15,18.35,42.17,20240801
