종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS,DT
095570,AJ네트웍스,2015-08-21,4025,182142354975,28309,113485350,45252759,8076.0,20.02,0.5,201.0,6.71,270.0,20231110
282330,BGF리테일,2017-12-08,145300,2533820619600,36423,5271527100,17283906,55724.0,12.97,2.61,11203.0,2.82,4100.0,20231110
138930,BNK금융지주,2011-03-30,7000,2264281719140,444567,3109191860,322088438,30468.0,2.91,0.23,2404.0,8.93,625.0,20231110
155660,DSR,2013-05-15,4210,67680000000,9695,40994750,16000000,12480.0,2.8,0.34,1502.0,1.43,60.0,20231110
294870,HDC현대산업개발,2018-06-12,13110,870635829300,404696,5316267520,65907330,43919.0,17.16,0.3,764.0,4.58,600.0,20231110
009540,HD한국조선해양,1999-08-24,97100,6864992252000,134581,13003499300,70773116,137382.0,0.0,0.71,0.0,0.0,0.0,20231110
322000,HD현대에너지솔루션,2019-11-19,23000,257040000000,25355,578340550,11200000,34065.0,4.25,0.68,5412.0,2.61,600.0,20231110
001390,KG케미칼,1989-08-25,6250,426562119200,279536,1741347370,68469040,11474.0,1.34,0.54,4677.0,1.6,100.0,20231110
033180,KH 필룩스,2001-12-26,1326,84294994836,0,0,63570886,8313.0,0.0,0.16,0.0,0.0,0.0,20231110
025000,KPX케미칼,1994-12-27,42750,206426000000,2603,110984100,4840000,122776.0,7.11,0.35,6015.0,6.43,2750.0,20231110
058860,KTis,2010-12-17,2885,100403770000,220160,633935830,34802000,6434.0,5.76,0.45,501.0,4.16,120.0,20231110
011070,LG이노텍,2008-07-24,241500,5751107001000,89388,21294161250,23667107,180261.0,5.83,1.34,41406.0,1.72,4150.0,20231110
037560,LG헬로비전,2012-11-09,3320,256349123150,197082,654599515,77446865,8077.0,0.0,0.41,0.0,3.61,120.0,20231110
383800,LX홀딩스,2021-05-27,7070,541592899000,29953,213159320,76280690,21133.0,3.23,0.33,2190.0,4.38,310.0,20231110
023150,MH에탄올,1996-12-24,6570,48476915820,13533,89763720,7378526,10227.0,8.58,0.64,766.0,3.81,250.0,20231110
400760,NH올원리츠,2021-11-18,3395,143058000000,31254,105218995,42200000,,,,,,,20231110
096770,SK이노베이션,2007-07-25,131300,13266403335200,418678,55268803600,100655564,229593.0,7.21,0.57,18214.0,4.45,5840.0,20231110
285130,SK케미칼,2018-01-05,60600,1045579249800,24950,1522886200,17253783,124642.0,6.12,0.49,9910.0,2.48,1500.0,20231110
003570,SNT다이내믹스,1976-07-08,13300,439268127370,299552,3921755250,33252697,29430.0,12.95,0.45,1027.0,3.76,500.0,20231110
011810,STX,1990-09-12,9540,224986885770,457342,4244728860,23657927,1647.0,0.0,5.79,0.0,0.0,0.0,20231110
002820,SUN&L,1976-05-22,2540,32024292060,2007,5108960,12607989,12936.0,0.0,0.2,0.0,0.0,0.0,20231110
011420,갤럭시아에스엠,1989-11-14,1923,52950415768,774806,1494882347,27549644,1210.0,11.51,1.59,167.0,0.0,0.0,20231110
002100,경농,1977-06-30,13350,260431150500,16074829,240658678440,19522575,12997.0,8.88,1.03,1503.0,3.0,400.0,20231110
012320,경동인베스트,1997-03-07,79900,187546323900,22922,1821404100,2365023,205405.0,12.26,0.39,6519.0,0.94,750.0,20231110
017900,광전자,1996-10-16,2080,118205276520,112254,228022340,57943763,4514.0,7.56,0.46,275.0,2.4,50.0,20231110
007690,국도화학,1989-08-05,39650,358171986000,11392,452806600,9010616,99565.0,4.6,0.4,8626.0,3.53,1400.0,20231110
001140,국보,1989-12-02,3320,41798033080,314429,1070680235,12589769,4100.0,0.0,0.81,0.0,0.0,0.0,20231110
014530,극동유화,1991-01-31,4030,140872456800,699721,2829076095,34869420,5808.0,6.8,0.69,593.0,4.96,200.0,20231110
092790,넥스틸,2023-08-21,8880,229077620000,215692,1896117910,26002000,259899.0,1.0,0.03,8850.0,0.0,0.0,20231110
090350,노루페인트,2006-07-03,9410,187400000000,83691,780718680,20000000,17634.0,16.68,0.53,564.0,2.92,275.0,20231110
005250,녹십자홀딩스,1978-08-28,14670,690374122800,20862,303803110,47028210,23095.0,20.18,0.64,727.0,2.04,300.0,20231110
353200,대덕전자,2020-05-21,22750,1126705890000,317574,7196724700,49416925,17302.0,6.37,1.31,3570.0,1.76,400.0,20231110
006570,대림통상,1975-11-20,2930,44609250000,1307,3847370,15225000,5308.0,11.63,0.55,252.0,1.02,30.0,20231110
128820,대성산업,2010-07-30,3550,160585946900,318773,1122276005,45235478,16329.0,0.0,0.22,0.0,0.0,0.0,20231110
192080,더블유게임즈,2019-03-12,45500,826769905650,116060,5304826350,18190757,43874.0,0.0,1.04,0.0,1.32,600.0,20231110
001230,동국홀딩스,1988-05-09,8670,138238235520,32980,285082810,15926064,34362.0,1.94,0.25,4474.0,5.77,500.0,20231110
336260,두산퓨얼셀,2019-10-18,18330,1202464809360,164845,3044906350,65493726,7988.0,390.0,2.29,47.0,0.0,0.0,20231110
286940,롯데정보통신,2018-07-27,28000,431097268000,16748,466008700,15396331,28084.0,13.9,1.0,2015.0,2.5,700.0,20231110
004990,롯데지주,1974-02-16,29150,3052858796700,472494,13609621150,104909237,100489.0,12.21,0.29,2387.0,5.15,1500.0,20231110
090370,메타랩스,2006-12-26,2340,57903401925,582906,1353860335,24904689,3160.0,0.0,0.74,0.0,0.0,0.0,20231110
017180,명문제약,2008-07-10,2305,78092944200,228642,528868705,33953454,2648.0,9.89,0.87,233.0,0.0,0.0,20231110
012690,모나리자,1988-10-14,2570,93805269075,16402,41854525,36571255,2123.0,40.16,1.21,64.0,1.95,50.0,20231110
134380,미원화학,2011-02-15,67800,147350956000,61,4134200,2199268,64815.0,8.52,1.05,7959.0,3.69,2500.0,20231110
003850,보령,1988-10-24,9840,668353700000,223761,2168159760,68690000,7833.0,15.47,1.26,636.0,1.02,100.0,20231110
001270,부국증권,1988-07-19,21350,221397066100,830,17705700,10369886,116987.0,4.51,0.18,4736.0,7.03,1500.0,20231110
030790,비케이탑스,2010-11-02,904,19208323080,0,0,21248145,277.0,0.0,3.26,0.0,0.0,0.0,20231110
001470,삼부토건,1976-06-26,2525,515754616350,2098352,5303224925,204259254,975.0,0.0,2.59,0.0,0.0,0.0,20231110
006660,삼성공조,1987-11-28,8990,72730510300,7906,69959040,8126314,32070.0,1.76,0.28,5102.0,0.89,80.0,20231110
028050,삼성엔지니어링,1996-12-24,24650,4860800000000,411823,10103993250,196000000,13741.0,7.27,1.79,3392.0,0.0,0.0,20231110
001360,삼성제약,1975-07-04,2570,173613974215,350461,896065520,67162079,1528.0,0.0,1.68,0.0,0.0,0.0,20231110
068290,삼성출판사,2002-08-05,14720,146600000000,70098,1034094620,10000000,17559.0,12.49,0.84,1179.0,1.36,200.0,20231110
272550,삼양패키징,2017-11-29,15840,249618888510,5175,81578590,15788671,22869.0,20.39,0.69,777.0,4.73,750.0,20231110
000070,삼양홀딩스,1968-12-27,68500,584939709300,2390,163212000,8564271,240995.0,7.47,0.28,9173.0,5.11,3500.0,20231110
004380,삼익THK,1989-09-26,10270,217560000000,31624,325357220,21000000,10179.0,12.77,1.01,804.0,2.92,300.0,20231110
010960,삼호개발,2005-05-12,3360,84000000000,4005,13432785,25000000,9788.0,12.68,0.34,265.0,5.65,190.0,20231110
136490,선진,2011-02-16,7010,166457228000,164073,1137551170,23779604,17831.0,7.19,0.39,975.0,1.43,100.0,20231110
134790,시디즈,2011-01-25,27900,55800000000,337,9411350,2000000,37778.0,18.4,0.74,1516.0,1.43,400.0,20231110
016590,신대양제지,1995-12-21,5640,226473748400,43122,241511290,40297820,15417.0,4.28,0.37,1319.0,2.22,125.0,20231110
029530,신도리코,1996-12-24,32550,326592939600,1294,41917650,10080029,109950.0,6.5,0.3,5007.0,4.61,1500.0,20231110
034300,신세계건설,2002-06-17,13000,52320000000,523,6815910,4000000,70930.0,0.0,0.18,0.0,3.85,500.0,20231110
031430,신세계인터내셔날,2011-07-14,16100,574770000000,66363,1070069210,35700000,23264.0,4.86,0.69,3313.0,3.11,500.0,20231110
002870,신풍,1976-06-30,845,29540101500,61116,51571695,34958700,2895.0,0.0,0.29,0.0,5.92,50.0,20231110
293940,신한알파리츠,2018-08-08,6230,547982765060,48289,299854530,88100123,,,,,,,20231110
010780,아이에스동서,1986-01-27,27900,855725186200,15683,435968450,30892606,46278.0,4.34,0.6,6426.0,0.0,0.0,20231110
003560,아이에이치큐,1973-12-18,3585,57908659155,0,0,16153043,4545.0,0.0,0.79,0.0,0.0,0.0,20231110
006740,영풍제지,1996-07-03,3510,163152339480,9043751,32223374780,46482148,3320.0,18.09,1.06,194.0,22.19,779.0,20231110
012280,영화금속,1990-01-25,964,51365513810,108151,103272758,53394505,1191.0,107.11,0.81,9.0,0.0,0.0,20231110
007310,오뚜기,1994-08-12,385500,1534998890000,4396,1690346000,4007830,528433.0,4.79,0.73,80501.0,2.33,9000.0,20231110
105840,우진,2010-07-26,7930,160963022880,161302,1280439810,20323614,7877.0,16.59,1.01,478.0,1.89,150.0,20231110
008600,윌비스,1989-07-28,725,48208239963,5035443,3649457069,67236039,1522.0,0.0,0.48,0.0,0.0,0.0,20231110
033270,유나이티드,2007-10-23,24900,404496067800,15775,392719050,16244822,22971.0,8.14,1.08,3058.0,1.61,400.0,20231110
023800,인지컨트롤스,1997-06-23,7910,125366932210,42994,341967120,15809197,13364.0,8.35,0.59,947.0,2.53,200.0,20231110
129260,인터지스,2011-12-16,2360,70204982640,39082,91806490,29747874,8867.0,2.16,0.27,1092.0,5.08,120.0,20231110
013360,일성건설,1989-12-02,1669,90059474960,113446,188690774,54024880,2224.0,14.51,0.75,115.0,0.3,5.0,20231110
008500,일정실업,1994-08-12,12900,15480000000,0,0,1200000,3682.0,0.0,3.5,0.0,0.0,0.0,20231110
081000,일진다이아,2004-12-22,12950,184212585750,13342,173350200,14202975,28217.0,0.0,0.46,0.0,2.32,300.0,20231110
033240,자화전자,1999-01-06,24300,537271128900,91876,2229010200,22109923,17892.0,0.0,1.36,0.0,0.0,0.0,20231110
271980,제일약품,2017-07-17,15750,232189928880,4733,74872250,14704872,10837.0,0.0,1.45,0.0,0.32,50.0,20231110
002620,제일파마홀딩스,1988-01-20,10430,165483957800,4977,51586910,15973355,22003.0,0.0,0.47,0.0,0.48,50.0,20231110
001550,조비,1976-12-28,12660,66304892030,180363,2340560460,5192239,11842.0,7.61,1.07,1664.0,0.0,0.0,20231110
001630,종근당홀딩스,1976-06-30,54100,269029535700,10456,563918100,5009861,108745.0,247.03,0.5,219.0,2.59,1400.0,20231110
051630,진양화학,2001-01-29,3390,53167000000,9793,33149955,15800000,2199.0,0.0,1.54,0.0,0.0,0.0,20231110
272450,진에어,2017-12-08,11380,594036000000,89417,1022383890,52200000,2116.0,0.0,5.38,0.0,0.0,0.0,20231110
009070,케이씨티시,1978-09-29,3890,117150000000,26574,104065620,30000000,8350.0,4.43,0.47,879.0,1.54,60.0,20231110
417310,코람코더원리츠,2022-03-28,4630,187254000000,25196,116543975,40400000,,,,,,,20231110
357120,코람코라이프인프라리츠,2020-08-31,5470,483398228040,18600,101753730,88534474,,,,,,,20231110
192820,코스맥스,2014-04-07,132800,1509484697000,149270,20005166100,11349509,51220.0,72.25,2.59,1838.0,0.0,0.0,20231110
003070,코오롱글로벌,1978-09-15,12130,227760537390,159988,1942978600,18932713,22544.0,2.12,0.54,5710.0,3.3,400.0,20231110
021240,코웨이,2001-08-07,51800,3771160530900,167621,8627422500,73799619,31887.0,8.2,1.62,6314.0,2.51,1300.0,20231110
031820,콤텍시스템,1997-02-12,694,84736026200,859399,599215490,121051466,1259.0,3.45,0.55,201.0,0.0,0.0,20231110
020120,키다리스튜디오,1996-07-03,4300,159985062950,112529,479725430,36990766,7338.0,0.0,0.59,0.0,1.16,50.0,20231110
004100,태양금속공업,1976-05-25,3225,117990500000,692243,2182804405,36700000,3058.0,0.0,1.05,0.0,0.16,5.0,20231110
214420,토니모리,2015-07-10,4470,107765499520,80796,361576890,24054799,3871.0,0.0,1.15,0.0,0.0,0.0,20231110
069260,티케이지휴켐스,2002-10-07,21300,868669995000,52167,1109896250,40878588,19290.0,9.99,1.1,2132.0,4.69,1000.0,20231110
003670,포스코퓨처엠,2019-05-29,277000,21496043550000,664389,185013774500,77463220,31922.0,181.4,8.68,1527.0,0.11,300.0,20231110
019490,하이트론씨스템즈,1998-11-04,1835,49976315440,164859,292586521,27611224,1353.0,0.0,1.36,0.0,0.0,0.0,20231110
152550,한국ANKOR유전,2012-03-08,396,27797940000,14678706,6028403689,70020000,,,,,,,20231110
000970,한국주철관공업,1969-12-12,6510,147975245000,9861,63935930,22800500,15912.0,11.65,0.41,559.0,6.14,400.0,20231110
008930,한미사이언스,1988-06-20,34150,2389029501000,66694,2278218400,69956940,10673.0,33.81,3.2,1010.0,0.59,200.0,20231110
009180,한솔로지스틱스,1989-11-13,2550,71045696000,63021,159086800,27752225,3726.0,2.89,0.68,882.0,2.75,70.0,20231110
004710,한솔테크닉스,1988-07-06,6260,201328935060,58385,365715070,32109878,9749.0,13.38,0.64,468.0,1.6,100.0,20231110
002220,한일철강,1988-10-07,2570,67277599200,8713,21900245,26697460,7065.0,0.0,0.36,0.0,1.17,30.0,20231110
003300,한일홀딩스,1969-11-20,11380,351494877600,4884,55581760,30832884,46069.0,3.92,0.25,2904.0,7.03,800.0,20231110
000880,한화,1976-06-24,24200,1817749323750,128421,3098849200,74958735,70822.0,1.71,0.34,14169.0,3.1,750.0,20231110
088350,한화생명,2010-03-17,2760,2401485450000,665191,1839067920,868530000,9020.0,3.23,0.31,855.0,0.0,0.0,20231110
009830,한화솔루션,1974-06-19,30450,5251316974800,477278,14693792600,171892536,47292.0,16.26,0.64,1873.0,0.0,0.0,20231110
143210,핸즈코퍼레이션,2016-12-02,2875,62870609250,4090,11694085,21868038,9053.0,0.0,0.32,0.0,0.0,0.0,20231110
000720,현대건설,1984-12-22,35100,3903019563250,132151,4615837700,111355765,69028.0,9.65,0.51,3637.0,1.71,600.0,20231110
004560,현대비앤지스틸,1987-03-24,12440,186524892070,97364,1200758890,15078811,34806.0,7.25,0.36,1715.0,0.8,100.0,20231110
005380,현대자동차,1974-06-28,173700,36827635194600,247490,43158189400,211531506,407147.0,6.09,0.43,28521.0,4.03,7000.0,20231110
001500,현대차증권,1990-06-09,8480,267336897660,22464,189268350,31712562,38617.0,3.2,0.22,2654.0,6.49,550.0,20231110
111110,호전실업,2017-02-02,8410,81802365760,16493,137989890,9749984,14510.0,2.87,0.58,2932.0,3.57,300.0,20231110
311690,CJ 바이오사이언스,2019-12-26,14120,127392777960,14557,201544440,9112502,7423.0,0.0,1.9,0.0,0.0,0.0,20231110
025440,DH오토웨어,1995-05-22,2095,64640570400,12380,25699520,30781224,2195.0,0.0,0.95,0.0,0.0,0.0,20231110
099520,ITX-AI,2009-12-22,1284,58141862016,0,0,45281824,413.0,27.91,3.11,46.0,0.0,0.0,20231110
024120,KB오토시스,1994-12-07,4205,48587500000,122545,518679345,11500000,8740.0,43.8,0.48,96.0,3.57,150.0,20231110
044180,KD,2000-11-16,672,18114667722,85191,57725568,26717799,1464.0,0.0,0.46,0.0,0.0,0.0,20231110
060720,KH바텍,2002-05-21,15900,375997778960,222135,3470526660,23677442,10166.0,14.53,1.56,1094.0,1.89,300.0,20231110
376190,LB루셈,2021-06-11,6030,149076000000,4315,26286250,24600000,8229.0,12.01,0.73,502.0,0.0,0.0,20231110
218410,RFHIC,2015-06-30,14780,397242816220,64000,948581470,26786434,10432.0,139.43,1.42,106.0,0.68,100.0,20231110
435870,SK증권제8호스팩,2022-10-06,2240,8332800000,0,0,3720000,,,,,,,20231110
161570,THE MIDONG,2013-11-13,726,14872929570,502240,353863284,21096354,858.0,0.0,0.85,0.0,0.0,0.0,20231110
032540,TJ미디어,1997-04-16,5700,79549487390,11355,64199390,13931609,6121.0,17.7,0.93,322.0,4.04,230.0,20231110
036620,감성코퍼레이션,2000-01-11,3785,340535602880,592338,2235709555,90688576,568.0,21.03,6.66,180.0,0.0,0.0,20231110
217730,강스템바이오텍,2015-12-21,1460,55465246350,90915,133118241,37937925,1185.0,0.0,1.23,0.0,0.0,0.0,20231110
215000,골프존,2015-04-03,90100,564159808500,7788,696082800,6275415,59058.0,4.93,1.53,18293.0,4.99,4500.0,20231110
029480,광무,1996-08-27,2065,98888494915,437237,912443940,47887891,2126.0,0.0,0.97,0.0,0.0,0.0,20231110
026910,광진실업,1996-01-03,3730,23699998500,25338,93759415,6405405,4287.0,20.84,0.87,179.0,0.0,0.0,20231110
440790,교보13호스팩,2022-11-02,2090,8484750000,2393,4972075,4050000,,,,,,,20231110
204020,그리티,2018-07-23,3260,65479147500,71434,230055710,20147430,3430.0,32.28,0.95,101.0,0.92,30.0,20231110
186230,그린플러스,2019-08-07,6750,72819865240,39358,263995290,10820188,5635.0,0.0,1.2,0.0,0.0,0.0,20231110
019660,글로본,1992-06-04,1400,48846207384,210497,291218287,34790746,429.0,0.0,3.26,0.0,0.0,0.0,20231110
286750,나노브릭,2019-08-19,3320,68213648430,332105,1091515665,20608353,496.0,0.0,6.69,0.0,0.0,0.0,20231110
137080,나래나노텍,2022-02-08,5850,64587024480,11920,69713960,11059422,9763.0,25.22,0.6,232.0,1.71,100.0,20231110
085910,네오티스,2007-10-01,3255,45357832590,30076,97506965,13934818,4291.0,8.04,0.76,405.0,7.68,250.0,20231110
089140,넥스턴바이오,2006-11-01,4850,45889250800,36487,177728365,9403535,13940.0,0.0,0.35,0.0,0.0,0.0,20231110
054050,농우바이오,2002-04-02,7810,125198681410,46300,362491700,16030561,15560.0,12.68,0.5,616.0,2.56,200.0,20231110
144960,뉴파워프라즈마,2016-11-30,5240,228949349760,25719,133793740,43692624,5561.0,8.47,0.94,619.0,0.95,50.0,20231110
340360,다보링크,2019-12-19,2305,101353429200,1372320,3353288165,42765160,468.0,0.0,4.93,0.0,0.0,0.0,20231110
032190,다우데이타,1999-12-21,12330,472239000000,64875,802339120,38300000,29654.0,2.32,0.42,5319.0,2.43,300.0,20231110
078140,대봉엘에스,2005-12-23,9000,98670553100,69594,620757340,11086579,10701.0,11.42,0.84,788.0,0.56,50.0,20231110
438220,대신밸런스제13호스팩,2022-11-28,2200,12408000000,13045,28477930,5640000,,,,,,,20231110
457390,대신밸런스제15호스팩,2023-08-30,2060,14527275000,17857,36742325,7035000,,,,,,,20231110
290120,대유에이피,2018-12-07,4120,50129176755,1624046,5995693480,12903263,7447.0,1.99,0.55,2066.0,4.85,200.0,20231110
131220,대한과학,2011-10-11,6400,47857825800,6462,40897520,7454490,4889.0,9.74,1.31,657.0,0.94,60.0,20231110
021040,대호특수강,1996-08-27,4030,43409548000,5238,21072315,10852387,6340.0,0.0,0.64,0.0,0.0,0.0,20231110
393890,더블유씨피,2022-09-30,39050,1310794550200,200356,7870366050,33696518,27737.0,20.13,1.41,1940.0,0.0,0.0,20231110
224060,더코디,2015-12-29,5410,25831285120,6614,35995660,4748398,14734.0,0.0,0.37,0.0,0.0,0.0,20231110
006620,동구바이오제약,2018-02-13,5450,156272806080,3080431,17513263510,28464992,3696.0,22.9,1.47,238.0,2.02,110.0,20231110
099410,동방선기,2009-11-10,2225,30399549490,25390,56528170,13541002,2237.0,23.42,0.99,95.0,0.0,0.0,20231110
228340,동양파일,2016-04-06,2530,50700000000,11796,29696630,20000000,6146.0,10.33,0.41,245.0,0.0,0.0,20231110
203650,드림시큐리티,2014-10-13,3195,161938412800,263453,846375690,50605754,1683.0,16.73,1.9,191.0,0.0,0.0,20231110
066900,디에이피,2004-05-14,2810,63912053430,9447,26525765,22744503,7244.0,5.42,0.39,518.0,0.0,0.0,20231110
219550,디와이디,2015-07-22,953,49672122750,173622,166028754,52286445,1217.0,31.77,0.78,30.0,0.0,0.0,20231110
033130,디지틀조선,1997-08-06,2055,77199755360,124046,256827100,37115267,2204.0,27.4,0.93,75.0,0.97,20.0,20231110
418420,라온텍,2023-03-09,7230,213850045500,260617,1882990910,29496558,300.0,314.35,24.1,23.0,0.0,0.0,20231110
388790,라이콤,2021-09-03,2615,78972775200,473472,1240708165,29913930,1902.0,0.0,1.37,0.0,0.0,0.0,20231110
328130,루닛,2022-07-21,96600,1199719287600,1540186,149200957600,12381004,2721.0,0.0,35.5,0.0,0.0,0.0,20231110
060240,룽투코리아,2002-01-04,1410,37152183924,1857454,2838847018,25429284,1490.0,0.0,0.95,0.0,0.0,0.0,20231110
012700,리드코프,1996-01-19,5600,148627278700,96848,547433770,26446135,16662.0,4.48,0.34,1250.0,14.29,800.0,20231110
219420,링크제니시스,2018-02-05,5480,62279423010,14053,76167250,11469507,3754.0,31.86,1.46,172.0,0.0,0.0,20231110
065650,메디프론,2003-01-21,995,51484242215,118817,118401837,51742957,661.0,0.0,1.51,0.0,0.0,0.0,20231110
408920,메쎄이상,2022-03-07,3025,131210500925,126630,388084285,43232455,1803.0,0.0,1.68,0.0,0.0,0.0,20231110
118990,모트렉스,2017-08-04,14980,367432500000,102928,1545669210,24495500,7276.0,9.48,2.06,1580.0,1.64,246.0,20231110
095500,미래나노텍,2007-10-01,15810,490888284170,165369,2626752170,31009999,8218.0,0.0,1.92,0.0,0.38,60.0,20231110
214610,미코바이오메드,2020-10-22,3010,55198924515,151789,464174000,18308101,828.0,0.0,3.64,0.0,0.0,0.0,20231110
053030,바이넥스,2001-08-07,7900,252182721120,64570,511907950,31761048,6196.0,19.65,1.28,402.0,0.0,0.0,20231110
251120,바이오에프디엔씨,2022-02-21,12680,108609293000,9237,115363700,8695700,6211.0,25.77,2.04,492.0,0.0,0.0,20231110
199730,바이오인프라,2023-03-02,11350,54732252470,13112,150403250,4796867,4339.0,7.51,2.62,1511.0,0.0,0.0,20231110
019010,베뉴지,1993-11-05,2110,101461000000,23360,48997800,48200000,7548.0,0.0,0.28,0.0,1.42,30.0,20231110
177350,베셀,2015-06-19,1540,20724924450,111192,173090370,13370919,2304.0,0.0,0.67,0.0,0.0,0.0,20231110
337930,브랜드엑스코퍼레이션,2020-08-13,4380,129065657490,51364,226576100,29266589,2675.0,12.73,1.64,344.0,2.74,120.0,20231110
365900,브이씨,2022-02-24,3875,28473618500,24191,95951760,7310300,6716.0,20.29,0.58,191.0,0.0,0.0,20231110
018290,브이티,1994-09-07,19540,699135076710,2676511,52553343350,35798007,2395.0,57.13,8.16,342.0,0.0,0.0,20231110
121800,비덴트,2011-12-01,3320,256309348520,0,0,77201611,10366.0,0.0,0.32,0.0,0.0,0.0,20231110
146320,비씨엔씨,2022-03-03,20100,257758120600,106900,2157577070,12760303,5955.0,23.62,3.38,851.0,0.0,0.0,20231110
413640,비아이매트릭스,2023-11-09,11800,85618447200,2639464,31175938630,7206940,2251.0,19.09,5.24,618.0,0.0,0.0,20231110
122350,삼기,2010-03-19,2075,79746010240,53789,111584845,38339428,3011.0,0.0,0.69,0.0,0.0,0.0,20231110
023600,삼보판지,1996-05-29,8600,139062000000,7408,63718230,16170000,31370.0,2.45,0.27,3517.0,2.03,175.0,20231110
377630,삼성스팩4호,2021-05-21,2455,9909300000,31058,77244530,4020000,,,,,,,20231110
225190,삼양옵틱스,2017-06-02,9560,96726526640,5444,51794990,10149688,3600.0,11.74,2.66,814.0,9.41,900.0,20231110
054540,삼영엠텍,2001-11-15,3825,49725000000,44022,171123825,13000000,5141.0,0.0,0.74,0.0,1.31,50.0,20231110
038500,삼표시멘트,2001-02-01,3185,346411342260,81461,259481645,107916306,6403.0,11.33,0.5,281.0,2.83,90.0,20231110
252990,샘씨엔에스,2021-05-20,5180,259796922280,63821,326794560,50153846,2296.0,16.76,2.26,309.0,0.0,0.0,20231110
396300,세아메카닉스,2022-03-24,3770,99997862500,58036,219200850,26489500,2407.0,25.13,1.57,150.0,0.0,0.0,20231110
049180,셀루메드,2002-05-23,2585,110222166875,102418,265399420,42804725,1292.0,0.0,2.0,0.0,0.0,0.0,20231110
208370,셀바스헬스케어,2014-12-17,6480,166153249080,1475689,9688848160,25680564,1469.0,54.92,4.41,118.0,0.0,0.0,20231110
060230,소니드,2002-06-25,2350,80906735400,157574,375154030,34282515,3549.0,0.0,0.66,0.0,0.0,0.0,20231110
328380,솔트웨어,2019-08-20,1485,51017276442,3887722,6048571066,34262778,628.0,0.0,2.36,0.0,0.0,0.0,20231110
192440,슈피겐코리아,2014-11-05,31850,197991161550,3118,98844350,6216363,70159.0,5.82,0.45,5476.0,1.76,560.0,20231110
033790,스카이문스테크놀로지,2001-06-26,1322,22183761600,846206,1102885850,17117100,1399.0,12.83,0.94,103.0,0.0,0.0,20231110
115570,스타플렉스,2010-01-27,3250,25949651000,8871,29028930,7984508,9870.0,3.92,0.33,830.0,0.0,0.0,20231110
330730,스톤브릿지벤처스,2022-02-25,3685,66830533550,9858,36136830,18135830,4951.0,8.94,0.74,412.0,10.85,400.0,20231110
408900,스튜디오미르,2023-02-07,21150,114179715000,6082,128289950,5360550,4847.0,57.63,4.36,367.0,0.0,0.0,20231110
013810,스페코,1997-11-03,3350,49095824500,145091,482563160,14655470,3154.0,64.42,1.06,52.0,0.0,0.0,20231110
430220,신영스팩8호,2022-08-26,2105,14229800000,3603,7584315,6760000,,,,,,,20231110
405640,신한제9호스팩,2022-04-27,2320,10634575000,22203,51741975,4535000,,,,,,,20231110
066790,씨씨에스,2003-05-30,3610,198888948800,15059776,53109462310,56025056,485.0,225.63,7.44,16.0,0.0,0.0,20231110
115530,씨엔플러스,2011-11-02,420,28136682000,93679,38408213,67963000,171.0,16.15,2.46,26.0,0.0,0.0,20231110
115480,씨유메디칼,2011-12-15,897,43112754852,3892882,3660485396,48224558,1279.0,4.44,0.7,202.0,0.0,0.0,20231110
096530,씨젠,2010-09-10,21600,1130692770100,166125,3600874850,52225994,23037.0,6.02,0.94,3586.0,3.7,800.0,20231110
900120,씨케이에이치,2010-03-31,110,21946586889,1895935,208818408,197716999,,,,,,,20231110
052300,씨티프라퍼티,2001-08-02,326,38561714750,70286,22888012,118651430,1688.0,0.0,0.19,0.0,0.0,0.0,20231110
246720,아스타,2017-03-20,6850,89347292000,32613,225892560,12986525,561.0,0.0,12.21,0.0,0.0,0.0,20231110
127710,아시아경제,2015-07-31,1339,47818592340,8668,11688082,34904082,5445.0,2.53,0.25,529.0,0.0,0.0,20231110
339950,아이비김영,2019-12-24,1715,76499206810,59614,101581667,44946655,866.0,285.83,1.98,6.0,0.0,0.0,20231110
099190,아이센스,2013-01-30,21250,587515128550,509414,10938389400,27518273,10416.0,36.14,2.04,588.0,1.65,350.0,20231110
069920,아이에스이커머스,2007-12-05,3025,76962558760,123352,375686865,25826362,2228.0,0.0,1.36,0.0,0.0,0.0,20231110
090150,아이윈,2006-10-20,1196,50208476307,49808,60048572,41875293,1907.0,0.0,0.63,0.0,2.93,35.0,20231110
059100,아이컴포넌트,2008-12-16,5460,39172564400,35438,194043010,7070860,4978.0,11.79,1.1,463.0,0.0,0.0,20231110
124500,아이티센,2014-12-23,3625,74047334470,72874,263220290,20511727,2681.0,42.65,1.35,85.0,0.0,0.0,20231110
372800,아이티아이즈,2021-11-11,6200,38090576800,6695,42493230,6026990,4075.0,0.0,1.52,0.0,0.0,0.0,20231110
061040,알에프텍,2002-05-16,3750,119372043480,25658,95501290,32089259,7351.0,9.92,0.51,378.0,0.0,0.0,20231110
347860,알체라,2020-12-21,8030,173480494600,68432,553483480,21550372,1610.0,0.0,4.99,0.0,0.0,0.0,20231110
310200,애니플러스,2018-12-21,3750,168320293600,402771,1505037765,45186656,1829.0,30.74,2.05,122.0,0.0,0.0,20231110
238090,앤디포스,2016-10-12,3700,87102821100,77878,284815350,23541303,5882.0,0.0,0.63,0.0,0.0,0.0,20231110
