종목코드,종목명,IPO,종가,시가총액,거래량,거래대금,상장주식수,BPS,PER,PBR,EPS,DIV,DPS
000210,DL,1976-02-02,57300,1200772153200,90467.0,5247516500.0,20955884.0,67178.0,4.37,0.85,13077.0,2.27,1300.0
004840,DRB동일,1976-05-21,5020,100048600000,10821.0,54516090.0,19930000.0,17702.0,41.5,0.28,121.0,1.0,50.0
155660,DSR,2013-05-15,5510,88160000000,57705.0,320305710.0,16000000.0,10087.0,9.87,0.55,558.0,0.91,50.0
078930,GS,2004-08-05,42100,3911737413800,232713.0,9837086550.0,92915378.0,88213.0,0.0,0.48,0.0,4.52,1900.0
001250,GS글로벌,1976-06-26,2545,210048429380,2236376.0,5782808530.0,82533764.0,3465.0,0.0,0.73,0.0,0.0,0.0
039570,HDC랩스,2015-09-24,10500,272554810500,2914.0,30545550.0,25957601.0,9958.0,10.38,1.05,1012.0,3.81,400.0
011200,HMM,1995-10-05,34250,16749602738000,16388726.0,579172561050.0,489039496.0,5164.0,332.5,6.63,103.0,0.0,0.0
092220,KEC,2006-10-16,2900,419769608900,1292144.0,3753216715.0,144748141.0,1394.0,0.0,2.08,0.0,0.0,0.0
016380,KG동부제철,1986-02-03,10750,1075095642750,298769.0,3275356100.0,100008897.0,9715.0,16.1,1.11,668.0,0.93,100.0
001390,KG케미칼,1989-08-25,30100,417369489600,150821.0,4606942350.0,13866096.0,29370.0,8.96,1.02,3358.0,1.33,400.0
058860,KTis,2010-12-17,2270,79000540000,25039.0,56999330.0,34802000.0,4810.0,10.18,0.47,223.0,3.52,80.0
373220,LG에너지솔루션,2022-01-27,415500,97227000000000,233110.0,97156979000.0,234000000.0,34398.0,0.0,12.08,0.0,0.0,0.0
011070,LG이노텍,2008-07-24,337500,7987648612500,279047.0,93699985000.0,23667107.0,102576.0,33.8,3.29,9978.0,0.21,700.0
037560,LG헬로비전,2012-11-09,5260,407370509900,857174.0,4579829720.0,77446865.0,8149.0,0.0,0.65,0.0,1.43,75.0
108670,LX하우시스,2009-04-20,55400,496808918000,66977.0,3738386900.0,8967670.0,83775.0,0.0,0.66,0.0,0.54,300.0
010060,OCI,1985-07-09,110000,2623430810000,290351.0,32059722500.0,23849371.0,98159.0,0.0,1.12,0.0,0.0,0.0
