종목코드,R1D,R1W,R1M,R3M,R6M,R1Y,날짜
023590,-0.95,0.0,-5.03,-1.19,-12.26,-20.65,20220506
032190,-1.45,-3.9,-3.9,-0.37,-2.17,0.37,20220506
271850,0.0,0.0,-1.74,-34.75,-47.02,-35.25,20220506
019680,-0.5,-1.49,3.24,8.74,-5.8,-11.26,20220506
019685,-1.09,-2.15,-1.98,2.64,-13.49,-22.48,20220506
006370,0.0,-0.94,-0.47,11.76,-0.47,-6.22,20220506
008060,0.13,1.15,2.32,7.87,5.72,9.05,20220506
00806K,-1.39,-5.75,0.0,1.91,-4.48,-14.46,20220506
353200,-0.32,1.14,11.53,37.25,75.85,106.33,20220506
35320K,-0.97,-4.06,6.23,10.43,13.7,7.34,20220506
000490,2.4,14.81,20.49,33.2,67.98,49.56,20220506
178600,10.7,4.76,14.23,-0.12,6.58,13.03,20220506
008830,0.0,22.68,36.7,64.47,71.76,120.16,20220506
048470,-5.01,1.97,13.76,17.73,18.81,11.16,20220506
008110,-0.87,-2.32,-15.45,-9.51,4.31,-8.58,20220506
004780,0.18,-2.05,4.95,13.72,1.6,-9.21,20220506
005750,-0.38,-1.51,1.82,9.96,10.89,5.66,20220506
017650,0.47,-0.93,-3.17,-6.14,-3.17,-28.43,20220506
006570,-1.04,-1.04,1.54,11.3,14.73,4.51,20220506
007720,-0.81,-3.54,-3.54,1.24,-14.34,-12.5,20220506
317850,0.0,11.46,88.17,104.28,94.44,75.0,20220506
078140,-3.56,-6.35,-1.22,18.93,16.23,-11.05,20220506
001680,0.0,-3.94,3.83,7.25,1.88,-10.29,20220506
001685,0.53,-4.52,9.2,15.15,4.68,-13.04,20220506
084690,-2.46,-6.6,0.3,9.88,0.71,-12.0,20220506
084695,-2.16,-13.1,14.77,21.97,17.24,-34.3,20220506
036480,-1.62,0.66,3.05,13.43,-3.18,-22.05,20220506
128820,-3.01,-5.84,10.37,17.41,4.45,9.09,20220506
