종목코드,종목명,섹터,날짜
281740,레이크머티리얼즈,화학,20220512
251370,와이엠티,화학,20220512
138490,코오롱플라스틱,화학,20220512
006380,카프로,화학,20220512
220260,켐트로스,화학,20220512
017890,한국알콜,화학,20220512
002810,삼영무역,화학,20220512
239890,피엔에이치테크,화학,20220512
102260,동성케미컬,화학,20220512
001340,백광산업,화학,20220512
011500,한농화성,화학,20220512
290380,대유,화학,20220512
042040,케이피엠테크,화학,20220512
107590,미원홀딩스,화학,20220512
002360,SH에너지화학,화학,20220512
004090,한국석유,화학,20220512
001570,금양,화학,20220512
006890,태경케미컬,화학,20220512
025000,KPX케미칼,화학,20220512
003720,삼영화학,화학,20220512
006840,AK홀딩스,화학,20220512
136410,아셈스,화학,20220512
014190,원익큐브,화학,20220512
023450,동남합성,화학,20220512
083420,그린케미칼,화학,20220512
247660,나노씨엠에스,화학,20220512
100250,진양홀딩스,화학,20220512
120240,대정화금,화학,20220512
036640,HRS,화학,20220512
003780,진양산업,화학,20220512
294140,레몬,화학,20220512
036670,KCI,화학,20220512
002100,경농,화학,20220512
092230,KPX홀딩스,화학,20220512
357550,석경에이티,화학,20220512
352940,인바이오,화학,20220512
007590,동방아그로,화학,20220512
134380,미원화학,화학,20220512
045060,오공,화학,20220512
050760,에스폴리텍,화학,20220512
014440,영보화학,화학,20220512
222420,쎄노텍,화학,20220512
097870,효성오앤비,화학,20220512
286750,나노브릭,화학,20220512
003830,대한화섬,화학,20220512
101240,씨큐브,화학,20220512
066430,와이오엠,화학,20220512
196700,웹스,화학,20220512
001550,조비,화학,20220512
318000,KBG,화학,20220512
187790,나노,화학,20220512
332290,누보,화학,20220512
110020,전진바이오팜,화학,20220512
048830,엔피케이,화학,20220512
010640,진양폴리,화학,20220512
024070,WISCOM,화학,20220512
008370,원풍,화학,20220512
003080,성보화학,화학,20220512
051630,진양화학,화학,20220512
007770,한일화학,화학,20220512
115570,스타플렉스,화학,20220512
221980,케이디켐,화학,20220512
000760,이화산업,화학,20220512
010130,고려아연,비철금속,20220512
103140,풍산,비철금속,20220512
014820,동원시스템즈,비철금속,20220512
008350,남선알미늄,비철금속,20220512
078130,국일제지,비철금속,20220512
213500,한솔제지,비철금속,20220512
008730,율촌화학,비철금속,20220512
002310,아세아제지,비철금속,20220512
016590,신대양제지,비철금속,20220512
115390,락앤락,비철금속,20220512
034810,해성산업,비철금속,20220512
081000,일진다이아,비철금속,20220512
002030,아세아,비철금속,20220512
001780,알루코,비철금속,20220512
004560,현대비앤지스틸,비철금속,20220512
005810,풍산홀딩스,비철금속,20220512
069460,대호에이엘,비철금속,20220512
006110,삼아알미늄,비철금속,20220512
058430,포스코스틸리온,비철금속,20220512
000180,성창기업지주,비철금속,20220512
014160,대영포장,비철금속,20220512
009190,대양금속,비철금속,20220512
115960,연우,비철금속,20220512
004540,깨끗한나라,비철금속,20220512
024090,디씨엠,비철금속,20220512
004150,한솔홀딩스,비철금속,20220512
018470,조일알미늄,비철금속,20220512
081150,티플랙스,비철금속,20220512
009580,무림P&P,비철금속,20220512
033310,엠투엔,비철금속,20220512
006740,영풍제지,비철금속,20220512
272550,삼양패키징,비철금속,20220512
012800,대창,비철금속,20220512
251970,펌텍코리아,비철금속,20220512
011280,태림포장,비철금속,20220512
023600,삼보판지,비철금속,20220512
009460,한창제지,비철금속,20220512
036620,감성코퍼레이션,비철금속,20220512
015890,태경산업,비철금속,20220512
010040,한국내화,비철금속,20220512
032560,황금에스티,비철금속,20220512
014580,태경비케이,비철금속,20220512
037370,EG,비철금속,20220512
124500,아이티센,비철금속,20220512
000480,조선내화,비철금속,20220512
025820,이구산업,비철금속,20220512
009200,무림페이퍼,비철금속,20220512
002200,한국수출포장,비철금속,20220512
009620,삼보산업,비철금속,20220512
021050,서원,비철금속,20220512
396300,세아메카닉스,비철금속,20220512
027970,세하,비철금속,20220512
128660,피제이메탈,비철금속,20220512
037230,한국팩키지,비철금속,20220512
177830,파버나인,비철금속,20220512
004780,대륙제관,비철금속,20220512
075970,동국알앤에스,비철금속,20220512
037760,쎄니트,비철금속,20220512
017650,대림제지,비철금속,20220512
004450,삼화왕관,비철금속,20220512
002820,SUN&L,비철금속,20220512
002870,신풍제지,비철금속,20220512
001020,페이퍼코리아,비철금속,20220512
001810,무림SP,비철금속,20220512
155660,DSR,비철금속,20220512
060480,국일신동,비철금속,20220512
001560,제일연마,비철금속,20220512
058450,일야,비철금속,20220512
340440,세림B&G,비철금속,20220512
010420,한솔PNS,비철금속,20220512
079170,한창산업,비철금속,20220512
014970,삼륭물산,비철금속,20220512
049830,승일,비철금속,20220512
008870,금비,비철금속,20220512
054410,케이피티유,비철금속,20220512
005820,원림,비철금속,20220512
005490,POSCO홀딩스,철강,20220512
004020,현대제철,철강,20220512
001230,동국제강,철강,20220512
016380,KG스틸,철강,20220512
151860,KG ETS,철강,20220512
084010,대한제강,철강,20220512
003030,세아제강지주,철강,20220512
002240,고려제강,철강,20220512
139990,아주스틸,철강,20220512
001430,세아베스틸지주,철강,20220512
306200,세아제강,철강,20220512
004890,동일산업,철강,20220512
104700,한국철강,철강,20220512
100130,동국S&C,철강,20220512
009520,포스코엠텍,철강,20220512
002710,TCC스틸,철강,20220512
008970,동양철관,철강,20220512
000970,한국주철관,철강,20220512
001940,KISCO홀딩스,철강,20220512
005010,휴스틸,철강,20220512
005160,동국산업,철강,20220512
025550,한국선재,철강,20220512
023440,제이스코홀딩스,철강,20220512
007280,한국특강,철강,20220512
039240,경남스틸,철강,20220512
008260,NI스틸,철강,20220512
053260,금강철강,철강,20220512
002220,한일철강,철강,20220512
008420,문배철강,철강,20220512
071090,하이스틸,철강,20220512
048470,대동스틸,철강,20220512
001080,만호제강,철강,20220512
026940,부국철강,철강,20220512
133820,화인베스틸,철강,20220512
017480,삼현철강,철강,20220512
120030,조선선재,철강,20220512
058650,세아홀딩스,철강,20220512
019440,세아특수강,철강,20220512
069730,DSR제강,철강,20220512
002690,동일제강,철강,20220512
021040,대호특수강,철강,20220512
012160,영흥,철강,20220512
012620,원일특강,철강,20220512
060380,동양에스텍,철강,20220512
140520,대창스틸,철강,20220512
263770,유에스티,철강,20220512
000590,CS홀딩스,철강,20220512
026910,광진실업,철강,20220512
025890,한국주강,철강,20220512
001770,SHD,철강,20220512
023790,동일철강,철강,20220512
028050,삼성엔지니어링,건설,20220512
000720,현대건설,건설,20220512
006360,GS건설,건설,20220512
002380,KCC,건설,20220512
375500,DL이앤씨,건설,20220512
047040,대우건설,건설,20220512
003410,쌍용C&E,건설,20220512
010780,아이에스동서,건설,20220512
009240,한샘,건설,20220512
363280,티와이홀딩스,건설,20220512
294870,HDC현대산업개발,건설,20220512
013890,지누스,건설,20220512
344820,KCC글라스,건설,20220512
001470,삼부토건,건설,20220512
300720,한일시멘트,건설,20220512
108670,LX하우시스,건설,20220512
025900,동화기업,건설,20220512
012630,HDC,건설,20220512
004980,성신양회,건설,20220512
023410,유진기업,건설,20220512
094820,일진파워,건설,20220512
183190,아세아시멘트,건설,20220512
035890,서희건설,건설,20220512
002150,도화엔지니어링,건설,20220512
001520,동양,건설,20220512
038500,삼표시멘트,건설,20220512
001880,DL건설,건설,20220512
013120,동원개발,건설,20220512
002990,금호건설,건설,20220512
013580,계룡건설,건설,20220512
002780,진흥기업,건설,20220512
002460,화성산업,건설,20220512
079430,현대리바트,건설,20220512
045100,한양이엔지,건설,20220512
007210,벽산,건설,20220512
011370,서한,건설,20220512
028100,동아지질,건설,20220512
003300,한일홀딩스,건설,20220512
026150,특수건설,건설,20220512
000390,삼화페인트,건설,20220512
014280,금강공업,건설,20220512
052300,초록뱀컴퍼니,건설,20220512
016800,퍼시스,건설,20220512
004960,한신공영,건설,20220512
018310,삼목에스폼,건설,20220512
003070,코오롱글로벌,건설,20220512
042940,상지카일룸,건설,20220512
005960,동부건설,건설,20220512
036190,금화피에스시,건설,20220512
009410,태영건설,건설,20220512
097230,HJ중공업,건설,20220512
025750,한솔홈데코,건설,20220512
060560,홈센타홀딩스,건설,20220512
090350,노루페인트,건설,20220512
014790,한라,건설,20220512
317400,자이에스앤디,건설,20220512
109610,에스와이,건설,20220512
186230,그린플러스,건설,20220512
065950,웰크론,건설,20220512
017000,신원종합개발,건설,20220512
039570,HDC랩스,건설,20220512
006390,한일현대시멘트,건설,20220512
225530,보광산업,건설,20220512
053690,한미글로벌,건설,20220512
002410,범양건영,건설,20220512
013360,일성건설,건설,20220512
007110,일신석재,건설,20220512
090410,덕신하우징,건설,20220512
010960,삼호개발,건설,20220512
000860,강남제비스코,건설,20220512
001840,이화공영,건설,20220512
034300,신세계건설,건설,20220512
309930,오하임아이엔티,건설,20220512
037440,희림,건설,20220512
008250,이건산업,건설,20220512
060370,KT서브마린,건설,20220512
011090,에넥스,건설,20220512
000910,유니온,건설,20220512
021320,KCC건설,건설,20220512
016250,SGC이테크건설,건설,20220512
013700,까뮤이앤씨,건설,20220512
005750,대림B&Co,건설,20220512
058730,다스코,건설,20220512
066620,국보디자인,건설,20220512
046940,우원개발,건설,20220512
198440,고려시멘트,건설,20220512
025950,동신건설,건설,20220512
226360,KH 건설,건설,20220512
011390,부산산업,건설,20220512
037350,성도이엔지,건설,20220512
022220,TKG애강,건설,20220512
076080,웰크론한텍,건설,20220512
006050,국영지앤엠,건설,20220512
000320,노루홀딩스,건설,20220512
171120,라이온켐텍,건설,20220512
255220,SG,건설,20220512
091590,남화토건,건설,20220512
023960,에쓰씨엔지니어링,건설,20220512
004910,조광페인트,건설,20220512
039020,이건홀딩스,건설,20220512
004440,삼일씨엔에스,건설,20220512
001260,남광토건,건설,20220512
006920,모헨즈,건설,20220512
023350,한국종합기술,건설,20220512
011560,세보엠이씨,건설,20220512
038010,제일테크노스,건설,20220512
228340,동양파일,건설,20220512
002290,삼일기업공사,건설,20220512
054930,유신,건설,20220512
035200,프럼파스트,건설,20220512
044180,KD,건설,20220512
134790,시디즈,건설,20220512
060260,뉴보텍,건설,20220512
071950,코아스,건설,20220512
101670,코리아에스이,건설,20220512
007680,대원,건설,20220512
192390,윈하이텍,건설,20220512
010400,우진아이엔에스,건설,20220512
079000,와토스코리아,건설,20220512
073190,듀오백,건설,20220512
079650,서산,건설,20220512
006570,대림통상,건설,20220512
034020,두산에너빌리티,기계,20220512
241560,두산밥캣,기계,20220512
064350,현대로템,기계,20220512
006260,LS,기계,20220512
017800,현대엘리베이,기계,20220512
042670,현대두산인프라코어,기계,20220512
010120,LS ELECTRIC,기계,20220512
112610,씨에스윈드,기계,20220512
056190,에스에프에이,기계,20220512
001440,대한전선,기계,20220512
267260,현대일렉트릭,기계,20220512
090710,휴림로봇,기계,20220512
267270,현대건설기계,기계,20220512
002900,TYM,기계,20220512
011700,한신기계,기계,20220512
006910,보성파워텍,기계,20220512
298040,효성중공업,기계,20220512
000490,대동,기계,20220512
007460,에이프로젠 MED,기계,20220512
018000,유니슨,기계,20220512
282880,코윈테크,기계,20220512
074610,이엔플러스,기계,20220512
009160,SIMPAC,기계,20220512
019210,와이지-원,기계,20220512
014620,성광벤드,기계,20220512
014200,광림,기계,20220512
105840,우진,기계,20220512
023160,태광,기계,20220512
104460,디와이피엔에프,기계,20220512
013030,하이록코리아,기계,20220512
090360,로보스타,기계,20220512
036890,진성티이씨,기계,20220512
060310,3S,기계,20220512
095190,이엠코리아,기계,20220512
073640,테라사이언스,기계,20220512
013570,디와이,기계,20220512
010170,대한광통신,기계,20220512
126340,비나텍,기계,20220512
126880,제이엔케이히터,기계,20220512
210540,디와이파워,기계,20220512
277810,레인보우로보틱스,기계,20220512
043220,티에스넥스젠,기계,20220512
277880,티에스아이,기계,20220512
015860,일진홀딩스,기계,20220512
007820,에스엠코어,기계,20220512
042370,비츠로테크,기계,20220512
019990,에너토크,기계,20220512
044060,조광ILI,기계,20220512
006340,대원전선,기계,20220512
017550,수산중공업,기계,20220512
140670,알에스오토메이션,기계,20220512
004380,삼익THK,기계,20220512
051490,나라엠앤디,기계,20220512
103590,일진전기,기계,20220512
041440,현대에버다임,기계,20220512
017040,광명전기,기계,20220512
297090,씨에스베어링,기계,20220512
071670,에이테크솔루션,기계,20220512
036560,영풍정밀,기계,20220512
229640,LS전선아시아,기계,20220512
015230,대창단조,기계,20220512
024810,이화전기,기계,20220512
388720,유일로보틱스,기계,20220512
089140,넥스턴바이오,기계,20220512
096350,대창솔루션,기계,20220512
085310,엔케이,기계,20220512
189860,서전기전,기계,20220512
084180,EV수성,기계,20220512
053080,원방테크,기계,20220512
119650,KC코트렐,기계,20220512
105740,디케이락,기계,20220512
049430,코메론,기계,20220512
049800,우진플라임,기계,20220512
033100,제룡전기,기계,20220512
015590,큐로,기계,20220512
033540,파라텍,기계,20220512
317850,대모,기계,20220512
024880,케이피에프,기계,20220512
109860,동일금속,기계,20220512
003010,혜인,기계,20220512
009440,KC그린홀딩스,기계,20220512
000500,가온전선,기계,20220512
119850,지엔씨에너지,기계,20220512
099440,스맥,기계,20220512
050860,아세아텍,기계,20220512
083650,비에이치아이,기계,20220512
024840,KBI메탈,기계,20220512
100840,SNT에너지,기계,20220512
086670,비엠티,기계,20220512
010240,흥국,기계,20220512
199820,제일전기공업,기계,20220512
010660,화천기계,기계,20220512
119500,포메탈,기계,20220512
000850,화천기공,기계,20220512
159010,아스플로,기계,20220512
017510,세명전기,기계,20220512
039610,화성밸브,기계,20220512
388050,지투파워,기계,20220512
008830,대동기어,기계,20220512
147830,제룡산업,기계,20220512
008470,부스타,기계,20220512
044780,에이치케이,기계,20220512
092440,기신정기,기계,20220512
100660,서암기계공업,기계,20220512
048770,TPC,기계,20220512
101170,우림피티에스,기계,20220512
138070,신진에스엠,기계,20220512
043340,에쎈테크,기계,20220512
254120,자비스,기계,20220512
237750,피앤씨테크,기계,20220512
053160,프리엠스,기계,20220512
317830,에스피시스템스,기계,20220512
059270,해성티피씨,기계,20220512
009540,한국조선해양,조선,20220512
010140,삼성중공업,조선,20220512
028300,HLB,조선,20220512
010620,현대미포조선,조선,20220512
329180,현대중공업,조선,20220512
042660,대우조선해양,조선,20220512
100090,삼강엠앤티,조선,20220512
017960,한국카본,조선,20220512
082740,HSD엔진,조선,20220512
075580,세진중공업,조선,20220512
064820,케이프,조선,20220512
014940,오리엔탈정공,조선,20220512
101930,인화정공,조선,20220512
077970,STX엔진,조선,20220512
108380,대양전기공업,조선,20220512
054180,메디콕스,조선,20220512
054540,삼영엠텍,조선,20220512
071970,STX중공업,조선,20220512
092460,한라IMS,조선,20220512
065570,삼영이엔씨,조선,20220512
099410,동방선기,조선,20220512
101000,상상인인더스트리,조선,20220512
073010,케이에스피,조선,20220512
333430,일승,조선,20220512
028260,삼성물산,"상사,자본재",20220512
034730,SK,"상사,자본재",20220512
003550,LG,"상사,자본재",20220512
047810,한국항공우주,"상사,자본재",20220512
012450,한화에어로스페이스,"상사,자본재",20220512
012750,에스원,"상사,자본재",20220512
001040,CJ,"상사,자본재",20220512
001120,LX인터내셔널,"상사,자본재",20220512
047050,포스코인터내셔널,"상사,자본재",20220512
272210,한화시스템,"상사,자본재",20220512
079550,LIG넥스원,"상사,자본재",20220512
004800,효성,"상사,자본재",20220512
001740,SK네트웍스,"상사,자본재",20220512
030190,NICE평가정보,"상사,자본재",20220512
000150,두산,"상사,자본재",20220512
383800,LX홀딩스,"상사,자본재",20220512
034310,NICE,"상사,자본재",20220512
099320,쎄트렉아이,"상사,자본재",20220512
060150,인선이엔티,"상사,자본재",20220512
143240,사람인에이치알,"상사,자본재",20220512
122900,아이마켓코리아,"상사,자본재",20220512
011760,현대코퍼레이션,"상사,자본재",20220512
029960,코엔텍,"상사,자본재",20220512
090850,현대이지웰,"상사,자본재",20220512
002020,코오롱,"상사,자본재",20220512
001250,GS글로벌,"상사,자본재",20220512
036800,나이스정보통신,"상사,자본재",20220512
043910,자연과환경,"상사,자본재",20220512
067390,아스트,"상사,자본재",20220512
377450,리파인,"상사,자본재",20220512
016880,웅진,"상사,자본재",20220512
065450,빅텍,"상사,자본재",20220512
361390,제노코,"상사,자본재",20220512
274090,켄코아에어로스페이스,"상사,자본재",20220512
010820,퍼스텍,"상사,자본재",20220512
005870,휴니드,"상사,자본재",20220512
130580,나이스디앤비,"상사,자본재",20220512
034950,한국기업평가,"상사,자본재",20220512
214430,아이쓰리시스템,"상사,자본재",20220512
092130,이크레더블,"상사,자본재",20220512
058850,KTcs,"상사,자본재",20220512
058860,KTis,"상사,자본재",20220512
049720,고려신용정보,"상사,자본재",20220512
230980,에이트원,"상사,자본재",20220512
094280,효성ITX,"상사,자본재",20220512
221840,하이즈항공,"상사,자본재",20220512
036120,SCI평가정보,"상사,자본재",20220512
069140,누리플랜,"상사,자본재",20220512
033050,제이엠아이,"상사,자본재",20220512
011810,STX,"상사,자본재",20220512
030960,양지사,"상사,자본재",20220512
011200,HMM,운송,20220512
003490,대한항공,운송,20220512
086280,현대글로비스,운송,20220512
180640,한진칼,운송,20220512
028670,팬오션,운송,20220512
000120,CJ대한통운,운송,20220512
020560,아시아나항공,운송,20220512
003280,흥아해운,운송,20220512
089860,롯데렌탈,운송,20220512
005880,대한해운,운송,20220512
319400,현대무벡스,운송,20220512
002320,한진,운송,20220512
272450,진에어,운송,20220512
089590,제주항공,운송,20220512
298690,에어부산,운송,20220512
091810,티웨이항공,운송,20220512
003100,선광,운송,20220512
044450,KSS해운,운송,20220512
009070,KCTC,운송,20220512
004360,세방,운송,20220512
004140,동방,운송,20220512
124560,태웅로직스,운송,20220512
067900,와이엔텍,운송,20220512
068400,SK렌터카,운송,20220512
009180,한솔로지스틱스,운송,20220512
095570,AJ네트웍스,운송,20220512
000700,유수홀딩스,운송,20220512
001140,국보,운송,20220512
005430,한국공항,운송,20220512
045340,토탈소프트,운송,20220512
040610,SG&G,운송,20220512
024800,유성티엔에스,운송,20220512
038390,레드캡투어,운송,20220512
129260,인터지스,운송,20220512
014130,한익스프레스,운송,20220512
004870,티웨이홀딩스,운송,20220512
036000,예림당,운송,20220512
032280,삼일,운송,20220512
084670,동양고속,운송,20220512
000650,천일고속,운송,20220512
005380,현대차,자동차,20220512
000270,기아,자동차,20220512
012330,현대모비스,자동차,20220512
161390,한국타이어앤테크놀로지,자동차,20220512
018880,한온시스템,자동차,20220512
204320,만도,자동차,20220512
011210,현대위아,자동차,20220512
004490,세방전지,자동차,20220512
005850,에스엘,자동차,20220512
025540,한국단자,자동차,20220512
271940,일진하이솔루스,자동차,20220512
009900,명신산업,자동차,20220512
064960,SNT모티브,자동차,20220512
073240,금호타이어,자동차,20220512
000240,한국앤컴퍼니,자동차,20220512
060980,한라홀딩스,자동차,20220512
007340,디티알오토모티브,자동차,20220512
038880,아이에이,자동차,20220512
015750,성우하이텍,자동차,20220512
214330,금호에이치티,자동차,20220512
002350,넥센타이어,자동차,20220512
123040,엠에스오토텍,자동차,20220512
010690,화신,자동차,20220512
126600,코프라,자동차,20220512
000430,대원강업,자동차,20220512
118990,모트렉스,자동차,20220512
088290,이원컴포텍,자동차,20220512
105550,트루윈,자동차,20220512
066590,우수AMS,자동차,20220512
033530,세종공업,자동차,20220512
013720,CBI,자동차,20220512
092200,디아이씨,자동차,20220512
215360,우리산업,자동차,20220512
122350,삼기,자동차,20220512
005720,넥센,자동차,20220512
353590,오토앤,자동차,20220512
036530,SNT홀딩스,자동차,20220512
003570,SNT중공업,자동차,20220512
013310,아진산업,자동차,20220512
043370,피에이치에이,자동차,20220512
007860,서연,자동차,20220512
041930,동아화성,자동차,20220512
011320,유니크,자동차,20220512
023800,인지컨트롤스,자동차,20220512
200880,서연이화,자동차,20220512
265560,영화테크,자동차,20220512
067570,엔브이에이치코리아,자동차,20220512
009680,모토닉,자동차,20220512
012860,모베이스전자,자동차,20220512
241690,유니테크노,자동차,20220512
038110,에코플라스틱,자동차,20220512
009320,대우부품,자동차,20220512
234100,폴라리스세원,자동차,20220512
024740,한일단조,자동차,20220512
089470,HDC현대EP,자동차,20220512
308170,센트랄모텍,자동차,20220512
012200,계양전기,자동차,20220512
047400,유니온머티리얼,자동차,20220512
000300,대유플러스,자동차,20220512
105330,케이엔더블유,자동차,20220512
002880,대유에이텍,자동차,20220512
282690,동아타이어,자동차,20220512
053700,삼보모터스,자동차,20220512
024900,덕양산업,자동차,20220512
170030,현대공업,자동차,20220512
104040,대성파인텍,자동차,20220512
045520,크린앤사이언스,자동차,20220512
053270,구영테크,자동차,20220512
010100,한국프랜지,자동차,20220512
006660,삼성공조,자동차,20220512
016740,두올,자동차,20220512
123410,코리아에프티,자동차,20220512
012280,영화금속,자동차,20220512
128540,에코캡,자동차,20220512
005710,대원산업,자동차,20220512
031510,오스템,자동차,20220512
023000,삼원강재,자동차,20220512
101330,모베이스,자동차,20220512
023810,인팩,자동차,20220512
126640,화신정공,자동차,20220512
013870,지엠비코리아,자동차,20220512
021820,세원정공,자동차,20220512
019180,티에이치엔,자동차,20220512
046070,코다코,자동차,20220512
024910,경창산업,자동차,20220512
002920,유성기업,자동차,20220512
041650,상신브레이크,자동차,20220512
013520,화승코퍼레이션,자동차,20220512
075180,새론오토모티브,자동차,20220512
054300,팬스타엔터프라이즈,자동차,20220512
065500,오리엔트정공,자동차,20220512
007530,영신금속,자동차,20220512
000040,KR모터스,자동차,20220512
005030,부산주공,자동차,20220512
378850,화승알앤에이,자동차,20220512
085910,네오티스,자동차,20220512
025440,대성엘텍,자동차,20220512
021650,한국큐빅,자동차,20220512
143210,핸즈코퍼레이션,자동차,20220512
090150,아이윈,자동차,20220512
001620,케이비아이동국실업,자동차,20220512
163560,동일고무벨트,자동차,20220512
130500,GH신소재,자동차,20220512
048430,유라테크,자동차,20220512
019770,서연탑메탈,자동차,20220512
018500,동원금속,자동차,20220512
090080,평화산업,자동차,20220512
017370,우신시스템,자동차,20220512
071850,캐스텍코리아,자동차,20220512
092780,동양피스톤,자동차,20220512
154040,솔루에타,자동차,20220512
123700,SJM,자동차,20220512
004840,DRB동일,자동차,20220512
310870,디와이씨,자동차,20220512
080470,성창오토텍,자동차,20220512
001380,SG글로벌,자동차,20220512
093380,풍강,자동차,20220512
212560,네오오토,자동차,20220512
024120,KB오토시스,자동차,20220512
004100,태양금속,자동차,20220512
122690,서진오토모티브,자동차,20220512
145210,다이나믹디자인,자동차,20220512
010770,평화홀딩스,자동차,20220512
113810,디젠스,자동차,20220512
001420,태원물산,자동차,20220512
019540,일지테크,자동차,20220512
033250,체시스,자동차,20220512
130740,티피씨글로벌,자동차,20220512
290120,대유에이피,자동차,20220512
072470,우리산업홀딩스,자동차,20220512
161570,THE MIDONG,자동차,20220512
025530,SJM홀딩스,자동차,20220512
053060,세동,자동차,20220512
020400,대동금속,자동차,20220512
010580,에스엠벡셀,자동차,20220512
051900,LG생활건강,"화장품,의류",20220512
090430,아모레퍼시픽,"화장품,의류",20220512
021240,코웨이,"화장품,의류",20220512
383220,F&F,"화장품,의류",20220512
081660,휠라홀딩스,"화장품,의류",20220512
002790,아모레G,"화장품,의류",20220512
048410,현대바이오,"화장품,의류",20220512
111770,영원무역,"화장품,의류",20220512
298020,효성티앤씨,"화장품,의류",20220512
161890,한국콜마,"화장품,의류",20220512
192820,코스맥스,"화장품,의류",20220512
020000,한섬,"화장품,의류",20220512
005440,현대그린푸드,"화장품,의류",20220512
031430,신세계인터내셔날,"화장품,의류",20220512
105630,한세실업,"화장품,의류",20220512
007700,F&F홀딩스,"화장품,의류",20220512
093050,LF,"화장품,의류",20220512
009450,경동나비엔,"화장품,의류",20220512
001530,DI동일,"화장품,의류",20220512
298540,더네이쳐홀딩스,"화장품,의류",20220512
009970,영원무역홀딩스,"화장품,의류",20220512
110790,크리스에프앤씨,"화장품,의류",20220512
241590,화승엔터프라이즈,"화장품,의류",20220512
214260,라파스,"화장품,의류",20220512
024720,한국콜마홀딩스,"화장품,의류",20220512
065350,신성델타테크,"화장품,의류",20220512
006060,화승인더,"화장품,의류",20220512
284740,쿠쿠홈시스,"화장품,의류",20220512
033290,코웰패션,"화장품,의류",20220512
121440,골프존뉴딘홀딩스,"화장품,의류",20220512
000050,경방,"화장품,의류",20220512
005390,신성통상,"화장품,의류",20220512
052260,현대바이오랜드,"화장품,의류",20220512
102280,쌍방울,"화장품,의류",20220512
004250,NPC,"화장품,의류",20220512
018250,애경산업,"화장품,의류",20220512
018290,브이티지엠피,"화장품,의류",20220512
003200,일신방직,"화장품,의류",20220512
002700,신일전자,"화장품,의류",20220512
270660,에브리봇,"화장품,의류",20220512
337930,브랜드엑스코퍼레이션,"화장품,의류",20220512
035150,백산,"화장품,의류",20220512
244460,올리패스,"화장품,의류",20220512
044340,위닉스,"화장품,의류",20220512
056080,유진로봇,"화장품,의류",20220512
192400,쿠쿠홀딩스,"화장품,의류",20220512
306040,에스제이그룹,"화장품,의류",20220512
001070,대한방직,"화장품,의류",20220512
092730,네오팜,"화장품,의류",20220512
037070,파세코,"화장품,의류",20220512
079980,휴비스,"화장품,의류",20220512
064800,젬백스링크,"화장품,의류",20220512
005320,국동,"화장품,의류",20220512
194370,제이에스코퍼레이션,"화장품,의류",20220512
001460,BYC,"화장품,의류",20220512
013990,아가방컴퍼니,"화장품,의류",20220512
042600,새로닉스,"화장품,의류",20220512
067170,오텍,"화장품,의류",20220512
260930,씨티케이,"화장품,의류",20220512
027050,코리아나,"화장품,의류",20220512
237880,클리오,"화장품,의류",20220512
