종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-2.36,7.28,17.14,24.62,14.9,40.62
006840,7.89,12.84,17.42,25.83,-8.21,-7.69
054620,-1.96,7.76,2.88,-10.71,-22.36,32.42
027410,0.38,0.95,3.29,0.38,-6.16,-27.19
282330,-0.28,1.7,10.84,24.74,4.68,12.23
138930,0.88,0.88,4.29,-4.29,-8.85,22.22
001460,1.0,1.91,-1.95,-0.66,4.74,24.11
001465,1.12,1.12,1.98,-1.64,-2.44,15.02
001040,1.54,1.18,3.26,1.79,-11.95,-8.06
035760,0.45,4.75,4.43,-3.86,-10.28,-4.68
00104K,0.82,1.37,1.37,3.51,-8.66,0.0
000120,0.4,-2.31,-3.79,-1.55,-15.61,-30.22
011150,1.8,0.36,5.34,9.7,10.56,-8.82
011155,-1.06,1.49,-3.61,2.89,-4.23,2.61
001045,1.18,1.18,4.78,-3.56,-13.74,-9.65
097950,2.24,3.05,3.74,2.24,-3.24,-5.71
097955,1.48,2.7,3.32,-2.84,-12.31,-9.76
051500,-1.07,6.32,-6.45,25.85,13.5,56.12
058820,0.73,3.75,4.54,-10.49,-11.41,-21.3
023460,0.78,4.67,18.94,2.59,-20.65,-12.12
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-2.51,-1.55,0.29,8.37,8.88,9.05
012030,0.0,10.22,26.29,13.29,10.11,26.29
367340,-0.23,0.0,0.71,2.16,-0.93,2.4
367360,-0.23,-0.47,0.23,2.15,1.42,4.65
016610,1.2,1.65,7.81,2.11,3.52,10.64
005830,-0.85,-0.14,18.74,29.07,6.9,49.89
000990,-0.68,-4.83,4.59,-5.2,37.03,26.78
000995,1.12,4.73,4.73,-1.29,-0.8,-2.73
139130,-0.11,-1.17,2.31,-0.21,-5.58,14.23
001880,-1.54,-4.17,0.88,4.36,-3.2,-18.21
000215,2.03,4.27,8.05,8.78,-8.11,-6.18
375500,-0.75,-1.85,1.15,8.16,0.76,10.42
37550K,0.24,2.69,22.45,19.66,11.41,15.23
068790,0.3,4.35,3.54,-1.03,3.07,-20.57
004840,-0.74,1.71,4.71,3.49,-12.6,-20.3
155660,-1.07,0.31,12.76,10.45,-30.72,10.07
069730,2.17,7.01,19.07,16.62,-33.22,1.99
017940,0.53,2.27,-1.46,-0.63,-16.93,9.73
079190,6.82,17.5,20.51,9.3,-40.83,-40.83
050120,-0.52,-4.19,4.95,16.97,30.0,14.86
114090,1.97,6.87,5.78,17.8,-2.2,-4.01
900290,0.0,1.63,-4.21,1.63,31.44,31.44
078930,1.71,3.83,6.3,13.45,1.13,13.89
083450,0.15,3.51,-1.52,-13.48,29.34,39.66
001250,-0.57,5.45,1.36,9.66,4.4,8.52
078935,0.7,2.27,3.44,3.29,-1.63,10.23
078150,-1.68,-4.68,-4.49,-10.86,-0.85,-30.25
012630,2.52,-1.61,-8.04,-29.95,-32.22,-35.51
089470,0.42,1.81,-5.26,-18.79,-20.68,-25.27
294870,1.65,-4.94,-14.21,-35.02,-42.86,-46.34
097230,0.0,2.41,1.51,0.88,-20.1,9.95
036640,1.11,-1.32,-5.84,12.91,6.48,36.54
335870,2.25,5.81,7.31,4.36,-1.3,4.6
351340,2.07,2.54,4.23,3.02,2.54,4.47
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.95,0.83,4.42,2.91,-2.3,33.65
950170,1.05,6.62,19.85,19.41,-3.11,-7.82
234080,1.37,1.02,-2.63,5.34,-6.33,-21.49
035900,-0.79,9.28,23.32,23.08,50.72,78.8
024840,-0.47,3.9,3.65,7.58,4.41,-7.39
024120,1.31,3.52,2.83,-7.22,-5.8,-38.91
002380,1.78,2.23,4.09,11.17,-14.02,50.0
021320,-3.37,-4.74,17.41,20.07,-3.37,10.44
344820,1.92,-0.62,9.06,8.69,-3.19,32.78
036670,0.78,1.68,5.35,-1.09,5.23,-4.43
009070,1.9,8.4,9.32,2.87,10.63,1.42
009440,0.94,1.66,3.25,-3.27,-19.87,-6.83
112190,-0.99,0.5,-4.98,6.93,-26.29,65.02
151860,0.0,4.9,-1.15,-12.59,-21.17,106.92
016380,0.45,-0.89,-0.45,3.26,-13.62,-21.55
016385,0.0,0.46,5.26,14.82,-5.98,-8.71
046440,-0.77,-4.92,2.6,-27.65,-1.63,-8.56
035600,-1.32,-2.61,26.99,17.32,29.19,12.59
001390,-2.07,-0.81,2.16,0.33,-9.17,14.34
001940,0.0,0.86,5.39,21.8,-18.52,1.15
122450,-0.25,1.5,8.27,1.25,-13.34,-35.3
058400,2.16,6.77,13.15,1.79,-7.79,-32.38
114450,1.64,-0.73,8.44,-32.91,-13.14,-22.61
025000,-0.55,0.0,1.12,1.31,-11.18,-16.92
092230,0.49,0.0,1.82,-2.68,-6.94,-1.44
000040,0.68,-1.33,11.81,1.6,-10.1,-30.74
030200,0.41,2.23,12.77,20.76,14.53,32.79
033780,0.49,0.74,0.62,3.04,0.74,0.12
030210,0.38,2.13,1.15,1.35,-13.61,7.99
058850,0.84,1.05,5.26,-6.8,-7.51,-18.51
058860,-0.2,1.02,8.75,-1.58,0.0,-20.35
060370,0.17,0.0,8.19,6.41,2.11,-5.68
093050,3.71,1.11,1.97,5.83,2.83,0.28
034220,-0.25,-1.96,7.8,-18.83,8.38,-12.45
051900,0.89,8.26,-4.84,-18.12,-32.08,-42.42
051905,0.59,1.18,-0.96,-16.26,-19.15,-25.58
032640,1.07,1.43,6.39,3.66,-5.98,15.04
011070,0.13,-1.53,14.07,3.91,88.73,83.33
066570,-0.43,-2.5,-5.26,-16.13,-6.77,-26.18
066575,-0.17,-0.51,-3.65,-10.89,-9.92,-21.27
037560,1.87,1.68,3.62,-2.16,-22.17,13.81
051910,0.57,0.57,-1.68,-14.89,-31.69,-36.47
051915,-2.39,-0.75,-0.19,-7.16,-29.44,-32.14
079550,0.84,-8.12,-2.95,4.78,43.65,75.52
006260,-1.15,-0.19,0.98,-5.14,-17.81,-22.26
010120,-1.69,-3.76,-2.57,-21.67,-34.61,-27.9
000680,6.47,4.82,4.37,22.52,6.78,31.91
229640,0.12,2.55,4.29,1.52,-3.02,3.35
108320,3.21,1.09,22.01,-11.8,51.95,87.1
