종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-2.11,6.74,14.66,21.99,12.48,35.77
006840,-1.22,10.96,15.99,23.04,-9.33,-7.25
054620,2.4,7.11,5.35,-9.86,-20.5,33.89
027410,0.94,1.89,4.26,1.7,-5.28,-26.0
282330,0.56,4.05,11.46,26.76,5.26,13.21
138930,-1.99,-1.25,2.21,-7.08,-10.67,18.7
001460,-0.33,2.27,-2.27,-11.47,4.39,22.03
001465,2.5,3.94,4.53,-7.05,0.0,17.14
001040,-0.35,1.91,2.9,1.43,-12.26,-7.89
035760,-1.34,3.03,3.03,-4.74,-11.48,-5.49
00104K,0.0,1.79,1.37,3.94,-8.66,0.14
000120,0.79,-1.92,-3.03,-0.78,-14.95,-29.09
011150,-0.12,1.07,5.22,9.15,10.43,-8.83
011155,3.08,5.05,-0.65,4.19,-1.28,5.77
001045,-0.19,1.18,4.58,-3.02,-13.9,-10.3
097950,0.26,4.43,4.01,2.5,-2.99,-5.12
097955,-0.88,1.19,2.42,-3.69,-13.08,-9.84
051500,1.35,8.85,-5.18,29.53,15.03,54.32
058820,-0.58,0.59,3.93,-10.08,-11.92,-20.67
023460,0.78,4.43,19.86,3.8,-20.03,-9.58
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-2.58,-4.35,-2.3,5.58,6.07,3.97
012030,-1.82,7.46,24.0,10.2,8.11,22.73
367340,0.23,0.23,0.95,1.67,-0.7,2.89
367360,0.47,0.0,0.7,2.87,1.9,4.88
016610,-0.74,0.9,7.02,0.75,2.76,6.68
005830,-0.43,0.43,18.23,21.75,6.44,49.09
000990,-0.14,-4.96,4.45,-5.21,36.84,25.95
000995,1.3,4.55,6.09,0.5,0.5,-6.48
139130,-1.5,-2.76,0.77,-2.34,-7.0,12.1
001880,-0.7,-3.38,0.18,1.6,-3.87,-19.24
000215,0.5,3.32,8.59,9.03,-7.65,-5.38
375500,-1.13,0.0,0.0,4.38,-0.38,8.71
37550K,0.6,4.45,23.18,19.18,12.07,15.44
068790,-0.6,-0.3,2.93,-5.52,2.45,-22.51
004840,0.37,2.49,5.1,4.28,-12.27,-18.04
155660,-1.09,1.43,11.54,6.87,-31.47,5.98
069730,-0.35,8.69,18.65,14.31,-33.45,-3.76
017940,-0.21,1.18,-1.66,-1.15,-17.11,7.63
079190,-2.43,10.69,17.58,5.59,-42.27,-42.27
050120,-0.35,-2.56,4.59,16.21,29.55,14.11
114090,4.5,11.68,10.54,22.64,2.2,-0.31
900290,-0.8,-1.2,-4.98,1.22,30.39,30.39
078930,0.22,4.31,6.54,13.27,1.36,15.17
083450,-1.23,0.79,-2.74,-13.04,27.74,26.73
001250,1.15,1.54,2.52,6.67,5.6,9.32
078935,0.14,2.99,3.58,3.73,-1.5,10.55
078150,1.71,-2.06,-2.86,-10.02,0.85,-32.58
012630,-0.14,2.81,-8.17,-31.04,-32.31,-38.05
089470,0.52,2.24,-4.76,-18.92,-20.27,-23.81
294870,-0.97,0.0,-15.04,-38.13,-43.41,-48.04
097230,-0.12,3.73,1.38,2.81,-20.2,9.36
036640,-1.46,-0.61,-7.22,6.44,4.92,34.11
335870,1.76,7.67,9.2,5.71,0.43,6.44
351340,0.9,4.19,5.16,3.7,3.46,6.67
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.12,0.59,4.55,1.67,-2.18,33.81
950170,-0.62,5.96,19.11,19.55,-3.71,-6.61
234080,-0.68,0.34,-3.29,4.63,-6.96,-22.22
035900,-0.64,7.83,22.53,29.03,49.76,79.45
024840,-0.47,3.16,3.16,6.53,3.92,-9.21
024120,1.78,5.37,4.67,-7.37,-4.12,-38.13
002380,-0.58,0.15,3.48,-11.87,-14.52,46.88
021320,0.5,-1.94,17.99,13.23,-2.88,12.35
344820,-1.41,-1.56,7.52,3.28,-4.55,29.42
036670,0.55,2.24,5.93,-0.76,5.81,-3.8
009070,-0.31,7.35,8.98,1.58,10.29,3.71
009440,1.28,1.16,4.57,-7.35,-18.84,-4.71
112190,-0.37,0.0,-5.33,2.96,-26.56,56.97
151860,0.0,4.47,-1.15,-14.33,-21.17,102.36
016380,-0.45,-0.9,-0.9,-3.91,-14.01,-24.32
016385,-3.18,-3.18,1.91,11.17,-8.97,-12.7
046440,0.22,-4.41,2.82,-25.1,-1.41,-11.65
035600,-1.34,-6.77,25.28,16.67,27.46,11.36
001390,-0.49,-0.65,1.66,-1.45,-9.62,11.7
001940,0.0,2.03,5.39,18.12,-18.52,0.57
122450,2.22,2.09,10.67,3.23,-11.42,-31.4
058400,-0.7,1.81,12.35,0.36,-8.44,-31.72
114450,-0.15,-3.27,8.28,-33.98,-13.27,-24.19
025000,0.93,-0.18,2.06,2.64,-10.36,-16.92
092230,-0.16,0.33,1.65,-3.45,-7.09,-1.12
000040,-0.22,0.11,11.56,-1.22,-10.3,-29.52
030200,0.27,4.26,13.08,22.09,14.84,32.43
033780,0.0,0.37,0.62,3.83,0.74,0.25
030210,0.19,2.33,1.34,-2.22,-13.44,2.72
058850,-0.62,-0.21,4.61,-7.74,-8.09,-17.19
058860,0.2,1.84,8.97,-1.39,0.2,-18.23
060370,0.17,-1.69,8.38,3.37,2.28,-4.59
093050,0.28,1.11,2.25,5.81,3.12,-1.09
034220,-3.24,-5.37,4.3,-24.81,4.86,-21.14
051900,0.55,5.82,-4.32,-17.51,-31.71,-41.39
051905,0.19,0.19,-0.77,-15.69,-19.0,-25.54
032640,-1.06,0.72,5.26,3.7,-6.98,15.23
011070,-1.82,-3.45,12.0,8.31,85.29,80.43
066570,0.43,-2.08,-4.86,-17.25,-6.37,-23.95
066575,0.0,-0.34,-3.65,-12.89,-9.92,-19.75
037560,0.18,1.49,3.81,-0.91,-22.03,12.14
051910,2.66,3.25,0.93,-16.15,-29.87,-33.9
051915,-0.56,-1.86,-0.75,-10.19,-29.84,-32.78
079550,-1.93,-1.66,-4.83,0.14,40.87,61.73
006260,-0.19,-0.19,0.78,-6.18,-17.97,-23.1
010120,0.92,-1.24,-1.68,-21.1,-34.01,-27.95
000680,2.57,8.9,7.05,25.66,9.52,34.57
229640,1.12,3.7,5.45,2.78,-1.93,4.1
108320,-0.68,0.07,21.19,-9.2,50.92,71.93
001120,0.0,1.18,8.37,27.04,-0.87,9.06
108670,-1.26,-3.82,9.58,-2.78,-16.58,-24.31
108675,-0.31,0.32,14.0,8.18,-11.06,-14.99
023150,1.6,6.06,8.32,-1.46,-23.68,15.21
160550,0.0,0.46,-7.2,-29.81,-13.1,-12.75
053290,-1.19,-2.69,-31.04,-30.17,-36.81,-48.39
104200,-4.9,-13.61,1.23,-16.24,203.31,160.66
005945,-0.44,0.44,1.79,-1.72,-5.0,18.26
338100,0.2,1.83,2.77,5.14,3.73,13.73
034310,0.3,-1.47,1.51,4.02,-3.17,-2.61
030190,-0.25,-1.26,6.22,8.56,-3.2,-19.47
008260,1.36,3.36,11.04,49.64,30.75,41.35
004250,3.85,0.88,-0.43,-17.76,37.28,120.17
004255,2.65,0.24,-5.96,-17.44,34.6,79.37
010060,0.94,2.39,-2.73,0.47,-33.33,-6.96
178920,1.07,3.38,6.64,-12.64,-11.0,-0.11
024940,-0.28,0.57,66.35,43.7,29.49,14.4
005490,-1.53,-3.18,-0.69,1.05,-10.65,-13.45
091340,0.37,1.87,5.61,-4.38,3.02,4.8
010950,-1.09,2.15,11.37,10.75,-9.59,24.25
010955,0.17,3.02,8.61,4.88,-8.52,25.54
019550,0.0,1.3,6.51,-7.16,-5.76,-29.16
034120,2.12,11.57,7.26,-5.37,-19.93,107.24
046140,1.65,2.7,3.9,-2.2,6.95,12.2
036120,0.15,0.62,1.41,-2.84,1.41,-33.37
036540,-0.15,-3.25,2.85,-10.57,13.22,-17.96
040610,1.45,5.46,20.43,10.24,11.55,-9.82
005090,-0.79,0.8,-11.44,6.57,-3.45,22.68
001380,-0.72,3.27,11.38,-2.14,-5.95,-52.65
004060,0.78,2.38,15.33,-15.85,13.64,1.97
001770,-0.29,7.26,12.58,15.45,27.34,8.97
002360,2.9,1.43,-6.99,6.82,-5.33,9.01
009160,2.87,4.88,11.54,32.31,-0.81,143.97
