종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-0.92,4.21,16.06,22.94,14.41,30.56
006840,0.21,10.18,17.92,23.29,-10.64,-7.77
054620,-1.56,6.78,4.56,-3.45,-17.65,32.08
027410,0.19,1.13,3.45,1.89,-3.06,-26.47
282330,-0.28,3.46,7.16,28.67,3.46,11.84
138930,1.65,1.14,7.1,-6.43,-9.4,20.66
001460,-1.33,0.68,-2.2,-13.16,5.32,19.76
001465,-1.63,2.25,5.22,-8.33,1.4,14.15
001040,-1.17,0.24,4.6,1.57,-13.82,-9.46
035760,-2.41,0.31,2.45,-7.57,-15.7,-8.1
00104K,0.14,1.23,2.92,4.97,-8.31,-0.14
000120,-0.78,-3.05,-2.31,0.4,-15.89,-30.79
011150,-0.35,2.3,5.24,9.61,14.67,-12.08
011155,-0.91,3.67,-0.91,4.23,-1.68,3.11
001045,0.0,0.59,6.42,3.84,-13.47,-10.92
097950,0.0,4.15,9.42,2.91,-2.14,-4.42
097955,-0.59,0.3,3.37,-3.99,-14.25,-9.65
051500,-0.4,7.64,-6.97,33.16,12.16,54.34
058820,-1.75,-3.3,5.63,-9.64,-9.52,-20.87
023460,-3.28,-0.99,16.74,0.4,-20.57,-14.63
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.29,-4.87,-1.3,4.59,9.11,7.22
012030,-1.39,1.91,23.98,9.68,8.23,21.02
367340,0.0,-0.23,0.71,1.67,0.23,2.89
367360,0.7,1.88,1.41,3.1,3.1,5.61
016610,-0.15,0.9,9.66,0.3,4.85,1.82
005830,4.18,5.55,26.84,21.92,11.92,55.99
000990,-3.43,-8.46,3.69,-5.51,36.24,23.77
000995,0.0,-0.49,6.32,1.0,1.1,-11.79
139130,1.42,-1.06,4.14,-1.9,-6.34,13.14
001880,-0.35,-3.4,0.0,2.52,-2.23,-19.63
000215,0.0,3.45,12.21,6.45,-5.16,-5.27
375500,-0.76,-1.52,-0.76,3.17,-2.62,6.56
37550K,-0.12,2.18,23.03,18.71,11.49,14.99
068790,-1.5,-3.24,2.49,-6.67,4.44,-23.84
004840,0.37,3.07,6.32,2.87,-7.56,-18.24
155660,-0.78,-3.95,13.85,3.43,-23.92,6.21
069730,-0.53,5.07,20.17,11.33,-28.66,-3.95
017940,0.32,1.17,-0.32,-0.73,-13.82,7.24
