종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-2.48,-2.48,4.55,2.61,-8.17,28.89
006840,-1.13,5.81,16.84,9.52,-20.69,-27.29
054620,-0.41,1.68,12.56,-5.84,-33.33,44.05
027410,0.19,1.35,4.79,0.77,-15.73,-18.73
282330,1.43,4.72,6.93,15.64,-1.11,4.72
138930,0.78,3.6,-5.25,-11.82,-3.6,17.04
001460,-1.8,-4.39,-4.07,2.83,-3.75,21.28
001465,-0.84,0.85,-0.56,6.63,-1.94,14.19
001040,0.86,1.87,0.25,-4.0,-22.19,-13.09
035760,1.01,2.6,5.51,-7.13,-13.42,-8.75
00104K,0.42,0.84,-0.14,-1.64,-13.81,-2.05
000120,1.12,1.88,11.07,2.65,-20.53,-23.01
011150,0.0,2.91,10.03,1.83,-5.58,-14.77
011155,0.51,1.79,7.3,6.72,0.51,6.15
001045,-0.2,0.93,1.77,-11.16,-22.42,-11.8
097950,0.43,-0.28,-2.08,-9.36,-18.74,-16.13
097955,-0.62,0.31,1.89,-10.53,-19.65,-15.0
051500,-2.59,-5.79,-0.97,21.36,2.14,47.93
058820,-2.17,0.9,9.76,-10.48,-21.24,-26.15
023460,16.52,21.75,28.75,1.78,-31.33,2.18
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-0.15,1.78,2.54,7.36,7.02,13.76
012030,-0.33,2.36,8.44,-2.67,-14.37,3.52
367340,0.0,0.71,0.95,0.24,-2.07,3.16
367360,-0.23,0.71,0.0,1.67,-2.29,5.45
016610,-1.55,2.08,0.79,-7.14,-6.73,10.98
005830,3.92,3.57,-0.65,5.9,-1.29,37.08
000990,0.7,0.98,7.8,0.7,22.91,25.26
000995,0.21,-1.06,-3.8,-10.76,-12.43,-8.59
139130,0.33,2.78,-2.73,-4.24,-1.91,11.85
001880,0.16,4.1,17.57,12.36,-4.99,-6.88
000215,-0.13,2.05,5.81,-1.71,-14.92,-6.27
375500,-0.39,-3.76,14.8,4.92,-8.9,4.07
37550K,0.14,0.58,9.92,-2.38,-9.82,-5.55
068790,1.41,0.47,4.53,-3.58,-14.21,-21.79
004840,0.2,1.2,-0.98,-1.94,-22.75,-26.67
155660,-0.85,5.78,15.58,5.59,-44.98,9.33
069730,0.3,6.34,14.47,8.21,-51.52,-6.52
017940,2.96,0.86,-0.53,-1.88,-26.45,12.71
079190,-1.4,4.07,23.25,-11.08,-49.46,-49.46
050120,-1.93,0.54,3.53,20.0,16.86,21.83
114090,-1.67,4.26,2.8,18.07,-9.26,-15.03
900290,0.0,0.4,-3.46,2.87,31.97,31.97
078930,1.64,-0.25,-1.35,-1.23,-6.28,0.5
083450,3.17,-1.9,-3.89,-14.52,4.75,43.06
001250,-0.21,-1.05,11.58,2.61,-12.27,-1.05
078935,0.0,0.44,1.76,-4.95,-5.59,8.13
078150,1.02,1.65,15.15,-3.14,-10.34,-15.41
012630,-0.26,-2.54,2.81,-25.44,-33.22,-30.81
089470,-0.63,-1.66,3.15,-18.61,-20.65,-23.96
294870,6.1,-5.18,12.62,-25.32,-38.84,-38.62
097230,2.23,0.91,10.64,-2.5,-22.39,12.55
036640,-1.4,5.6,12.62,19.27,17.94,46.71
335870,-0.23,0.47,-1.39,-1.39,-5.96,-1.84
351340,1.18,0.47,-1.15,0.23,-3.16,2.39
099520,0.0,0.0,0.0,0.0,0.0,-50.58
175330,-0.62,-0.5,-3.83,-5.19,-4.85,25.63
950170,-0.23,6.48,9.42,9.15,-13.76,-23.6
234080,-0.67,-0.67,7.64,-2.31,-16.15,-28.33
035900,0.76,1.54,26.32,8.98,31.84,50.21
024840,1.04,1.3,0.78,3.72,-17.2,-13.33
024120,0.51,1.02,2.23,-7.31,-17.22,-40.04
002380,-0.61,3.5,9.61,3.34,-28.65,59.31
021320,0.48,22.51,31.94,23.23,-12.92,23.09
344820,0.63,10.0,14.54,7.41,-15.72,46.16
036670,0.12,1.17,4.73,-6.6,-5.16,-7.8
009070,0.52,2.46,10.65,-7.47,-12.48,-16.86
009440,-0.24,3.62,6.54,-1.89,-30.4,-6.42
112190,-0.24,-4.44,2.25,18.23,-27.95,73.83
151860,0.81,-4.62,16.98,-19.48,-25.08,106.67
016380,3.24,3.72,13.31,2.76,-25.17,-13.23
016385,3.45,0.0,-0.94,6.17,-7.89,-6.67
046440,0.33,4.97,5.7,-24.56,-8.18,-9.1
035600,-0.83,1.98,4.96,-4.26,-2.44,-7.22
001390,4.06,2.43,14.59,-6.36,-13.38,14.15
001940,0.29,11.22,17.63,13.4,-21.67,13.03
058400,0.38,6.85,9.96,0.76,-24.93,-24.07
114450,2.67,5.15,9.93,-6.98,-26.13,-29.48
025000,0.19,0.19,4.51,-3.44,-13.61,-14.17
092230,0.17,0.17,0.17,-6.19,-9.55,5.76
000040,-0.6,8.49,6.95,-6.1,-22.7,-38.44
044450,0.0,-2.11,1.31,-1.69,-1.28,9.43
030200,1.08,3.3,2.81,3.62,1.08,22.3
033780,0.37,1.12,2.39,-3.78,0.12,1.75
030210,-0.19,4.3,7.2,-10.02,-25.68,16.42
058850,1.08,5.16,9.84,-7.13,-17.14,-18.15
058860,-0.21,4.81,9.36,-1.24,-9.28,-16.26
060370,-1.56,6.75,15.07,13.35,-7.63,4.02
093050,0.28,3.45,4.05,4.05,-3.74,7.14
034220,2.86,5.32,2.59,-13.16,-2.22,-10.61
051900,-2.9,-10.47,-14.05,-26.17,-39.84,-46.28
051905,-0.78,-0.39,-8.47,-17.53,-24.18,-26.8
032640,0.74,0.0,1.5,-2.87,-7.51,11.98
011070,3.24,8.22,21.85,15.06,77.26,76.04
066570,-1.98,2.49,1.23,-5.0,-13.03,-21.84
066575,-1.35,-0.68,-0.34,-8.18,-16.93,-18.66
037560,-0.19,4.3,9.88,-5.49,-29.74,13.98
051910,3.94,-1.61,-21.46,-30.71,-31.96,-43.0
051915,-1.18,-2.72,-18.0,-22.45,-27.39,-33.47
079550,2.93,1.1,26.63,21.02,45.08,91.93
006260,1.37,2.57,8.35,-3.71,-23.68,-22.54
010120,0.11,3.1,11.9,-15.97,-32.44,-22.93
000680,0.89,2.09,2.4,15.76,-15.26,27.66
