종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-3.11,0.65,10.27,22.4,11.65,24.1
006840,0.21,11.16,22.0,24.81,-7.22,-12.54
054620,-0.4,2.87,7.26,-1.18,-16.05,30.73
027410,-0.74,0.56,3.88,2.29,-2.73,-29.61
282330,-0.84,2.01,4.4,25.8,3.19,10.56
138930,-1.5,-1.01,7.5,-7.08,-8.48,15.88
001460,0.45,0.45,-2.29,-10.32,6.55,17.76
001465,-1.1,1.41,3.46,-8.88,0.28,11.15
001040,3.21,2.96,10.7,6.89,-10.87,-6.16
035760,-3.71,-5.18,0.97,-9.64,-23.04,-11.32
00104K,0.14,2.07,6.78,6.17,-8.75,-0.67
000120,-1.18,-3.09,-1.95,0.0,-16.61,-31.42
011150,-2.37,-0.48,7.01,8.28,14.13,-15.05
011155,-0.39,1.6,-0.91,3.26,-3.68,0.66
001045,0.97,1.17,7.79,6.13,-12.48,-9.58
097950,0.77,6.09,13.62,4.67,0.26,-3.92
097955,1.48,1.79,6.88,-1.16,-12.31,-7.32
051500,-2.54,1.68,0.69,30.94,10.3,52.3
058820,-2.07,-5.16,4.59,-9.95,-13.48,-26.72
023460,-1.79,-2.57,19.37,-0.4,-18.91,-19.05
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-1.32,-6.65,0.6,3.53,9.59,4.5
012030,-2.35,-7.14,18.72,8.22,11.35,12.68
367340,0.7,0.7,1.9,-0.46,1.42,3.61
367360,0.23,1.64,1.88,3.58,4.58,5.85
016610,-0.15,0.0,11.13,2.14,6.02,-1.62
005830,-0.83,2.58,28.04,18.91,9.13,55.03
000990,-0.43,-6.54,3.24,-3.18,40.85,25.22
000995,-1.49,0.1,6.08,0.0,4.74,-12.33
139130,-0.43,-0.86,4.99,-1.91,-7.4,11.97
001880,-0.7,-3.25,1.99,0.18,-1.57,-21.09
000215,0.0,2.28,12.52,7.58,-2.18,-6.15
375500,-0.77,-2.64,0.39,-1.15,0.78,4.88
37550K,-2.01,-0.24,22.52,16.48,10.27,12.21
068790,-2.89,-5.33,-0.78,-7.26,5.62,-26.64
004840,0.0,0.56,8.25,2.87,-4.1,-18.85
155660,-3.79,-8.42,9.53,3.57,-18.8,0.83
069730,-4.29,-2.19,15.64,7.63,-26.58,-6.78
017940,-0.63,-0.53,1.4,-1.05,-11.8,5.02
079190,-1.94,1.33,20.16,2.7,-30.59,-45.32
050120,-2.77,-1.75,7.06,16.51,38.01,7.06
114090,-3.16,3.03,11.68,17.69,-4.67,-6.42
900290,-0.81,-1.6,-3.53,0.82,29.34,29.34
078930,-3.25,-1.71,6.15,7.74,-4.96,10.93
083450,-1.58,-2.36,-0.64,-8.94,33.26,14.15
001250,4.12,2.58,15.83,12.32,0.54,8.38
078935,-0.83,1.13,3.77,3.92,-2.98,9.15
078150,-1.06,-2.92,-3.32,-7.36,4.25,-39.16
012630,-0.68,2.11,-5.6,-29.95,-30.29,-40.57
089470,-1.16,-1.16,-2.19,-18.26,-15.32,-24.56
294870,-3.27,-1.99,-12.68,-40.44,-41.62,-49.66
097230,-0.38,0.13,3.38,1.92,-17.85,9.19
036640,-1.49,-3.06,0.76,12.32,6.87,33.05
335870,0.21,7.32,10.35,8.06,5.16,8.31
351340,0.45,3.92,5.87,5.37,6.87,7.38
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.12,1.42,7.8,2.76,-0.58,30.24
950170,-3.47,0.0,16.96,17.26,-15.09,-11.32
234080,-0.68,-0.34,-0.34,3.93,-3.96,-21.77
035900,0.0,1.95,25.2,39.58,46.26,78.86
024840,-2.16,-6.22,3.83,3.04,10.6,-15.73
024120,-0.8,1.48,5.63,-8.02,0.32,-38.1
002380,-2.71,-5.56,6.25,-16.65,-12.82,23.75
021320,-2.76,-9.52,15.85,6.03,-5.47,3.04
344820,-0.16,-2.21,9.35,-4.91,-0.48,20.86
036670,-1.1,0.9,6.15,-1.1,7.93,-5.37
009070,-2.36,-1.12,9.73,0.98,13.76,1.81
009440,-3.03,-2.46,4.4,-10.26,-14.94,-16.06
112190,-2.58,-2.7,-6.82,-6.27,-25.28,52.9
151860,4.11,33.2,36.51,13.06,20.51,161.94
016380,29.76,45.33,59.51,38.56,32.39,3.48
016385,29.71,64.22,76.35,88.42,77.23,51.05
046440,3.03,10.63,19.16,-3.77,12.96,-0.97
035600,-6.92,-10.13,22.65,18.13,10.32,1.96
001390,3.78,31.84,41.1,36.65,34.2,48.74
001940,-0.87,-3.39,9.97,9.97,-17.39,-5.52
122450,-1.57,-0.61,8.96,0.62,-5.45,-31.51
058400,-3.6,-5.63,9.84,-1.11,-5.96,-39.5
114450,-4.32,-6.28,6.47,-29.45,-11.93,-28.67
025000,-0.37,0.37,3.03,1.68,-8.72,-17.07
092230,-0.16,0.33,2.67,-2.69,-5.09,-2.38
000040,-1.12,-1.01,17.02,-2.76,-7.47,-37.37
030200,-2.96,0.84,12.68,19.01,14.1,28.8
033780,0.25,0.87,0.99,3.43,1.24,0.49
058850,-2.31,-2.72,6.41,-7.74,-6.44,-19.13
058860,-2.0,0.2,9.38,-2.78,0.82,-17.37
