종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-1.15,9.44,10.44,10.04,1.86,40.07
006840,0.0,-1.37,-0.23,8.84,-20.19,-25.04
054620,0.0,-1.24,14.35,-10.15,-32.1,40.09
027410,0.0,0.95,4.54,-0.19,-11.96,-13.82
282330,0.56,1.97,11.04,23.13,5.54,11.38
138930,0.0,1.16,-1.63,-11.3,-0.63,19.12
001460,-0.78,2.64,-2.51,-4.79,-3.87,32.59
001465,0.0,0.56,0.0,-1.11,-4.04,19.06
001040,0.84,2.33,1.09,-1.3,-18.44,-9.03
035760,-0.83,0.92,1.62,-6.67,-15.65,-7.52
00104K,0.28,1.53,-1.09,0.55,-11.53,0.14
000120,-3.41,-5.9,2.82,-1.54,-23.88,-28.57
011150,-4.22,7.83,13.51,12.3,4.35,-11.11
011155,-1.18,-5.16,1.76,1.07,-4.32,0.4
001045,0.59,3.98,4.2,-7.29,-18.43,-6.09
097950,-0.54,3.96,-3.42,-5.16,-15.03,-13.02
097955,0.3,2.48,0.91,-7.8,-17.87,-12.2
051500,-0.56,-1.12,-8.05,21.44,-2.21,43.61
058820,1.04,0.44,5.12,-8.87,-19.48,-23.65
023460,-0.8,-4.08,13.04,-0.8,-31.2,-13.94
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.42,3.94,3.33,11.41,13.54,20.44
012030,1.5,11.29,17.34,10.69,0.5,15.74
367340,0.23,0.47,0.95,0.95,-1.61,2.89
367360,1.18,0.7,0.94,2.63,-0.46,5.67
016610,-0.31,1.57,3.69,-4.71,-3.0,14.11
005830,0.3,10.66,11.94,14.99,7.14,49.01
000990,-0.78,5.7,9.35,7.04,33.57,40.22
000995,-0.11,1.07,-2.07,-6.7,-11.91,-5.77
139130,0.22,0.54,-0.43,-5.1,1.53,14.81
001880,-0.5,-2.63,9.81,9.21,-7.78,-11.89
000215,0.53,1.34,2.85,-1.43,-14.17,-14.46
375500,2.68,4.69,8.5,8.06,-4.29,8.06
37550K,10.48,11.75,17.65,9.55,0.65,5.69
068790,-0.78,-0.93,1.91,-4.19,-14.32,-21.57
004840,-0.19,3.75,2.74,3.96,-20.33,-23.13
155660,0.47,10.07,18.57,11.59,-33.85,18.35
069730,-1.87,6.37,16.63,9.13,-45.77,0.0
017940,-1.81,-2.13,-1.5,-6.98,-25.2,10.18
079190,0.0,2.14,-0.35,-4.01,-48.38,-48.38
050120,3.46,12.54,10.76,29.89,33.05,23.62
114090,0.0,-0.68,-2.99,10.61,-10.15,-13.1
900290,-0.81,-1.99,-11.19,-0.4,29.34,29.34
078930,0.74,1.24,1.12,-0.85,-4.56,4.75
083450,1.12,2.59,-3.21,-14.44,10.65,38.13
001250,-2.0,3.6,10.14,3.6,-4.49,3.6
078935,-0.57,0.14,1.76,-5.46,-5.2,8.62
078150,0.0,-0.2,11.29,-5.56,-1.99,-21.75
012630,-0.13,-1.04,-0.39,-27.62,-32.14,-31.84
089470,0.11,-0.74,-0.53,-21.24,-21.89,-23.66
294870,0.29,-1.72,5.88,-27.23,-39.04,-41.44
097230,1.14,2.69,7.23,1.65,-17.59,15.09
036640,-2.55,-0.83,0.72,14.58,14.58,58.98
335870,-0.23,0.7,0.23,-2.28,-4.88,-0.69
351340,-0.46,0.7,0.47,0.93,-1.59,3.1
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,-0.95,3.36,0.97,-4.15,2.09,32.32
950170,0.11,2.99,11.01,12.97,-12.91,-12.06
234080,1.75,-1.69,-2.68,2.83,-14.16,-24.61
035900,-0.52,8.33,17.82,17.09,43.9,56.71
024840,-1.91,5.13,2.5,4.86,-6.18,-7.87
024120,-0.66,0.84,1.86,-9.9,-12.52,-37.85
002380,0.9,3.38,4.02,9.09,-24.24,51.01
021320,-1.39,1.91,30.84,28.31,-5.75,24.13
344820,-0.61,2.04,12.63,8.32,-18.32,32.32
036670,-1.0,3.24,4.33,-3.57,-1.22,-3.15
009070,-1.35,0.69,4.83,-9.85,-8.86,-13.31
009440,-0.58,3.13,3.88,2.39,-22.93,-5.3
112190,-0.48,1.22,-1.43,19.16,-27.46,85.01
151860,-0.8,0.4,11.66,-17.0,-22.67,105.45
016380,-1.33,0.0,7.21,3.72,-20.92,-12.2
016385,1.87,3.81,9.0,12.26,-7.23,-4.8
046440,0.11,-0.22,4.49,-27.44,-9.75,-7.07
035600,13.79,19.17,21.88,9.44,19.17,12.89
001390,0.82,3.9,11.68,-0.16,-7.83,18.15
001940,-0.84,2.02,9.6,18.0,-16.9,9.26
122450,1.66,2.44,8.29,1.53,-18.42,-33.58
058400,-1.88,-1.51,6.1,-1.51,-23.68,-36.5
114450,-0.42,7.66,8.82,-28.12,-19.01,-19.57
025000,1.5,1.88,2.26,-1.09,-11.85,-11.13
092230,0.82,1.82,2.49,-6.09,-7.36,6.75
000040,-1.11,7.1,14.4,2.42,-15.64,-35.74
030200,1.16,6.38,9.2,6.87,7.69,25.67
033780,-0.12,-0.86,0.87,-4.04,-0.12,0.37
030210,3.94,1.15,3.74,-3.3,-21.93,21.57
058850,0.21,0.21,6.09,-8.56,-13.6,-25.04
058860,0.0,0.63,7.35,-3.6,-7.84,-20.59
060370,-0.67,4.57,15.31,14.86,0.34,2.06
093050,-0.28,-0.28,3.76,4.66,-1.37,10.46
034220,2.49,3.79,7.31,-11.23,5.93,-6.16
051900,0.23,3.46,-11.08,-22.73,-35.15,-43.88
051905,1.36,2.76,-6.45,-15.26,-20.43,-23.8
032640,0.0,3.32,6.46,-1.06,-5.08,15.7
011070,-0.74,5.5,20.3,11.63,87.01,97.07
066570,-0.41,-2.43,-3.98,-11.72,-14.23,-18.58
066575,-0.17,0.0,-2.5,-10.7,-14.87,-15.97
