종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-0.31,3.69,13.93,28.17,12.94,29.46
006840,0.64,-3.69,9.3,18.09,-10.82,-20.34
054620,-1.14,3.59,12.07,8.79,-13.62,20.37
027410,-0.57,-2.06,0.96,1.35,-2.24,-26.2
282330,0.28,1.4,4.34,23.63,3.74,11.08
138930,0.0,1.27,4.72,-10.54,-7.53,18.75
001460,1.53,3.8,5.09,-6.07,9.17,22.24
001465,1.11,1.39,3.12,-6.19,1.11,12.69
001040,0.0,1.27,11.11,6.15,-10.84,-7.66
035760,4.04,3.29,5.84,-7.34,-26.33,-10.0
00104K,0.0,1.22,6.09,4.61,-8.66,-1.06
000120,1.18,2.79,-3.37,0.78,-13.42,-26.7
011150,2.71,1.21,7.34,6.24,10.46,-13.49
011155,-0.13,1.45,0.13,2.94,-3.63,3.07
001045,0.0,0.77,8.62,5.66,-12.54,-11.95
097950,0.77,0.26,15.93,3.42,-1.38,-5.19
097955,1.71,4.39,11.91,3.48,-9.39,-6.3
051500,0.68,1.65,-0.67,27.59,9.63,55.79
058820,-0.31,-1.21,-1.51,-8.67,-16.71,-33.09
023460,-0.62,-1.83,10.76,2.33,-22.68,-35.81
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,1.92,2.23,-0.58,5.51,10.77,-3.37
012030,-1.94,-2.88,13.61,4.45,4.02,8.95
367340,-0.45,2.33,4.02,3.77,4.02,5.01
367360,-0.23,1.38,3.29,4.02,5.52,5.77
016610,-0.3,0.0,5.52,-1.47,0.0,0.75
005830,0.29,-2.37,20.48,7.69,9.03,54.87
000990,1.12,3.57,6.46,-11.8,45.44,32.54
000995,0.4,0.5,8.7,0.0,3.09,-13.79
139130,-0.97,-1.19,1.89,-5.38,-8.22,13.52
001880,-0.54,-3.01,-6.48,-10.46,-8.67,-22.6
000215,-0.13,-1.61,8.01,5.57,-4.67,-13.38
375500,-1.64,-53.41,-53.59,-53.05,-54.64,-53.77
37550K,-0.28,-56.35,-48.06,-48.79,-52.5,-53.36
068790,0.47,1.41,3.85,-10.87,4.18,-26.28
004840,0.94,0.19,8.56,2.67,-4.43,-20.62
155660,-1.16,-1.64,7.35,1.01,-30.67,1.01
069730,-0.39,-3.92,10.99,3.62,-39.98,-10.28
017940,0.11,0.32,4.77,-1.36,-14.09,1.72
079190,-1.05,-7.24,2.92,2.55,-25.59,-49.28
050120,-0.52,1.43,8.59,19.04,26.73,5.18
114090,-0.65,-0.65,3.4,9.75,-9.25,-4.4
900290,0.0,0.0,-1.99,0.0,29.34,29.34
078930,0.11,2.55,11.46,9.8,-1.99,8.86
083450,-0.48,-0.64,6.2,-10.71,23.4,16.2
001250,-2.13,32.37,62.11,53.97,25.81,40.73
078935,-0.14,0.98,5.24,5.55,-2.69,4.78
078150,2.97,11.59,8.33,4.0,12.8,-29.82
012630,-0.14,-1.1,-5.28,-18.43,-31.71,-42.41
