종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.31,0.78,14.29,29.08,14.49,31.31
006840,-0.64,-4.11,9.37,19.74,-10.88,-19.48
054620,3.14,4.37,11.91,10.04,-13.2,25.24
027410,0.38,-2.23,2.13,2.33,-2.04,-25.35
282330,0.84,0.28,5.26,29.96,3.45,11.11
138930,0.13,-0.25,4.86,-9.32,-7.96,18.22
001460,0.77,2.69,1.33,-7.29,8.93,20.87
001465,-0.55,-0.83,1.12,-7.22,0.28,11.11
001040,2.56,4.51,10.0,6.67,-9.0,-7.56
035760,0.49,-4.4,0.65,-10.56,-26.59,-13.19
00104K,1.77,1.35,5.64,4.61,-6.96,-1.06
000120,3.66,0.39,-7.27,0.0,-11.76,-27.14
011150,0.74,-3.79,4.64,5.32,10.63,-16.89
011155,0.26,1.18,2.8,5.18,-3.02,2.93
001045,1.36,1.75,7.95,5.66,-11.21,-11.66
097950,-0.89,0.26,13.54,1.83,-0.51,-6.02
097955,1.15,4.15,10.03,1.74,-10.69,-8.36
051500,-0.41,-1.61,-4.79,29.86,12.21,57.05
058820,2.99,-2.96,0.15,-10.15,-14.6,-33.03
023460,-1.42,-2.99,13.52,4.06,-21.58,-40.39
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.45,-1.02,-2.03,3.84,7.3,-7.4
012030,0.98,-3.29,15.47,7.18,6.08,10.16
367340,0.91,3.51,4.49,4.25,4.74,5.49
367360,0.23,1.85,4.75,4.5,6.52,6.27
016610,0.3,0.15,5.34,-0.3,2.44,1.21
005830,-0.85,-3.46,19.32,7.88,6.56,55.8
000990,3.46,1.99,4.98,-12.67,41.98,29.89
000995,1.32,-1.39,6.98,-0.4,3.53,-13.39
139130,-0.54,-0.65,1.87,-4.74,-8.06,13.65
001880,2.23,-3.16,-8.17,-12.26,-6.29,-22.39
000215,0.13,-1.48,7.7,6.55,-4.55,-10.65
375500,0.33,-53.0,-55.07,-53.0,-53.36,-51.89
37550K,0.56,-57.11,-48.65,-48.73,-51.93,-52.62
068790,1.26,-1.98,1.42,-10.04,4.71,-27.04
004840,-0.37,-0.74,7.88,2.1,-3.09,-19.7
155660,2.02,-4.27,7.64,4.3,-28.79,1.34
069730,3.19,-7.68,9.3,5.3,-38.08,-10.4
017940,1.07,-0.42,4.19,-1.36,-13.39,1.72
079190,0.71,-8.06,6.34,1.79,-22.97,-48.74
050120,1.6,-0.87,-4.35,20.17,35.06,10.42
114090,1.66,-3.16,4.79,15.47,-4.67,-3.47
900290,0.0,-0.81,-1.99,0.0,29.34,29.34
078930,1.38,-0.9,8.2,9.0,-1.78,13.19
083450,1.97,-1.74,4.38,-10.27,21.57,16.1
001250,-2.34,40.82,59.32,57.98,31.93,40.82
078935,0.84,0.28,4.62,5.85,-2.16,7.74
078150,8.84,7.22,4.77,-0.59,13.48,-29.07
012630,0.98,-1.64,-5.03,-21.87,-30.63,-42.1
089470,0.76,-2.52,-3.24,-19.25,-19.53,-25.84
294870,1.7,-2.29,-8.84,-28.3,-42.5,-46.51
267250,3.43,4.37,8.73,4.95,-11.44,-2.39
097230,2.98,-0.5,2.85,-4.22,-19.7,-0.38
036640,0.52,-3.6,-7.95,1.7,6.16,28.48
335870,0.83,3.42,13.62,10.76,5.91,11.78
351340,0.88,2.0,7.51,6.76,8.02,7.51
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.35,1.87,7.65,-0.46,1.4,33.33
950170,0.69,-7.37,4.76,15.03,-14.23,-14.23
234080,1.04,-0.68,1.39,5.82,0.0,-25.77
035900,1.6,1.44,20.27,38.34,55.83,85.67
024840,1.53,-4.09,3.91,-3.86,0.25,-12.69
024120,-7.71,16.99,25.65,4.73,10.77,-27.0
002380,1.59,-4.07,-3.34,-15.18,-15.85,16.03
021320,1.51,-3.89,6.1,3.87,-6.1,-10.14
344820,3.28,1.29,-1.87,-2.48,-0.94,18.01
036670,-0.68,-2.86,3.52,-2.86,6.39,-9.72
009070,0.16,-1.1,9.6,2.95,9.03,3.63
009440,0.97,-2.92,2.34,-8.77,-16.3,-14.05
112190,0.37,-0.86,-4.84,-6.06,-16.65,35.69
151860,-4.68,3.16,34.16,12.41,10.14,156.29
046440,0.1,-3.13,11.25,-6.44,6.67,-10.79
016380,0.0,40.48,64.65,51.93,42.74,16.07
016385,0.0,184.42,284.8,309.28,293.29,227.08
035600,-0.26,-14.29,9.09,5.49,3.23,-8.57
001390,-4.69,7.56,47.24,39.77,39.54,52.5
001940,2.33,2.03,9.66,15.03,-15.99,1.15
122450,2.7,1.09,12.05,4.62,-6.17,-27.84
058400,1.55,-5.76,1.55,-0.76,-14.1,-39.77
114450,2.57,-4.77,6.32,-31.66,-12.47,-36.73
025000,-0.55,-1.1,1.12,0.56,-9.4,-18.67
092230,0.66,-0.49,2.17,-2.7,-5.84,-5.11
000040,0.94,-3.15,14.93,-0.81,-12.66,-37.54
030200,-0.14,-3.1,9.6,16.16,17.87,27.94
033780,0.0,0.99,0.86,3.54,1.99,-0.36
058850,3.92,0.21,6.24,-5.36,-4.98,-20.1
058860,3.46,1.8,10.41,1.39,3.88,-16.28
060370,-4.09,-0.88,0.36,2.93,7.24,-11.06
093050,-0.27,-0.82,2.54,7.69,4.3,-3.7
034220,2.97,1.87,2.7,-21.77,8.55,-22.72
051900,0.91,-0.56,5.83,-6.22,-33.38,-43.06
051905,-0.9,-3.04,1.23,-10.9,-24.96,-27.7
032640,-1.04,1.79,2.15,4.78,0.0,8.78
011070,1.08,-0.27,10.01,8.42,93.52,75.76
066570,3.67,11.4,4.1,-7.3,2.42,-19.37
066575,1.85,5.02,3.58,-7.61,-5.16,-16.39
037560,29.98,25.61,30.49,28.98,-0.88,35.89
051910,2.57,-2.26,13.35,-32.99,-34.92,-40.32
051915,1.15,-1.5,6.25,-22.84,-29.92,-35.26
079550,3.0,0.7,-5.39,5.88,48.0,65.14
006260,2.61,9.11,7.83,0.0,-12.12,-15.62
010120,0.23,0.11,-4.89,-20.16,-30.88,-28.28
000680,3.27,1.47,13.32,27.01,15.22,25.96
229640,1.64,0.25,2.42,3.6,-3.01,0.75
108320,-1.58,2.57,19.65,-3.88,44.57,60.38
001120,-1.82,-0.85,12.0,33.59,11.82,13.82
108670,0.85,-3.11,-3.9,-10.05,-18.37,-32.22
108675,1.03,-6.24,-2.33,-2.33,-15.07,-24.29
023150,13.33,8.43,16.5,11.69,-18.8,13.45
160550,3.85,-0.46,0.93,-27.52,-19.1,-15.95
053290,0.89,-3.18,0.76,-47.55,-48.07,-62.9
104200,-1.88,-2.49,9.82,-0.63,205.66,143.77
005945,1.33,0.44,1.79,0.0,-3.8,13.43
338100,0.4,1.2,3.38,7.33,4.45,14.25
034310,2.11,1.5,-1.17,-0.59,-3.14,-4.51
030190,2.39,-1.03,5.19,6.65,-5.41,-18.78
008260,0.0,-1.73,6.44,37.27,33.33,30.28
004250,2.58,-0.98,0.11,0.44,45.15,107.5
004255,2.17,-0.47,-4.83,-15.3,34.66,70.42
010060,0.0,0.94,-5.73,2.88,-25.44,-8.94
178920,2.58,2.8,12.21,-8.43,-10.49,6.58
024940,2.8,-14.18,10.75,18.11,-3.29,-5.78
