종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.3499999940395355,0.18,10.31,6.18,-4.87,41.75
006840,3.390000104904175,1.91,7.29,2.64,-21.36,-25.61
054620,1.2599999904632568,-0.82,7.11,-8.02,-34.33,56.29
027410,0.9700000286102295,1.36,4.6,0.58,-17.25,-19.91
282330,3.240000009536743,8.36,3.24,15.89,-3.31,1.45
138930,1.4700000286102295,-1.3,-11.01,-12.44,-4.04,18.38
001460,-0.4399999976158142,-1.73,-1.84,5.83,7.84,26.11
001465,1.4199999570846558,0.85,0.28,5.64,3.49,11.6
001040,1.0,-2.17,-4.71,-5.37,-22.12,-15.89
035760,-1.0199999809265137,-2.33,-4.99,-11.79,-15.69,-11.67
00104K,0.14000000059604645,-2.06,-3.26,-2.33,-16.31,-2.73
000120,0.75,1.52,5.1,-0.74,-21.18,-21.41
011150,1.7200000286102295,-4.35,1.18,1.58,-7.56,-13.87
011155,1.7899999618530273,2.45,5.03,2.58,4.47,14.24
001045,1.0299999713897705,-0.31,0.82,-11.39,-21.73,-10.91
097950,-1.690000057220459,-6.82,-9.01,-7.31,-19.42,-14.48
097955,0.3100000023841858,-2.42,-2.42,-9.52,-19.05,-12.23
051500,3.819999933242798,-0.25,11.6,38.91,10.81,73.41
058820,-0.15000000596046448,1.06,0.0,-10.93,-22.14,-24.09
023460,1.4199999570846558,-0.92,-5.71,-19.06,-46.24,-12.63
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,1.340000033378601,-2.01,5.4,6.06,8.59,15.57
012030,1.2300000190734863,3.56,0.33,-6.24,-17.25,4.16
367340,0.4699999988079071,0.24,0.0,-0.47,-3.42,1.92
016610,2.0799999237060547,1.59,-2.75,-7.95,-6.87,10.98
005830,-2.2100000381469727,-1.87,-11.11,1.05,-4.64,33.8
000990,-1.8300000429153442,0.29,-1.13,1.01,16.89,33.4
000995,0.3199999928474426,-0.21,-4.9,-11.21,-13.64,-8.65
139130,0.8899999856948853,-0.22,-7.16,-6.39,-1.63,15.37
001880,2.390000104904175,5.09,9.71,10.31,-6.99,-4.77
000215,0.9599999785423279,-0.81,0.14,-3.02,-15.25,-7.04
375500,0.75,2.29,14.53,7.63,-5.63,13.08
37550K,1.0099999904632568,2.19,7.35,-2.5,-9.08,-0.99
068790,0.3100000023841858,-0.62,-3.15,-3.3,-15.47,-22.38
004840,0.0,-1.96,-3.1,-5.12,-22.96,-25.04
