종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.16,-0.46,13.93,28.69,13.53,28.17
006840,-0.21,-3.29,10.07,24.67,-10.65,-18.83
054620,0.0,-0.39,5.81,10.39,-16.67,22.01
027410,-0.76,-2.42,0.38,4.58,-7.24,-26.57
282330,-1.92,-0.83,2.0,29.82,-0.83,9.17
138930,-0.75,1.27,4.87,-9.43,-7.54,17.21
001460,-0.66,0.55,0.0,-8.1,6.07,19.47
001465,-0.55,-1.9,1.69,-7.18,0.56,11.38
001040,-1.83,0.7,5.93,6.85,-11.73,-8.14
035760,-1.76,-7.16,-2.07,-7.86,-27.67,-13.0
00104K,-0.67,-0.27,3.23,5.14,-9.14,-0.94
000120,0.82,-3.91,-8.21,-2.38,-16.33,-30.9
011150,-2.54,-4.84,4.68,5.77,6.75,-22.35
011155,0.52,0.0,-3.02,5.77,-3.63,2.53
001045,-0.77,0.39,5.31,5.09,-13.42,-12.1
097950,-0.88,1.16,12.91,2.61,-1.38,-5.52
097955,-0.29,2.36,7.43,0.58,-12.37,-8.92
051500,-1.73,-1.6,-6.46,32.97,14.06,58.03
058820,-0.47,-7.42,-4.79,-10.04,-18.15,-33.61
023460,-0.4,-4.82,15.15,4.88,-21.59,-37.47
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,1.05,-1.17,-1.46,3.7,6.15,-10.62
012030,0.0,-5.56,13.08,7.94,2.72,5.59
367340,0.23,2.58,3.3,3.55,4.53,4.78
367360,0.23,2.33,4.27,4.51,6.02,6.28
016610,0.45,-0.3,5.02,0.6,3.24,-2.76
005830,-2.09,1.44,22.22,10.17,6.51,52.38
000990,1.02,-4.81,-0.86,-11.15,37.5,26.0
000995,-0.41,-2.67,3.47,-1.6,0.61,-13.77
139130,-0.43,1.31,2.31,-4.03,-7.01,12.74
001880,-1.82,-5.6,-10.02,-15.25,-9.41,-25.45
000215,-0.38,-1.61,7.71,4.74,-4.9,-9.75
375500,-1.77,-53.51,-54.55,-53.15,-54.72,-52.24
37550K,-1.77,-57.4,-48.64,-48.57,-52.51,-52.51
068790,-1.39,-4.64,-1.24,-9.39,0.16,-28.1
004840,0.0,0.0,7.2,2.68,-4.8,-21.06
155660,-1.66,-6.9,4.58,7.03,-25.47,-1.82
069730,-1.57,-11.01,5.7,5.81,-39.27,-13.02
017940,-0.11,-1.16,1.85,-1.99,-12.22,2.41
079190,-3.41,-11.84,4.43,1.8,-27.06,-49.1
050120,-0.88,-1.23,-2.09,18.78,26.94,6.83
114090,-2.59,-7.38,-0.33,15.33,-7.38,-5.64
900290,-0.4,-0.81,-1.2,0.0,29.34,29.34
078930,-1.8,-2.68,7.79,9.82,-0.46,11.65
083450,-1.94,-5.0,-1.78,-10.06,17.83,8.19
001250,8.3,45.83,60.08,65.24,37.25,42.86
078935,-0.83,-0.69,4.06,4.97,-2.05,7.97
078150,0.43,-2.52,-4.92,-6.26,0.22,-35.47
012630,-0.28,-2.74,-9.66,-32.61,-32.29,-42.66
089470,-0.65,-4.17,-6.22,-19.58,-19.72,-26.98
294870,0.34,-3.61,-20.33,-42.91,-43.57,-48.33
097230,-1.4,-4.22,-0.26,-2.77,-21.7,-1.15
036640,-0.9,-4.69,-11.57,4.47,1.71,29.97
335870,1.91,3.67,12.68,9.59,6.67,11.11
351340,0.67,1.34,6.32,6.07,7.33,6.32
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,-0.11,2.12,9.17,-0.23,1.64,31.07
950170,-2.78,-8.96,1.98,14.1,-17.39,-14.81
234080,-1.37,-2.04,-1.71,4.35,-4.32,-26.72
035900,-3.1,0.81,17.26,36.76,48.1,83.55
024840,-1.75,-7.31,0.77,-0.51,-0.76,-16.03
024120,29.89,25.96,32.72,22.26,17.88,-22.83
002380,-1.42,-8.2,-3.09,-15.27,-16.95,11.76
021320,0.22,-8.42,3.93,6.44,-9.31,-14.75
344820,-1.77,-3.18,-3.33,-4.09,-3.18,15.34
036670,-0.67,-2.52,4.23,-2.2,5.71,-9.02
009070,-6.28,-2.49,8.67,5.03,9.42,3.47
009440,-0.96,-5.29,0.86,-6.79,-18.42,-16.43
112190,-0.25,0.5,-4.63,-4.52,-21.73,44.42
151860,8.57,33.07,35.71,21.28,10.68,165.53
046440,0.74,5.27,8.37,-6.08,5.16,-7.88
016380,10.97,60.18,65.42,53.91,39.37,12.74
016385,29.97,268.54,261.75,312.29,288.61,227.08
035600,-1.03,-12.7,6.94,7.84,5.77,-6.55
001390,7.95,46.64,56.1,47.85,42.9,61.73
001940,-1.15,-2.27,8.18,13.53,-17.11,-1.71
122450,-4.0,-1.81,9.4,2.9,-10.34,-29.44
058400,-2.27,-8.51,3.2,-1.15,-14.85,-40.69
114450,-2.2,-8.38,0.16,-37.51,-18.67,-34.0
025000,-0.18,-0.37,1.69,1.88,-10.25,-17.85
092230,-0.16,-1.14,0.83,-3.94,-8.01,-3.49
000040,-2.62,-3.83,11.63,-0.93,-14.08,-37.89
030200,-2.17,-2.04,12.15,17.46,14.83,29.26
033780,-0.36,0.74,2.24,3.54,1.61,0.0
058850,-0.65,-3.77,0.44,-8.02,-11.05,-24.13
058860,0.41,-1.2,5.81,-1.01,-1.6,-19.48
060370,5.01,0.86,2.98,7.71,8.5,-4.4
093050,2.24,0.27,2.82,9.28,3.4,-2.67
034220,0.0,-4.64,-0.8,-24.02,3.35,-25.1
051900,0.11,-2.97,-3.18,-6.96,-36.27,-43.61
051905,-0.99,-3.29,-0.2,-8.94,-24.62,-26.94
032640,-1.37,2.86,7.06,6.27,-0.35,14.29
