종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,1.12,-7.22,11.5,23.05,11.11,29.36
006840,-0.82,6.14,21.0,24.1,-8.33,-15.97
054620,-1.59,-3.14,5.56,-6.08,-22.81,22.89
027410,-1.87,-1.13,1.94,0.0,-6.25,-31.1
282330,0.28,-0.56,4.69,27.5,-0.28,12.26
138930,0.51,-0.5,8.05,-7.48,-9.17,17.16
001460,2.35,2.12,0.0,-10.72,9.05,20.05
001465,1.11,1.97,4.61,-8.33,1.11,11.69
001040,0.0,3.21,10.7,6.11,-12.84,-6.46
035760,1.2,-5.75,2.19,-6.66,-25.74,-10.31
00104K,1.08,2.19,7.94,5.35,-9.22,1.08
000120,-2.79,-3.56,-4.69,-4.31,-19.21,-31.84
011150,-0.97,-2.04,5.97,5.29,9.53,-19.21
011155,0.0,0.66,-0.91,2.84,-4.88,0.26
001045,0.58,2.55,8.41,5.56,-13.14,-8.9
097950,0.77,4.08,14.49,3.81,-0.5,-2.47
097955,0.58,2.08,7.5,-1.43,-13.35,-7.28
051500,0.96,-1.74,1.66,31.02,11.2,53.44
058820,-0.45,-4.08,4.11,-10.96,-16.39,-28.56
023460,1.62,-1.96,21.31,1.62,-18.27,-17.19
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-0.59,-6.56,0.0,3.08,6.86,0.9
012030,-0.48,-5.91,18.15,6.7,6.48,12.5
367340,-0.23,0.47,1.66,1.18,2.63,3.37
367360,0.23,1.4,2.11,3.33,3.57,6.1
016610,0.0,0.15,11.13,1.06,4.04,0.15
005830,-0.84,1.14,26.96,17.33,8.72,53.73
000990,-0.43,-5.04,2.8,-10.53,34.56,24.24
000995,0.5,1.42,6.61,-2.91,-5.66,-9.5
139130,-0.22,-0.86,4.76,-2.63,-8.06,12.41
001880,-0.88,-4.11,1.08,-4.11,-5.56,-24.22
000215,-1.11,1.39,11.27,5.26,-5.1,-8.15
375500,-51.16,-52.81,-50.97,-52.27,-52.63,-50.39
37550K,-54.23,-54.83,-43.93,-47.06,-50.39,-49.8
068790,1.41,-3.28,0.62,-7.43,2.21,-24.91
004840,-1.3,-1.3,6.84,-0.19,-6.35,-20.75
155660,-0.16,-6.75,9.35,2.18,-27.62,-1.14
069730,-2.43,-5.42,12.84,5.87,-35.75,-11.8
017940,0.0,0.0,1.4,-1.88,-12.29,5.37
079190,0.0,-1.3,20.16,2.01,-22.25,-45.32
