종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,4.99,7.96,12.55,14.66,-1.93,39.43
006840,-2.49,-2.49,-2.05,7.75,-20.48,-25.69
054620,0.0,-1.65,11.68,-10.15,-34.7,40.09
027410,1.15,1.15,4.13,0.95,-12.97,-13.96
282330,0.0,2.86,11.11,22.45,2.86,10.77
138930,-0.38,1.95,-1.51,-11.0,-1.38,19.85
001460,-0.66,1.58,-0.55,-16.94,-0.11,35.03
001465,-0.28,-0.28,0.0,-15.04,-0.84,18.67
001040,-0.6,2.35,0.12,-1.54,-20.29,-9.1
035760,-1.78,2.79,1.84,-5.56,-11.84,-6.42
00104K,-0.27,1.68,-0.95,0.55,-12.52,0.28
000120,-0.38,-1.49,5.6,1.15,-21.89,-26.67
011150,9.9,12.58,18.83,15.85,7.48,-9.12
011155,-4.39,-3.54,2.7,2.42,-2.18,2.01
001045,0.6,3.16,3.79,-6.64,-19.04,-5.77
097950,1.09,4.97,-3.78,-5.5,-14.27,-13.87
097955,0.61,1.54,1.85,-8.08,-17.91,-13.39
051500,2.59,-3.13,-7.29,22.13,-3.0,45.6
058820,-0.89,-2.75,6.0,-10.65,-20.5,-24.78
023460,-1.78,12.67,12.42,1.43,-32.52,-11.07
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,1.14,3.35,4.87,13.06,10.94,20.75
012030,3.73,9.29,15.74,9.65,-2.44,14.81
367340,-0.23,0.24,0.71,1.19,-1.62,2.16
367360,0.0,-0.7,-0.24,1.44,-2.3,4.18
016610,-0.15,0.31,5.02,-4.28,-3.42,14.66
005830,0.15,14.65,12.54,15.83,10.69,51.24
000990,2.27,7.28,13.48,8.04,32.99,38.77
000995,0.74,1.39,-2.17,-7.96,-14.21,-6.14
139130,0.11,0.65,-0.75,-5.31,0.76,13.17
001880,0.0,-1.97,12.88,10.99,-8.87,-10.91
000215,0.0,0.67,2.87,-1.44,-15.39,-9.06
375500,0.0,1.56,6.97,6.1,-6.45,6.53
37550K,-0.28,1.29,7.13,-0.42,-9.02,-4.34
068790,-0.31,1.26,4.37,-2.86,-15.35,-21.53
004840,0.19,4.16,0.77,4.37,-22.42,-21.73
155660,-0.93,8.63,22.29,15.05,-34.02,16.94
069730,-3.94,8.72,21.27,15.02,-43.04,2.68
017940,-0.95,2.63,1.85,-4.39,-26.8,10.24
079190,0.0,0.7,-9.18,-4.65,-48.38,-48.38
050120,0.83,6.68,5.38,26.59,29.56,18.09
114090,-0.68,-2.34,-2.34,13.62,-8.46,-14.12
900290,0.0,-1.2,-7.46,0.81,30.39,30.39
078930,0.0,2.14,0.87,-0.37,-5.92,4.79
083450,0.64,4.67,-2.64,-15.38,7.55,31.45
001250,-1.19,5.5,15.51,5.27,-5.85,4.83
078935,-0.29,0.72,2.5,-4.65,-4.78,9.08
078150,-0.4,0.82,12.05,-5.92,-7.16,-18.38
012630,-0.65,-1.17,1.6,-26.83,-33.54,-31.44
089470,-0.95,-1.47,0.86,-21.71,-23.5,-23.12
294870,-0.29,3.96,7.57,-26.98,-40.38,-41.61
097230,-0.25,3.8,10.31,0.51,-21.97,14.12
036640,-1.93,0.35,1.53,21.21,11.79,58.64
335870,0.47,0.7,0.47,-0.69,-4.23,-0.69
351340,0.7,2.36,0.93,1.64,-2.91,3.83
099520,0.0,0.0,0.0,0.0,0.0,-8.54
175330,0.24,3.71,2.19,-2.67,2.19,33.17
950170,2.87,2.63,10.62,12.85,-11.64,-12.67
234080,-1.72,-4.03,-1.38,1.42,-16.13,-27.78
035900,0.88,9.73,18.56,18.07,43.21,59.06
024840,0.48,8.29,6.63,9.42,-6.49,-4.35
024120,0.0,2.02,4.13,-7.77,-13.82,-38.58
002380,-0.15,1.83,6.39,8.82,-26.65,62.84
021320,2.37,3.85,34.33,30.59,-10.0,27.36
344820,0.0,3.31,16.76,8.99,-19.33,37.46
036670,0.0,4.41,6.26,-3.02,-1.32,-1.42
009070,1.02,2.59,8.79,-11.08,-10.81,-11.48
009440,1.17,3.48,6.95,4.23,-25.3,-1.82
112190,0.36,1.47,-3.15,19.4,-27.23,80.65
151860,-1.18,2.03,16.2,-16.89,-25.07,110.22
016380,-3.83,4.63,13.11,6.1,-21.25,-9.24
016385,1.42,5.42,7.11,10.08,-9.7,-5.73
046440,-2.27,0.0,5.23,-28.1,-9.85,-7.08
035600,3.29,3.86,9.28,-0.26,2.45,0.0
001390,1.68,7.24,13.46,-1.14,-10.21,20.2
001940,4.08,3.18,13.33,19.4,-17.55,10.19
122450,0.0,0.51,8.59,3.98,-20.89,-34.12
058400,-1.12,0.76,8.57,1.53,-23.34,-31.09
114450,-1.67,11.01,11.36,-27.81,-18.76,-21.64
025000,0.0,0.56,2.49,-2.55,-12.87,-12.58
092230,0.33,1.16,1.32,-6.42,-9.2,5.88
000040,2.97,7.66,15.83,4.65,-15.49,-37.72
030200,1.32,6.3,7.96,6.46,6.3,24.91
033780,0.5,-0.37,0.25,-4.82,-0.25,0.75
030210,-1.17,-2.87,1.2,-6.63,-27.16,16.02
058850,0.0,1.08,7.57,-7.86,-16.7,-20.24
058860,0.63,0.42,8.07,-3.02,-9.23,-18.72
060370,0.67,3.63,16.09,16.09,-0.17,2.92
093050,0.28,0.28,4.65,4.96,-1.64,11.11
034220,-1.23,4.16,7.22,-13.02,0.25,-9.68
051900,0.35,0.23,-14.1,-22.63,-36.3,-43.87
051905,0.19,0.59,-12.27,-16.4,-22.09,-25.04
032640,0.36,4.09,6.46,-1.06,-3.78,16.18
011070,1.88,9.73,28.89,12.31,87.96,99.51
066570,-1.63,-3.97,-0.41,-11.68,-13.26,-17.41
066575,-0.68,-1.18,-0.51,-10.69,-15.34,-15.83
037560,-0.19,0.0,5.94,-3.43,-30.43,16.81
051910,4.53,12.98,-10.0,-16.25,-24.25,-32.27
051915,3.28,5.52,-7.92,-9.63,-20.86,-25.49
079550,1.86,7.12,25.33,22.72,45.82,105.08
006260,-0.57,2.54,9.83,-2.42,-22.11,-17.19
010120,0.21,0.97,16.65,-16.01,-30.65,-18.77
000680,0.14,5.02,-2.07,18.3,-14.03,24.74
229640,0.25,0.0,5.05,0.77,-12.22,1.94
108320,1.52,13.52,29.77,-9.6,27.96,91.78
001120,0.44,13.76,21.85,31.17,15.49,21.2
108670,0.16,-1.45,17.99,-2.24,-27.81,-21.69
108675,0.5,0.17,16.35,5.03,-24.19,-17.24
023150,2.09,5.86,3.83,-6.25,-30.85,14.98
160550,3.0,4.35,18.81,-9.77,13.21,-10.11
053290,-1.98,9.58,-33.18,-22.77,-45.28,-14.23
104200,2.63,15.38,32.65,12.39,214.52,172.73
005945,0.89,0.89,5.09,-10.63,-9.2,25.0
338100,0.51,0.61,2.07,2.93,1.86,14.02
034310,-2.03,-2.59,0.9,3.68,-7.65,-2.03
030190,1.01,8.13,8.42,8.72,-3.39,-19.23
008260,-3.97,4.09,8.52,49.77,8.88,44.75
004250,-1.09,-2.99,3.88,-4.21,25.0,112.12
004255,-0.92,-2.15,-1.14,8.25,29.45,85.44
010060,4.55,5.99,21.69,10.58,-19.01,1.77
178920,0.45,2.85,6.37,-15.86,-24.58,-7.01
024940,-0.92,7.17,64.66,39.78,-0.46,37.98
005490,-0.82,7.23,9.16,7.23,-16.14,-0.65
091340,-0.56,2.7,6.4,-7.48,-4.49,3.3
010950,1.34,6.71,11.44,2.26,-10.74,15.12
010955,0.94,4.66,8.02,-3.58,-10.47,19.25
019550,0.65,5.42,6.87,-2.81,-12.64,-9.06
034120,0.6,2.58,-5.11,-8.93,-24.14,90.43
046140,0.91,-0.13,10.4,-4.79,6.02,9.93
036120,0.16,1.27,-4.48,-6.16,-6.3,-26.77
036540,-0.42,4.24,9.69,-7.04,5.79,-9.97
040610,-1.97,1.49,22.42,21.88,-4.71,8.55
005090,-1.34,-0.39,2.39,13.97,-0.39,32.82
001380,0.5,3.35,12.01,9.56,-18.5,-24.62
004060,6.74,7.5,14.11,14.63,1.2,7.34
001770,-2.12,6.44,11.21,12.37,10.07,35.5
002360,-0.46,3.81,-10.29,6.86,4.81,18.48
009160,2.06,6.16,23.75,30.85,6.03,171.38
123700,0.11,0.22,6.29,-5.98,-7.63,12.85
025530,-0.4,2.21,8.04,0.54,-7.74,7.41
337450,-0.95,0.48,0.97,0.48,-9.57,-0.48
340350,0.0,1.21,0.72,0.72,-2.33,2.2
011790,0.35,5.56,7.55,-16.67,-18.8,26.67
018670,-1.79,0.0,-5.19,-19.49,-35.96,3.79
001740,-0.54,0.55,5.27,-8.65,-14.11,-17.8
001745,-1.27,0.43,5.6,-20.23,-32.23,-37.12
006120,-0.38,1.53,-0.62,-15.69,-21.13,-33.53
006125,-0.47,1.61,3.11,-15.55,-24.19,-29.77
068400,-0.46,-0.46,4.35,5.88,-15.62,3.85
326030,0.45,-2.39,12.81,-8.46,-20.88,-15.68
03473K,0.72,2.44,6.35,-5.63,-14.84,-9.31
096770,0.48,5.22,5.22,-2.31,-11.88,3.42
096775,-0.38,1.17,6.56,-4.06,-14.47,-13.04
001510,-0.33,-0.78,4.43,-11.39,-1.76,6.29
001515,0.54,2.19,2.19,-6.76,-13.37,-15.34
000660,-2.43,-2.82,-6.23,-5.49,12.62,-9.74
950180,-0.27,0.0,-0.81,2.5,89.46,16.43
064960,0.11,6.96,5.32,-0.11,-16.88,-26.24
100840,0.78,3.19,4.3,4.86,-11.01,10.23
003570,0.36,-0.12,1.09,-5.54,-17.33,12.08
036530,0.0,1.53,3.76,-5.7,-11.73,-16.41
005610,1.65,-2.94,12.14,29.78,15.07,27.62
077970,-1.7,5.09,53.07,62.18,33.8,104.67
071970,0.4,2.45,19.52,17.7,-7.55,26.45
002820,4.94,6.2,8.37,8.7,-5.85,22.92
289080,-0.67,0.96,-0.67,21.82,0.55,-21.76
084870,0.5,8.65,11.98,-16.94,-36.59,15.52
161570,-0.66,-1.97,-1.32,2.4,-3.86,-16.01
032540,0.15,-5.7,-2.79,34.69,28.54,73.53
024070,4.11,4.27,10.76,-1.93,-28.99,-8.09
057030,-2.28,-3.38,-2.6,-20.21,-13.54,-16.08
040300,0.15,-0.29,-1.01,19.03,-3.64,-15.89
051390,-0.44,3.45,8.57,7.54,7.15,-8.82
052220,-3.07,-0.23,4.87,-6.46,2.2,-20.16
079940,-0.75,-0.75,5.16,-3.28,-1.12,-13.4
000500,-0.6,1.42,7.74,4.59,-14.21,-12.11
000860,0.8,1.4,6.3,10.24,-6.64,2.22
035250,-1.09,-2.16,3.63,12.66,-4.23,3.23
094480,0.49,0.49,6.81,-21.59,78.45,76.62
011420,0.78,3.17,5.69,-12.46,16.07,64.56
267290,0.0,2.63,-0.21,1.08,-3.51,21.56
012320,-0.29,1.77,3.3,-0.72,-9.93,-4.31
011040,-2.24,-3.96,4.31,-8.4,1.4,12.02
000050,-0.34,1.04,0.34,5.43,5.43,11.07
214390,-0.76,-1.08,3.14,-4.17,-19.3,-22.03
009140,-0.6,-0.75,14.36,-10.19,21.73,21.06
024910,-0.32,-1.6,-0.65,0.0,-22.86,6.23
013580,0.12,6.08,19.37,26.97,2.32,35.6
012200,0.0,0.0,0.0,-11.81,-21.21,-17.21
012205,0.0,0.0,0.0,-1.6,-13.98,-0.88
002140,-1.08,10.18,10.51,29.81,3.66,-10.57
198440,0.32,8.86,39.4,21.61,18.08,31.55
049720,-0.34,-0.23,13.78,0.93,-14.16,30.57
010130,0.34,3.15,12.17,8.86,13.9,46.58
002240,0.21,7.19,15.22,22.31,-24.04,35.9
