종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-1.62,5.56,12.8,10.14,1.67,37.09
006840,0.46,-1.13,3.3,13.18,-19.78,-20.8
054620,3.02,-0.83,12.21,-10.15,-31.32,32.04
027410,0.0,0.57,5.18,-0.75,-14.84,-20.24
282330,-1.7,-3.35,4.85,15.33,-0.86,7.79
138930,0.13,2.44,2.44,-10.85,-3.51,17.55
001460,-0.67,-2.32,-2.11,-2.32,-6.56,27.79
001465,-0.28,-0.56,-0.84,-1.39,-5.84,18.73
001040,-1.07,1.21,1.95,-3.58,-16.82,-10.49
035760,0.31,-4.67,-1.23,-9.62,-15.44,-8.92
00104K,-0.41,0.28,-1.23,-1.09,-11.59,-2.29
000120,0.38,-1.14,5.67,4.4,-19.94,-31.13
011150,-0.83,3.97,14.64,13.55,2.7,-12.98
011155,-0.41,-7.57,-0.95,-0.95,-7.91,-1.61
001045,-0.2,2.94,5.72,-8.63,-17.4,-7.13
097950,-1.06,5.52,0.13,-4.97,-13.17,-9.37
097955,0.6,4.04,3.72,-7.46,-17.49,-9.7
051500,-1.01,-4.17,-8.62,23.04,-2.27,43.84
058820,2.55,0.29,5.89,-12.21,-18.4,-22.91
023460,1.02,-1.78,15.58,-1.97,-30.49,-10.45
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.28,2.15,2.01,10.73,11.77,13.92
012030,0.7,9.6,18.1,9.12,-4.29,16.86
367340,0.0,0.0,0.95,0.0,-1.16,2.16
367360,0.0,0.94,1.65,2.87,0.0,5.91
016610,0.0,2.78,8.48,-1.77,-0.45,16.06
005830,-1.0,6.64,13.09,16.92,10.38,50.22
000990,0.0,5.51,9.43,7.13,35.82,40.81
000995,1.47,1.9,0.42,-5.76,-10.14,-4.36
139130,0.11,1.95,2.61,-4.46,0.0,13.21
001880,-1.5,-0.51,11.93,7.45,-6.93,-16.05
000215,1.42,3.98,7.55,1.82,-10.62,-10.0
375500,-2.96,1.16,6.07,6.94,-4.38,5.65
37550K,-1.1,14.91,22.95,12.36,4.52,9.18
068790,4.04,3.88,7.2,-0.59,-8.72,-19.18
004840,-0.38,2.15,4.7,1.95,-20.15,-21.94
155660,-2.18,-1.56,17.35,12.93,-33.58,14.16
069730,-1.89,0.78,17.46,11.52,-43.01,-4.6
017940,0.86,-0.43,-0.53,-6.6,-22.17,8.98
079190,3.57,5.84,7.41,-2.36,-47.84,-47.84
050120,-2.01,0.69,6.17,20.87,24.47,13.59
114090,0.0,-1.02,-0.68,9.81,-9.91,-10.74
900290,2.03,0.8,-7.04,0.8,31.97,31.97
078930,-0.23,6.97,6.05,3.49,-4.13,10.55
083450,1.44,2.09,-2.01,-14.99,15.04,44.65
001250,5.05,6.12,11.35,12.31,1.96,8.79
078935,-0.57,1.3,2.63,-4.75,-5.9,9.52
078150,-1.02,-1.22,5.88,-8.65,-2.61,-18.73
012630,-4.44,-7.54,-5.33,-33.55,-36.23,-37.08
089470,0.11,-0.21,-1.05,-21.49,-24.4,-23.53
294870,-5.86,-10.03,-3.79,-35.52,-45.14,-49.0
097230,-1.4,-2.75,7.47,-0.77,-18.3,8.67
036640,-2.16,-4.23,-3.66,11.49,11.64,57.95
335870,0.0,0.23,0.7,-1.15,-4.23,-0.92
351340,-0.69,0.23,0.94,0.94,-2.05,2.63
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.36,2.92,3.93,-3.09,0.12,34.29
950170,0.0,2.03,12.83,15.12,-9.31,-13.22
234080,0.0,-0.68,-1.35,2.45,-11.48,-18.16
035900,0.7,2.13,16.75,11.87,44.84,64.99
024840,0.24,1.48,7.31,5.93,-9.07,-6.16
024120,0.0,-1.32,2.58,-12.22,-12.87,-37.46
002380,1.49,4.28,2.87,8.25,-21.88,46.04
021320,-2.37,-2.37,26.69,23.65,-6.79,13.31
344820,-0.47,-1.24,10.55,4.75,-13.53,29.88
036670,0.0,-0.56,6.07,-3.05,-1.33,-5.21
009070,0.67,0.34,11.34,-4.01,-6.41,-5.67
009440,1.78,2.26,6.7,2.99,-23.21,-6.52
112190,0.13,2.04,-8.27,13.82,-31.71,67.15
151860,0.41,-1.2,-7.17,-16.61,-26.35,104.32
016380,-0.45,-1.33,8.25,4.21,-18.61,-22.57
016385,0.46,8.37,13.99,14.82,-3.93,-9.47
046440,-0.31,4.62,12.0,-23.84,-2.66,-0.63
035600,3.05,31.39,34.76,15.65,31.75,26.13
001390,-0.65,2.16,10.81,0.16,-9.16,9.43
001940,-1.15,2.37,10.93,14.62,-21.59,0.29
122450,1.63,3.7,13.07,1.75,-17.63,-31.68
058400,4.14,3.36,13.06,2.97,-18.77,-29.7
114450,2.48,8.32,15.62,-36.09,-17.39,-16.9
025000,1.11,2.25,3.41,-0.91,-12.08,-14.69
092230,-0.49,1.15,1.66,-6.54,-8.36,2.33
000040,-1.66,-1.88,17.17,2.54,-15.52,-31.24
030200,-1.67,4.29,11.2,7.31,8.29,26.34
033780,0.37,0.75,1.5,-3.34,-0.12,1.12
030210,0.0,0.58,3.61,-5.32,-23.56,18.35
058850,0.63,1.06,9.89,-9.47,-13.41,-18.71
058860,-0.61,1.88,8.67,-4.68,-6.5,-17.4
060370,1.89,3.14,18.64,9.83,0.34,-0.5
093050,0.28,1.41,2.27,2.86,-1.64,10.43
034220,0.24,2.5,9.04,-10.87,5.67,-6.61
051900,2.87,-0.81,-8.81,-24.12,-36.23,-43.86
051905,1.18,-0.39,-3.92,-16.67,-22.56,-25.47
032640,-0.36,1.46,5.7,-1.77,-7.02,13.01
011070,0.13,-4.86,19.72,8.9,77.55,95.26
066570,0.0,-3.23,-3.23,-13.04,-13.36,-14.59
066575,-0.17,-0.51,-1.69,-12.72,-14.52,-12.33
037560,0.37,-0.56,7.62,-3.59,-30.17,11.99
051910,0.0,6.3,-5.6,-17.25,-32.08,-34.54
051915,0.56,6.94,-1.64,-11.49,-27.84,-28.13
079550,-8.38,-6.23,12.81,10.23,42.69,84.18
006260,-0.19,-0.77,8.16,-6.0,-20.83,-24.96
010120,-1.66,-5.02,4.34,-21.93,-34.56,-26.57
000680,-1.27,-3.73,-2.11,16.75,-12.22,25.13
229640,0.0,0.26,3.43,-2.12,-12.51,0.26
108320,0.34,5.68,30.12,-10.59,40.31,100.96
001120,-1.02,0.74,17.5,22.83,16.7,5.61
108670,6.17,6.86,23.86,6.34,-20.05,-21.39
108675,2.76,4.46,21.26,11.84,-16.05,-17.25
023150,-1.95,0.53,4.02,-8.86,-30.65,8.75
160550,-0.46,-6.44,4.31,-15.5,-8.79,-18.96
053290,-2.06,7.02,-36.27,-24.76,-43.26,-25.41
104200,-4.98,-0.26,14.03,2.96,209.06,178.83
005945,0.44,0.89,6.07,-10.63,-7.72,23.5
338100,0.51,0.2,1.97,2.71,2.07,11.82
034310,1.49,0.89,2.71,5.25,-4.75,-0.87
030190,2.31,1.79,3.92,3.92,-5.01,-20.87
008260,-0.59,1.2,16.59,48.17,14.22,41.94
004250,0.66,-2.68,4.84,-11.32,29.86,116.43
004255,0.12,-3.3,-1.51,-1.16,30.77,83.19
010060,-0.95,-6.28,0.0,0.0,-28.18,-12.18
178920,-0.65,3.27,6.51,-14.07,-22.64,-0.43
024940,0.14,8.15,81.42,50.54,14.87,48.16
005490,-0.17,2.05,8.53,5.47,-12.06,-8.56
091340,1.9,2.1,6.99,-9.0,-3.77,5.93
010950,-0.1,9.4,17.55,9.64,-10.68,21.49
010955,0.54,4.26,10.61,-3.43,-8.6,22.39
019550,-2.23,3.37,6.97,-1.6,-8.9,-9.71
034120,-0.36,-0.61,-5.31,-11.15,-32.7,88.74
046140,0.39,1.17,8.04,-4.77,1.83,13.23
036120,0.31,0.94,-0.15,-3.15,-0.31,-29.12
036540,0.71,-0.98,8.26,-7.21,6.95,-7.69
040610,-1.3,-2.03,20.96,12.98,-1.48,-3.63
005090,-2.54,-6.73,-6.38,7.54,-3.67,29.78
001380,-2.21,0.0,15.36,10.25,-17.94,-27.77
004060,0.13,6.02,16.1,14.18,2.57,4.13
001770,1.28,-2.61,9.88,8.56,9.69,33.47
002360,-1.87,-1.87,-12.86,9.83,1.94,13.15
009160,-1.09,0.99,13.57,25.96,-4.87,149.24
123700,1.0,1.57,6.57,-6.2,-3.81,14.07
025530,-0.13,0.4,8.26,-3.61,-0.4,4.04
337450,-0.24,-2.59,0.0,0.49,-7.8,-0.96
340350,-0.48,-0.95,0.72,0.48,-1.42,1.21
011790,1.38,3.9,8.12,-16.05,-23.3,19.59
018670,0.45,0.0,-7.11,-16.23,-31.9,4.23
001740,1.08,1.3,5.41,-7.87,-11.36,-15.22
001745,4.38,1.79,9.64,-14.27,-26.1,-32.2
006120,0.5,2.03,-1.47,-15.65,-17.22,-34.29
006125,0.32,1.27,4.09,-14.52,-23.0,-29.25
068400,0.9,2.27,9.76,9.22,-6.64,7.66
326030,1.78,2.0,11.84,-4.78,-15.19,-9.31
03473K,2.86,3.85,9.37,-4.0,-10.93,-12.73
096770,-0.24,-1.41,4.23,-7.3,-16.7,2.2
096775,-0.38,-0.76,7.88,-3.35,-15.03,-14.19
001510,0.0,-0.33,0.22,-11.39,0.11,4.92
001515,-0.77,6.87,10.35,-1.64,-7.16,-13.56
000660,1.69,-2.83,-2.44,-5.88,14.83,-9.09
950180,-0.14,-0.41,-0.54,2.79,94.71,40.73
064960,0.33,6.14,5.77,-6.91,-12.26,-24.3
100840,-0.26,0.53,1.87,0.53,-13.96,9.46
003570,-0.48,0.6,0.72,-6.37,-16.12,10.55
036530,-0.3,0.0,3.12,-6.78,-11.29,-13.39
005610,0.22,-1.62,12.73,28.09,14.57,25.45
077970,0.0,-5.0,3.5,40.74,26.07,70.08
071970,-0.61,-2.21,0.21,6.1,-8.63,7.39
002820,0.74,9.2,13.87,10.98,-1.44,22.42
289080,0.14,-0.8,4.37,18.94,1.23,-17.39
084870,5.54,13.18,20.99,-0.9,-32.72,16.49
161570,0.0,1.32,2.0,1.32,-2.86,-13.07
032540,4.5,4.81,-2.52,42.39,31.51,77.13
024070,-1.05,3.14,8.6,-3.38,-27.08,-6.41
057030,0.33,1.65,2.33,-12.14,-11.51,-11.51
040300,-0.97,3.92,7.35,22.18,2.58,-12.04
051390,-0.57,-0.68,4.77,5.14,5.9,-6.19
052220,0.46,-4.84,3.84,-6.07,-5.87,-23.77
079940,-0.75,0.0,5.62,-2.95,-1.5,-14.89
000500,-0.2,-0.6,6.68,2.06,-16.95,-16.95
000860,1.76,3.99,6.98,7.64,-3.16,-0.19
035250,-0.18,0.55,4.97,13.66,-1.96,6.81
094480,2.26,8.13,18.32,-16.91,89.92,90.88
011420,-2.08,1.76,12.1,-15.61,17.16,47.44
267290,-0.88,-1.96,-19.18,-4.85,-8.15,15.64
012320,2.16,2.89,3.34,0.99,-6.32,-10.45
011040,1.35,1.35,8.17,-7.41,1.81,14.1
000050,0.0,4.1,4.45,11.31,11.72,16.86
214390,0.66,-0.54,5.63,-13.3,-16.07,-24.36
