종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-0.5199999809265137,1.76,6.85,8.66,-4.94,29.95
006840,0.6899999976158142,2.81,13.14,10.28,-19.27,-26.91
054620,0.0,2.13,9.09,-5.88,-33.15,39.53
027410,-0.1899999976158142,1.74,3.75,0.0,-15.05,-17.06
282330,0.0,4.09,6.27,20.61,2.01,5.62
138930,1.0399999618530273,2.5,-6.71,-11.48,-3.11,13.37
001460,3.190000057220459,0.33,-0.22,8.51,-0.11,26.93
001465,0.8500000238418579,0.28,-0.28,6.25,-1.11,16.67
001040,2.3399999141693115,3.75,-0.72,-2.01,-19.42,-10.37
035760,2.490000009536743,10.41,7.53,-1.67,-9.83,-6.15
00104K,0.9800000190734863,1.55,-2.44,-1.1,-12.73,-1.37
000120,1.149999976158142,-3.64,7.72,1.54,-21.43,-21.83
011150,0.12999999523162842,3.22,7.37,7.81,-2.44,-14.06
011155,-1.7699999809265137,3.6,5.71,5.42,0.13,5.42
001045,0.9200000166893005,1.96,0.2,-9.02,-20.83,-10.34
097950,-0.41999998688697815,2.62,-5.62,-11.43,-17.93,-16.27
097955,0.6200000047683716,1.25,-1.52,-10.28,-19.85,-15.0
051500,-1.2400000095367432,-7.51,-7.63,17.85,1.71,44.92
058820,0.15000000596046448,4.13,6.07,-7.35,-19.69,-23.91
023460,0.8100000023841858,16.08,13.7,-0.4,-33.33,0.0
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-0.28999999165534973,0.43,4.52,10.88,8.45,16.08
012030,0.2199999988079071,2.69,5.65,-0.33,-12.34,3.27
367340,0.0,0.95,1.18,0.95,-1.61,3.64
367360,-0.699999988079071,1.43,-0.23,1.91,-2.06,5.17
016610,0.4699999988079071,1.41,1.57,-5.14,-5.28,11.19
005830,6.71999979019165,11.28,5.18,10.17,5.86,41.79
000990,0.0,6.15,1.54,5.07,28.04,26.7
000995,-0.10999999940395355,1.93,-2.87,-6.96,-10.47,-7.86
139130,0.10999999940395355,1.87,-4.55,-4.74,-1.28,3.13
001880,0.0,-1.0,12.5,11.24,-8.62,-8.19
000215,0.4000000059604645,1.89,5.6,-1.57,-14.99,-9.16
375500,3.5899999141693115,-4.41,12.07,5.26,-8.13,9.24
37550K,1.0,-0.14,8.81,-0.85,-9.51,-4.48
068790,0.1599999964237213,1.1,0.0,-1.38,-14.83,-22.81
004840,0.20000000298023224,3.64,-1.16,2.6,-22.15,-26.29
155660,-0.9300000071525574,13.85,17.18,15.91,-40.92,14.46
069730,-2.2799999713897705,8.67,13.09,13.72,-52.19,-3.92
017940,0.3199999928474426,3.75,0.43,-2.29,-27.91,9.94
079190,0.36000001430511475,2.99,17.45,-8.61,-50.36,-50.36
050120,3.5899999141693115,-3.68,6.86,24.95,22.73,16.4
114090,-0.3400000035762787,0.0,-1.68,18.62,-8.72,-14.33
900290,-0.4000000059604645,-1.2,-8.49,-0.4,30.39,30.39
078930,0.6200000047683716,-1.35,-2.89,-0.49,-7.57,3.6
083450,1.4700000286102295,4.55,-6.76,-10.26,8.76,37.69
001250,1.659999966621399,3.81,11.87,7.22,-7.55,0.0
078935,-0.14000000059604645,-0.14,0.73,-4.95,-6.11,8.14
078150,-0.20000000298023224,1.04,6.33,-3.37,-7.59,-17.04
012630,-1.0299999713897705,1.46,1.86,-25.99,-33.68,-31.3
089470,-0.10999999940395355,-1.88,-2.29,-19.93,-21.01,-24.56
294870,0.8899999856948853,3.35,10.75,-27.35,-41.07,-39.03
