종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,5.26,2.29,7.41,5.65,-4.45,33.95
006840,-0.23,2.11,12.37,7.13,-20.0,-27.93
054620,-0.83,-0.41,9.09,-4.0,-33.15,41.84
027410,0.19,0.57,3.95,-1.31,-14.89,-17.68
282330,0.28,1.71,6.27,17.49,2.01,2.3
138930,-0.52,1.58,-7.54,-13.74,-4.1,14.54
001460,0.69,-3.3,-3.3,2.33,-3.09,22.11
001465,0.0,-0.56,-1.12,4.73,-1.94,16.07
001040,-0.73,0.12,-2.99,-6.46,-21.26,-13.17
035760,1.61,5.33,4.91,-5.97,-12.03,-7.99
00104K,-0.7,0.0,-3.39,-3.65,-13.58,-2.33
000120,-3.32,-2.24,6.5,-1.87,-22.02,-24.71
011150,2.7,3.9,7.24,5.26,-2.56,-13.89
011155,-0.25,-0.25,7.61,7.32,1.93,5.88
001045,0.0,-0.1,-0.71,-11.16,-21.55,-11.32
097950,0.0,1.43,-5.35,-12.17,-17.69,-15.33
097955,-0.62,-0.62,-2.13,-11.33,-20.35,-15.53
051500,0.98,-8.37,-6.47,18.33,3.14,47.85
058820,0.74,1.8,5.92,-9.33,-19.81,-25.27
023460,-4.08,15.15,12.79,-1.98,-33.87,-3.33
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,1.31,1.76,4.83,8.59,8.76,15.07
012030,0.22,1.33,5.42,-1.19,-12.54,3.39
367340,0.47,0.71,1.18,0.95,-1.61,3.89
367360,0.94,1.9,0.47,2.38,-1.38,5.91
016610,0.94,0.94,1.1,-7.75,-5.72,10.67
005830,0.0,5.9,-1.29,1.16,-0.65,37.08
000990,0.83,3.72,1.54,3.87,27.87,26.09
000995,1.39,0.0,-2.76,-9.09,-10.38,-6.86
139130,-0.22,1.65,-4.65,-6.48,-1.39,9.75
001880,-2.46,-0.83,12.5,8.79,-8.62,-8.62
000215,0.54,1.62,5.18,-2.21,-15.33,-8.41
375500,-1.95,-6.34,8.19,0.4,-11.31,4.58
37550K,-0.14,-0.57,7.73,-3.33,-10.41,-5.17
068790,-0.62,-0.47,-0.16,-3.17,-14.97,-22.37
004840,1.19,2.4,-1.35,-0.97,-22.31,-26.75
155660,10.41,13.91,18.28,15.33,-40.37,20.93
069730,6.37,10.97,15.73,14.1,-51.07,-0.94
017940,-0.32,2.18,0.11,-4.0,-28.14,11.15
079190,-2.14,1.48,17.02,-12.42,-50.54,-50.54
050120,-0.18,-3.13,3.34,19.66,18.89,17.51
114090,-0.34,-2.98,-1.68,17.2,-8.72,-15.56
900290,-0.8,0.0,-8.12,0.81,30.91,30.91
078930,-0.62,-0.99,-3.49,-2.91,-8.14,0.63
083450,-0.97,-1.13,-8.11,-13.56,7.18,39.73
001250,2.12,0.21,10.05,2.55,-9.06,0.42
078935,0.0,0.29,0.87,-5.08,-5.98,8.29
078150,-1.21,0.0,6.55,-2.4,-7.4,-16.58
012630,0.91,-1.52,2.92,-26.19,-32.9,-30.49
089470,-0.84,-4.08,-2.18,-20.79,-20.92,-24.96
294870,-3.45,-8.94,9.45,-30.43,-41.77,-40.21
097230,1.15,1.94,10.04,0.38,-22.27,13.53
036640,-3.77,-6.53,4.88,14.93,-3.32,36.0
335870,0.94,0.94,-1.15,-2.71,-4.23,-0.92
351340,1.4,1.87,0.46,1.64,-2.47,3.57
099520,0.0,0.0,0.0,0.0,0.0,-50.29
175330,1.99,3.02,-2.96,-5.75,-1.68,28.13
950170,-0.11,1.52,4.19,7.41,-13.0,-19.89
234080,0.68,1.71,6.43,-0.67,-12.09,-28.19
035900,-1.7,-2.63,17.02,8.92,30.73,47.44
024840,4.1,4.1,-0.73,5.18,-11.16,-12.31
024120,1.68,1.68,0.33,-5.75,-15.13,-41.17
002380,0.92,1.39,4.96,3.96,-28.38,60.39
021320,-0.96,16.29,27.78,21.34,-12.29,21.62
344820,2.98,4.29,13.28,8.06,-12.17,51.03
036670,1.62,2.93,3.18,-5.09,-3.63,-5.8
009070,2.23,3.12,4.39,-7.03,-10.79,-14.88
009440,0.36,2.08,5.04,-1.65,-28.96,-7.23
112190,-0.37,-3.33,-0.61,16.79,-28.6,80.49
151860,0.4,-1.19,13.7,-19.42,-23.38,104.1
016380,0.45,4.67,11.44,1.82,-23.81,-14.18
016385,0.0,-3.23,-0.47,6.71,-8.3,-5.41
046440,-0.44,2.38,2.49,-29.3,-9.32,-11.71
035600,-0.83,-0.83,1.13,-5.31,-2.19,-7.99
001390,0.68,3.31,9.41,-6.47,-10.96,15.82
001940,-1.44,7.55,6.88,10.32,-21.92,10.32
058400,1.13,7.2,8.06,-1.83,-24.29,-22.99
114450,-1.99,2.89,0.0,-8.18,-26.69,-29.52
025000,0.0,-0.19,3.29,-3.96,-14.31,-13.19
092230,0.33,0.66,0.16,-6.03,-9.66,5.01
000040,8.9,18.3,14.7,2.61,-15.42,-31.7
044450,-1.29,-3.38,-2.14,-2.97,-2.14,8.02
030200,0.61,3.12,2.16,2.32,1.85,22.82
033780,-1.1,0.5,0.75,-4.95,-0.86,-2.77
030210,-1.15,1.98,-0.96,-11.21,-25.9,13.44
058850,0.85,3.5,7.01,-6.34,-16.13,-16.43
058860,-0.42,2.58,5.76,-1.45,-8.97,-16.75
060370,0.88,0.7,9.96,13.66,-5.44,5.51
093050,0.28,1.69,3.74,4.34,-2.43,7.12
034220,0.51,6.7,3.11,-10.76,0.51,-9.34
051900,1.43,-6.7,-17.32,-25.57,-38.54,-45.16
051905,0.2,1.8,-9.91,-16.01,-24.37,-26.66
032640,-1.11,-0.37,0.75,-7.27,-7.9,9.84
011070,6.02,15.38,24.62,24.04,93.78,89.7
066570,-0.4,0.82,-0.81,-5.02,-12.77,-20.9
066575,0.51,-0.17,-1.18,-7.27,-16.5,-18.47
037560,1.87,4.21,4.62,-2.33,-29.35,16.49
051910,0.31,3.81,-23.44,-29.7,-31.56,-43.09
051915,0.2,-1.38,-19.94,-20.82,-26.82,-35.31
079550,0.81,-1.2,21.41,15.55,43.44,93.49
006260,-1.16,-1.16,5.12,-4.11,-25.11,-22.04
010120,-1.18,0.66,9.92,-15.29,-33.33,-23.08
000680,5.86,5.86,-4.24,22.54,-11.4,31.45
229640,-1.14,0.77,2.49,-2.38,-12.44,2.76
108320,5.18,13.86,18.97,-12.88,21.27,89.82
001120,1.79,1.95,15.9,18.75,1.79,7.92
108670,-2.24,-1.13,16.41,-4.09,-27.55,-18.99
108675,-0.99,0.33,16.25,0.17,-24.31,-16.53
023150,2.04,1.39,-1.66,-7.86,-41.78,14.75
160550,-3.03,-3.45,10.34,-16.73,5.66,-5.08
053290,0.0,-3.24,-44.03,-34.47,-49.15,8.04
104200,15.02,19.31,32.07,-2.79,209.87,169.72
005945,0.0,0.9,2.75,-12.84,-10.04,23.08
338100,0.2,1.03,1.97,2.82,1.76,15.07
034310,-1.45,0.59,-1.16,0.59,-6.34,-1.73
030190,2.19,1.36,0.54,3.04,-9.02,-18.91
008260,0.81,9.37,5.53,49.4,8.18,46.31
004250,0.22,2.31,15.4,29.57,23.87,120.67
004255,0.46,-2.0,1.27,24.29,27.72,86.05
010060,-2.67,-2.23,20.99,0.0,-25.0,-8.75
178920,-0.34,-0.11,1.26,-14.51,-26.94,-0.9
024940,3.83,27.08,50.51,24.95,-11.04,34.69
005490,0.0,1.77,1.41,-1.71,-21.26,-2.88
091340,0.0,1.97,2.37,-8.8,-7.66,-1.52
010950,2.69,3.91,2.93,-1.24,-13.6,7.08
010955,2.5,5.33,4.71,-4.3,-11.59,15.21
019550,-1.34,2.44,-1.67,-11.45,-14.53,-17.18
034120,-0.37,-1.58,-9.1,-12.45,-23.53,82.62
046140,-0.13,-1.16,10.49,-6.45,7.25,16.52
036120,0.31,1.27,-6.86,-8.6,-3.48,-26.67
036540,-1.27,5.42,7.69,-0.14,6.22,-15.05
040610,-1.12,-2.22,17.82,17.29,-7.36,1.54
005090,0.78,-1.14,2.36,11.71,1.17,32.15
001380,2.31,8.42,8.42,10.22,-18.9,-25.28
004060,0.57,3.06,3.36,4.74,-5.86,-2.08
001770,1.14,2.65,3.51,10.14,4.56,35.75
002360,4.33,5.34,11.05,18.19,0.46,15.8
009160,-2.43,2.43,23.01,17.77,-1.23,155.82
123700,0.22,0.79,6.57,-6.6,-9.16,8.91
025530,-0.14,2.37,7.95,0.41,-8.38,3.53
337450,4.11,4.87,3.86,4.36,-5.48,3.11
340350,1.45,1.45,0.96,0.96,-2.09,2.68
011790,4.43,8.02,5.2,-19.6,-18.91,24.12
