종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.87,2.83,5.25,12.16,-6.59,32.35
006840,-0.23,-0.9,0.45,10.5,-18.45,-23.26
054620,-0.83,1.7,11.68,-5.53,-34.7,44.15
027410,-0.19,0.38,1.95,-2.06,-13.96,-14.1
282330,0.56,0.56,8.43,23.29,2.86,11.46
138930,1.29,2.87,-3.19,-10.35,-1.01,18.14
001460,0.44,2.02,-0.87,8.61,0.55,33.53
001465,0.0,-0.28,-1.11,7.85,-0.56,17.43
001040,0.97,2.33,0.24,-1.07,-19.81,-8.45
035760,0.0,3.93,3.21,-1.82,-10.24,-5.4
00104K,0.83,1.67,-1.09,0.41,-12.27,0.83
000120,0.38,-1.49,6.0,1.92,-21.6,-23.63
011150,-0.99,1.79,5.98,3.91,-2.21,-16.79
011155,0.5,0.89,7.27,7.12,2.31,9.18
001045,1.93,3.71,2.34,-7.71,-19.52,-6.85
097950,3.54,6.1,-3.69,-6.28,-15.2,-14.3
097955,1.86,2.5,0.31,-9.14,-18.41,-13.68
051500,-3.48,-6.85,-9.64,19.45,-5.45,40.49
058820,-0.59,1.04,4.31,-10.8,-19.79,-24.19
023460,0.2,17.09,12.42,2.01,-31.3,2.84
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.72,2.48,4.93,11.96,9.69,19.19
012030,5.13,7.35,9.79,4.9,-5.95,10.05
367340,0.23,0.95,0.47,1.43,-1.39,2.4
367360,-0.47,-0.7,-0.24,1.44,-2.3,4.43
016610,0.46,1.72,3.17,-4.27,-3.27,14.44
005830,3.7,13.51,12.0,12.94,10.53,48.84
000990,3.17,8.55,6.85,6.7,30.03,36.68
000995,-0.74,2.06,-4.47,-9.52,-14.84,-5.9
139130,0.22,1.98,-3.24,-5.5,0.65,9.96
001880,0.34,-2.93,11.61,11.19,-8.87,-10.11
000215,0.0,1.35,1.76,-1.05,-15.39,-10.04
375500,0.77,0.0,5.24,5.24,-6.45,7.85
37550K,0.57,0.71,5.67,-0.42,-8.76,-4.07
068790,0.31,2.86,1.25,-2.27,-15.09,-20.52
004840,2.54,5.0,0.19,4.17,-22.57,-24.35
155660,1.41,11.72,18.68,17.6,-33.4,17.6
069730,8.56,16.25,21.83,22.64,-40.7,8.14
017940,0.85,3.39,2.16,-2.47,-26.09,10.64
079190,4.74,-0.69,-6.21,-0.35,-48.38,-48.38
050120,3.61,14.02,4.51,22.36,28.5,19.68
114090,0.0,-1.34,-2.65,14.84,-7.84,-14.78
900290,-0.4,-0.8,-8.15,0.81,30.39,30.39
078930,0.87,1.5,0.12,0.0,-5.92,4.65
083450,0.16,7.04,-5.75,-13.47,6.86,33.12
001250,3.06,7.91,14.77,6.77,-4.72,6.99
078935,0.87,1.3,2.34,-4.25,-4.51,9.22
078150,0.61,2.7,8.32,-0.2,-6.78,-11.92
012630,-0.39,-0.91,0.92,-26.35,-33.1,-31.91
089470,0.96,0.11,-0.94,-19.22,-22.76,-22.64
294870,0.88,3.01,9.62,-25.65,-40.21,-41.03
097230,-0.63,5.31,10.12,0.25,-21.77,14.57
036640,3.41,3.41,6.8,24.12,13.99,59.42
335870,-0.23,1.42,-0.7,-0.93,-4.68,-1.15
351340,0.47,1.41,0.23,0.7,-3.58,2.62
099520,0.0,0.0,0.0,0.0,0.0,-4.1
175330,1.82,3.72,0.84,-2.9,1.95,32.86
950170,-1.91,0.23,4.06,8.47,-14.1,-14.61
234080,-1.36,0.34,-0.34,0.69,-14.66,-27.07
035900,1.24,6.94,19.0,14.8,41.97,61.02
024840,2.72,8.62,1.22,10.34,-6.94,-5.02
024120,0.17,2.89,2.02,-7.49,-13.82,-40.1
002380,1.99,2.3,3.25,9.7,-26.54,61.89
021320,0.0,3.94,28.66,26.8,-12.08,22.67
344820,1.24,2.18,14.91,9.17,-19.33,44.11
036670,0.45,5.26,4.17,-1.96,-1.32,-2.07
009070,-1.51,2.44,4.26,-5.47,-11.71,-18.45
009440,1.31,4.67,3.4,3.27,-26.17,-4.16
112190,5.75,0.61,-0.72,21.05,-27.5,82.78
151860,2.01,5.39,13.39,-16.72,-24.18,111.31
016380,3.98,9.3,15.2,9.81,-18.12,-5.62
016385,3.94,3.94,3.43,11.29,-10.97,-2.31
046440,1.87,3.11,4.86,-23.7,-7.76,-6.46
035600,1.39,0.0,3.11,-2.67,-0.82,-3.18
001390,-0.83,6.99,6.99,-2.93,-11.69,19.64
001940,1.78,-2.0,8.54,14.72,-20.79,7.19
058400,0.37,4.26,6.75,2.28,-22.48,-29.4
114450,10.63,17.13,7.32,-17.19,-17.38,-18.69
025000,0.19,0.94,2.1,-2.73,-12.87,-12.44
092230,0.49,1.16,0.49,-6.58,-9.5,4.63
000040,-3.32,3.07,10.77,1.04,-17.93,-35.74
030200,1.04,3.33,6.55,6.39,4.92,27.9
033780,0.0,-1.23,0.0,-5.74,-0.74,0.25
030210,0.0,1.99,-1.16,-6.22,-26.29,15.28
058850,-0.85,3.53,4.22,-6.57,-16.7,-19.28
058860,-0.21,0.84,5.51,-1.24,-9.79,-17.56
060370,3.66,3.12,12.05,16.67,-0.83,4.02
093050,1.13,-1.37,3.76,5.9,-1.91,10.8
034220,1.5,5.45,6.01,-11.35,1.5,-9.17
051900,-0.46,2.86,-15.41,-22.62,-36.52,-42.72
051905,-0.58,3.84,-9.82,-16.42,-22.24,-25.29
032640,1.82,2.2,6.08,-1.41,-4.12,15.77
011070,-3.16,9.93,24.73,18.78,84.49,93.92
066570,-0.81,-1.6,-1.2,-5.02,-11.83,-15.46
066575,0.51,0.17,-0.84,-6.95,-14.76,-16.22
037560,-0.74,4.69,2.1,-2.37,-30.3,17.42
051910,3.25,14.93,-17.53,-18.72,-27.53,-34.45
051915,2.78,7.47,-15.22,-9.76,-23.37,-27.75
079550,-2.21,1.62,17.66,23.24,43.16,104.34
006260,1.34,2.72,8.42,-0.75,-21.66,-16.59
010120,0.0,1.74,13.03,-14.97,-30.8,-18.38
000680,-1.93,8.23,-6.82,19.13,-14.15,25.44
229640,0.9,0.13,3.28,1.03,-12.44,3.82
108320,4.1,16.88,26.05,-7.6,26.05,90.14
001120,1.49,13.08,25.55,31.6,14.98,22.4
