종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.0,0.0,9.92,8.45,-5.83,35.33
006840,-0.9,10.5,11.9,9.41,-20.22,-26.46
054620,3.4,3.85,12.5,-3.57,-34.85,48.35
027410,0.38,1.75,3.97,0.58,-16.29,-18.89
282330,-2.23,2.64,5.74,14.75,-2.23,1.74
138930,0.52,5.05,-7.67,-12.0,-4.58,16.84
001460,-0.22,-3.06,-3.9,3.62,1.25,23.16
001465,-0.28,2.88,0.28,5.62,-0.56,12.26
001040,-0.61,3.18,-0.98,-4.93,-23.58,-14.74
035760,-0.69,4.54,4.03,-7.66,-13.77,-10.42
00104K,-0.28,3.17,-1.38,-2.46,-13.54,-2.72
000120,-0.37,4.69,14.04,1.9,-21.41,-23.86
011150,-0.64,1.17,6.86,1.7,-6.03,-14.68
011155,0.0,3.0,6.04,8.82,0.64,5.61
001045,1.13,1.87,3.48,-11.14,-22.14,-12.25
097950,2.18,2.03,-5.25,-10.2,-20.18,-16.98
097955,1.56,1.56,0.93,-9.97,-18.95,-14.7
051500,-1.34,1.66,0.68,25.64,3.23,50.31
058820,2.99,9.18,10.22,-9.57,-19.11,-23.08
023460,2.08,7.02,4.74,-12.65,-41.38,-14.01
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.29,2.54,9.92,7.51,7.34,13.93
012030,1.89,4.45,7.27,-2.14,-14.49,3.98
367340,0.47,0.71,0.95,0.24,-1.62,3.16
367360,0.0,0.23,0.71,1.67,-2.06,5.69
016610,1.25,7.48,0.78,-6.23,-5.27,12.52
005830,-0.84,4.82,-7.7,2.44,-4.55,31.47
000990,3.48,5.31,5.78,0.42,21.22,25.93
000995,1.41,-0.32,-4.3,-11.37,-14.22,-13.02
139130,1.43,4.54,-5.53,-4.26,-1.39,12.17
001880,-0.98,9.75,16.92,12.59,-5.3,-8.43
000215,0.67,4.03,5.95,-2.09,-14.42,-6.85
375500,-1.53,0.0,14.22,5.33,-8.21,6.2
37550K,-0.85,3.26,8.57,-2.79,-9.6,-5.56
068790,1.27,-1.09,0.95,-4.78,-16.62,-24.08
004840,1.0,1.61,-1.17,-2.88,-23.48,-26.81
155660,1.9,6.29,14.31,7.26,-50.54,10.06
069730,2.71,6.36,11.92,7.88,-53.71,-6.63
017940,-0.22,-1.72,-4.0,-4.8,-28.89,11.75
079190,-1.38,12.65,26.67,-10.94,-48.74,-48.74
050120,7.77,8.59,0.0,22.37,20.04,26.3
114090,0.34,9.12,2.75,17.25,-7.72,-12.83
900290,0.4,-1.57,-1.95,2.45,31.97,31.97
078930,-0.63,-2.46,-4.23,-1.0,-7.9,-2.22
