종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,-0.35,1.99,8.03,7.21,-3.09,38.82
006840,3.72,7.99,11.5,10.4,-17.86,-24.79
054620,1.29,-2.49,4.44,-9.96,-31.49,52.6
027410,0.58,0.19,4.4,0.19,-16.48,-20.18
282330,3.47,6.87,6.87,17.76,0.0,2.58
138930,0.52,2.54,-9.88,-11.45,-3.89,15.54
001460,0.68,-2.31,-1.66,2.77,1.6,23.96
001465,1.42,3.77,0.56,7.19,2.29,12.58
001040,2.9,1.24,-2.63,-4.68,-21.63,-13.94
035760,6.83,2.85,3.51,-7.28,-12.23,-8.71
00104K,1.56,-0.14,-2.32,-2.32,-12.56,-1.51
000120,0.75,3.46,8.03,2.28,-20.88,-21.8
011150,0.9,-2.24,2.08,3.98,-4.62,-14.78
011155,2.6,2.6,4.64,8.82,1.28,7.19
001045,0.73,0.41,0.41,-11.98,-21.9,-12.61
097950,1.62,-3.09,-8.38,-12.12,-20.8,-18.17
097955,0.31,-1.84,-2.44,-11.85,-18.99,-15.57
051500,0.0,-7.22,8.28,26.06,5.97,53.29
058820,1.06,4.85,5.51,-10.67,-20.99,-23.08
023460,-0.92,0.7,-2.48,-15.1,-44.7,-11.45
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,-1.15,-1.01,7.54,8.04,8.56,14.93
012030,1.01,4.54,2.75,-4.57,-15.68,3.46
367340,0.0,-0.24,0.24,-0.94,-3.2,1.93
367360,0.23,0.0,0.0,1.91,-2.06,5.43
016610,0.79,4.58,-1.84,-7.53,-6.03,10.75
005830,1.89,3.86,-8.78,4.41,-3.11,32.88
000990,1.32,1.77,-0.43,-1.85,16.95,31.68
000995,0.22,-2.95,-5.53,-12.19,-15.02,-11.35
139130,1.22,1.79,-8.92,-4.92,-2.57,9.39
001880,4.78,7.91,14.55,13.49,-3.0,-6.54
000215,0.81,3.05,4.65,-2.49,-14.5,-7.82
375500,0.77,-0.38,13.97,5.24,-5.78,7.85
37550K,1.15,2.48,7.16,-1.95,-7.74,-4.74
068790,0.8,-2.02,-4.26,-5.27,-17.45,-23.94
004840,0.7,-1.19,-2.91,-3.85,-23.08,-25.37
155660,3.94,4.32,6.23,5.07,-51.05,9.02
069730,3.45,3.0,5.61,4.8,-53.4,-7.69
017940,1.44,-3.79,-3.89,-5.28,-27.95,13.1
079190,5.47,10.31,21.94,-9.4,-48.02,-48.02
050120,0.76,0.57,-8.81,18.39,11.75,14.41
114090,1.36,5.67,1.71,15.95,-5.99,-11.04
900290,-0.4,-1.57,-6.37,1.63,31.44,31.44
078930,0.5,-4.77,-4.09,-1.12,-5.0,-0.99
083450,0.17,-8.49,-12.61,-18.14,1.57,43.35
001250,3.08,-6.4,5.17,0.65,-12.03,-1.47
078935,0.44,-0.72,0.58,-5.22,-4.96,8.15
078150,0.42,1.26,7.11,-3.79,-12.68,-13.15
012630,2.11,-0.39,3.2,-25.67,-31.89,-30.05
089470,2.26,-2.87,-2.77,-17.33,-21.83,-23.34
294870,2.47,-4.6,7.44,-29.06,-41.24,-41.75
097230,-0.13,-2.33,5.45,-7.71,-21.05,8.02
036640,0.12,5.71,15.94,19.52,17.87,46.72
335870,-0.71,-1.63,-4.31,-0.47,-6.43,-2.31
351340,-0.23,-0.23,-1.62,-0.23,-3.41,1.67
099520,0.0,0.0,0.0,0.0,0.0,-53.1
175330,0.0,0.0,-4.95,-3.58,-1.1,26.09
950170,1.76,10.7,3.82,6.76,-10.78,-17.71
234080,0.0,-1.69,5.84,-2.68,-16.18,-28.92
035900,0.57,6.18,24.53,13.77,34.94,55.39
024840,1.06,-4.73,-3.04,-1.29,-18.86,-17.46
024120,0.68,0.0,-4.55,-9.54,-17.88,-43.73
002380,2.35,3.16,-12.72,4.82,-29.05,57.49
021320,16.8,21.7,21.56,18.44,-15.42,19.13
