종목코드,R1D,R1W,R1M,R3M,R6M,R1Y
095570,0.32,1.48,15.7,14.42,5.81,37.4
006840,-0.68,1.86,3.78,13.73,-17.79,-17.79
054620,3.39,2.09,5.63,-17.85,-24.69,25.77
027410,-0.19,0.38,5.56,0.57,-10.89,-24.11
282330,0.58,-3.06,2.95,19.93,0.87,10.44
138930,0.63,1.4,1.02,-5.24,-7.23,17.23
001460,0.68,-1.22,-1.98,-1.11,-0.22,28.94
001465,-0.28,-0.56,-0.84,-4.07,-3.28,16.83
001040,0.48,1.81,0.36,1.2,-13.88,-10.21
035760,1.86,-0.9,1.08,-5.33,-12.05,-7.66
00104K,-0.68,-0.28,-1.76,2.84,-10.27,-2.95
000120,-1.15,-1.89,4.44,2.78,-17.25,-29.23
011150,0.36,-5.59,12.96,8.95,5.48,-13.3
011155,1.63,-1.84,-0.27,1.49,-6.03,2.33
001045,0.39,1.38,4.69,-4.65,-14.93,-8.88
097950,-1.07,0.0,-2.38,-4.65,-9.99,-10.1
097955,0.0,1.82,3.07,-5.35,-15.79,-8.7
051500,3.17,0.56,-5.17,24.52,5.14,46.42
058820,-0.14,3.87,8.06,-9.13,-13.42,-20.52
023460,-0.2,1.61,15.79,-0.59,-23.1,-7.33
056730,0.0,0.0,0.0,0.0,0.0,0.0
056000,0.0,0.0,0.0,0.0,0.0,0.0
000590,0.56,1.69,4.18,12.64,12.29,12.29
012030,7.18,12.0,30.69,17.89,10.34,28.59
367340,-0.23,0.23,1.18,0.95,0.0,2.64
367360,0.47,0.71,0.71,1.91,0.47,4.4
016610,0.75,3.08,7.04,1.67,1.67,10.58
005830,2.04,3.86,13.11,29.44,12.2,47.78
000990,-2.47,-2.22,7.93,3.03,40.53,33.04
000995,-2.07,4.85,3.43,-2.55,-3.5,-3.5
139130,-0.64,0.65,-1.48,-0.43,-3.21,10.66
001880,-0.85,-2.01,7.75,7.55,-4.42,-16.33
000215,1.15,5.05,6.89,6.89,-10.72,-9.81
375500,0.38,1.53,3.11,11.34,-0.38,9.96
37550K,0.36,17.42,23.36,18.77,8.79,12.64
068790,-0.74,4.65,8.0,-0.15,-0.44,-20.4
004840,2.49,1.71,7.54,1.71,-16.67,-20.86
155660,0.91,3.58,20.91,16.06,-36.97,17.08
069730,2.81,2.24,20.57,15.86,-43.27,-0.54
017940,1.07,1.07,1.39,-1.76,-21.86,10.37
079190,0.0,4.53,9.49,0.33,-46.04,-46.04
050120,-2.23,-5.93,3.82,15.12,26.75,11.52
114090,0.34,1.71,1.71,12.93,-8.62,-10.81
900290,0.4,0.81,-5.3,1.21,31.44,31.44
078930,3.05,8.4,9.75,12.28,-1.24,12.28
083450,0.47,1.44,-2.15,-15.54,23.02,45.87
001250,-1.63,8.62,15.57,14.35,5.04,8.4
078935,0.85,1.58,3.21,1.14,-4.58,9.6
078150,-1.23,-2.64,4.8,-10.45,2.35,-24.17
012630,-1.11,-6.7,-7.07,-32.06,-35.16,-36.89
089470,0.11,1.06,-2.06,-20.08,-21.79,-24.4
294870,-3.82,-11.44,-5.92,-34.06,-44.18,-48.55
097230,1.02,0.38,8.46,-1.12,-16.32,6.57
036640,0.49,-5.21,-3.99,13.14,7.35,39.59
335870,0.92,1.63,2.82,1.39,-2.46,0.46
351340,0.23,0.0,2.12,1.88,0.23,3.58
099520,0.0,0.0,0.0,0.0,0.0,0.0
175330,0.36,0.72,2.8,1.2,-2.76,29.01
950170,-0.86,2.34,12.93,12.38,-10.45,-10.97
234080,-0.68,2.1,-5.81,5.42,-8.75,-23.16
035900,0.99,6.78,23.17,21.1,52.74,72.47
024840,6.9,3.83,13.61,11.0,1.88,-5.24
024120,0.66,0.83,4.63,-8.55,-6.73,-37.76
002380,0.74,2.7,3.17,8.57,-21.38,44.0
021320,0.0,-2.78,25.45,28.21,-2.33,14.88
344820,0.48,-3.21,9.69,5.84,-9.3,27.05
